FECHA,Symbol,rv5_ss,bv,rv10,bv_ss,rv5,rk_parzen,rk_th2,open_time,close_time,open_to_close,rsv_ss,rk_twoscale,rsv,close_price,rv10_ss,medrv,open_price,nobs,Retornos
2006-05-24,.N225,0.000213717,0.000210577,0.000262454,0.000210577,0.02137%,0.000303204,0.000204127,100100,160045,0.014600131,7.82E-05,0.000198228,7.82E-05,15907.2,0.000262454,6.87E-05,15676.64,542,0.019552206
2006-05-25,.N225,0.000140918,0.000138021,0.000143411,0.000138021,0.01409%,4.18E-05,0.000153153,100100,160044,-0.007337728,8.39E-05,0.00015068,8.39E-05,15693.75,0.000143411,4.69E-05,15809.33,543,-0.013509293
2006-05-26,.N225,7.64E-05,7.05E-05,0.000101412,7.05E-05,0.00764%,7.86E-05,8.34E-05,100100,160045,0.00898724,2.53E-05,7.94E-05,2.53E-05,15970.76,0.000101412,3.97E-05,15827.87,543,0.017497006
2006-05-29,.N225,7.12E-05,6.67E-05,6.70E-05,6.67E-05,0.00712%,5.63E-05,8.29E-05,100059,160045,-0.012230999,4.30E-05,8.21E-05,4.30E-05,15915.68,6.70E-05,2.33E-05,16111.54,542,-0.003454764
2006-05-30,.N225,8.71E-05,7.50E-05,9.00E-05,7.50E-05,0.00871%,4.83E-05,0.000101067,100100,160041,-0.003860265,4.84E-05,9.85E-05,4.84E-05,15859.45,9.00E-05,2.87E-05,15920.79,542,-0.00353925
2006-05-31,.N225,0.000104185,7.35E-05,7.72E-05,7.35E-05,0.01042%,7.24E-05,0.000106184,100100,160044,-0.012435187,7.19E-05,0.000103106,7.19E-05,15467.33,7.72E-05,1.85E-05,15660.87,542,-0.02503548
2006-06-01,.N225,0.000100406,9.84E-05,7.69E-05,9.84E-05,0.01004%,4.46E-05,9.21E-05,100100,160042,-0.006397941,4.89E-05,8.81E-05,4.89E-05,15503.74,7.69E-05,2.05E-05,15603.25,542,0.002351228
2006-06-02,.N225,0.000395479,0.000377744,0.000335272,0.000377744,0.03955%,0.000413947,0.000309361,100100,160038,0.012044266,0.000170704,0.000270208,0.000170704,15789.31,0.000335272,0.000173868,15600.28,542,0.018251844
2006-06-05,.N225,0.000103563,0.000101793,8.20E-05,0.000101793,0.01036%,4.39E-05,0.000102205,100059,160040,-0.003249692,5.70E-05,9.73E-05,5.70E-05,15668.31,8.20E-05,3.71E-05,15719.31,542,-0.007692928
2006-06-06,.N225,1.00E-04,9.90E-05,7.46E-05,9.90E-05,0.01000%,4.42E-05,9.25E-05,100100,160044,-0.007515468,5.70E-05,8.88E-05,5.70E-05,15384.86,7.46E-05,5.53E-05,15500.92,542,-0.018256292
2006-06-07,.N225,0.000134917,0.000150188,0.000143758,0.000150188,0.01349%,0.000169667,0.000126039,100100,160044,-0.012444756,6.72E-05,0.000121356,6.72E-05,15096.01,0.000143758,0.000115242,15285.05,542,-0.018953438
2006-06-08,.N225,0.000350252,0.00035197,0.000406805,0.00035197,0.03503%,0.000274564,0.000289342,100100,160047,-0.024104678,0.000221734,0.000263301,0.000221734,14633.03,0.000406805,0.000130189,14990.04,543,-0.031149168
2006-06-09,.N225,0.000469329,0.000444869,0.00058466,0.000444869,0.04693%,0.000762349,0.000524534,100100,160043,0.015050142,0.000183632,0.000516534,0.000183632,14750.84,0.00058466,0.000176631,14530.5,542,0.008018728
2006-06-12,.N225,0.000236197,0.000180488,0.000246351,0.000180488,0.02362%,7.70E-05,0.000242655,100059,160043,0.009997214,8.23E-05,0.000235241,8.23E-05,14833.01,0.000246351,4.71E-05,14685.46,542,0.005555072
2006-06-13,.N225,0.000121484,0.000103177,0.000170405,0.000103177,0.01215%,0.000257051,0.000175437,100100,160044,-0.029929641,0.000103808,0.000176829,0.000103808,14218.6,0.000170405,3.95E-05,14650.59,542,-0.042304136
2006-06-14,.N225,0.000376495,0.000367419,0.000316427,0.000367419,0.03765%,0.000304253,0.000373434,100100,160048,0.015851523,0.00016564,0.000368632,0.00016564,14309.56,0.000316427,0.000173045,14084.52,542,0.006376879
2006-06-15,.N225,0.000162221,0.000104019,0.00013621,0.000104019,0.01622%,7.54E-05,0.000138603,100100,160043,0.001205224,5.96E-05,0.000133038,5.96E-05,14470.76,0.00013621,1.92E-05,14453.33,542,0.011202216
2006-06-16,.N225,0.000226934,9.99E-05,0.000237401,9.99E-05,0.02269%,0.00021617,0.000209274,100100,160045,0.013531929,5.72E-05,0.000211422,5.72E-05,14879.34,0.000237401,3.56E-05,14679.35,542,0.027843612
2006-06-19,.N225,6.95E-05,6.85E-05,6.09E-05,6.85E-05,0.00695%,3.59E-05,6.91E-05,100059,160042,0.002998364,3.02E-05,6.66E-05,3.02E-05,14860.35,6.09E-05,2.96E-05,14815.86,542,-0.001277081
2006-06-20,.N225,0.000120037,0.000112816,0.000119649,0.000112816,0.01200%,6.63E-05,9.82E-05,100100,160037,-0.011045778,7.95E-05,9.51E-05,7.95E-05,14648.41,0.000119649,3.64E-05,14811.11,543,-0.014364795
2006-06-21,.N225,0.00016577,0.000165058,0.000165731,0.000165058,0.01658%,0.000134948,0.000129042,100100,160046,-0.004673491,8.18E-05,0.000124422,8.18E-05,14644.26,0.000165731,8.08E-05,14712.86,542,-0.000283347
2006-06-22,.N225,0.000103608,7.75E-05,8.36E-05,7.75E-05,0.01036%,0.000130657,0.000105905,100100,160045,0.021606391,1.56E-05,0.000101623,1.56E-05,15135.69,8.36E-05,1.06E-05,14812.17,542,0.033007081
2006-06-23,.N225,0.00010398,0.00011313,0.000136843,0.00011313,0.01040%,0.000130027,0.00010528,100100,160040,0.008117337,4.35E-05,0.000102095,4.35E-05,15124.04,0.000136843,6.36E-05,15001.77,543,-0.00077
2006-06-26,.N225,9.35E-05,8.96E-05,8.47E-05,8.96E-05,0.00935%,8.84E-05,9.00E-05,100059,160046,0.004774321,3.52E-05,8.48E-05,3.52E-05,15152.4,8.47E-05,2.96E-05,15080.23,542,0.001873404
2006-06-27,.N225,6.70E-05,6.75E-05,8.42E-05,6.75E-05,0.00670%,3.37E-05,6.43E-05,100100,160038,0.000407417,3.24E-05,6.22E-05,3.24E-05,15171.81,8.42E-05,3.40E-05,15165.63,542,0.001280165
2006-06-28,.N225,7.23E-05,5.55E-05,5.86E-05,5.55E-05,0.00723%,7.16E-05,7.89E-05,100100,160048,-0.007488962,5.34E-05,7.51E-05,5.34E-05,14886.11,5.86E-05,3.10E-05,14998.01,542,-0.019010537
2006-06-29,.N225,4.07E-05,3.57E-05,3.37E-05,3.57E-05,0.00407%,3.65E-05,3.83E-05,100100,160100,0.00926497,1.84E-05,3.61E-05,1.84E-05,15121.15,3.37E-05,9.31E-06,14981.7,541,0.015665863
2006-06-30,.N225,0.000180066,8.97E-05,0.000193857,8.97E-05,0.01801%,9.09E-05,0.000134234,100100,160045,0.011160271,2.76E-05,0.000130229,2.76E-05,15505.18,0.000193857,2.36E-05,15333.1,542,0.025079736
2006-07-03,.N225,4.50E-05,4.99E-05,5.01E-05,4.99E-05,0.00450%,1.04E-05,4.28E-05,100059,160046,-0.000111093,2.56E-05,3.79E-05,2.56E-05,15571.62,5.01E-05,2.64E-05,15573.35,542,0.004275865
2006-07-04,.N225,3.50E-05,3.28E-05,2.38E-05,3.28E-05,0.00350%,1.10E-05,3.63E-05,100100,160041,-0.002461399,2.16E-05,3.42E-05,2.16E-05,15638.5,2.38E-05,7.90E-06,15677.04,543,0.004285796
2006-07-05,.N225,3.69E-05,2.97E-05,4.39E-05,2.97E-05,0.00369%,2.72E-05,3.88E-05,100100,160046,0.001274329,1.88E-05,3.80E-05,1.88E-05,15523.94,4.39E-05,6.75E-06,15504.17,542,-0.007352474
2006-07-06,.N225,5.97E-05,6.05E-05,4.98E-05,6.05E-05,0.00597%,6.41E-05,7.47E-05,100100,160039,-0.008693678,3.60E-05,7.24E-05,3.60E-05,15321.4,4.98E-05,2.69E-05,15455.18,542,-0.013132805
2006-07-07,.N225,5.76E-05,6.52E-05,5.96E-05,6.52E-05,0.00576%,4.62E-05,5.36E-05,100100,160046,-0.007854691,3.65E-05,5.12E-05,3.65E-05,15307.61,5.96E-05,1.45E-05,15428.32,542,-0.000900454
2006-07-10,.N225,0.000151997,0.000166371,9.87E-05,0.000166371,0.01520%,0.000258577,0.000141936,100059,160042,0.026246738,3.16E-05,0.000133835,3.16E-05,15552.81,9.87E-05,4.59E-05,15149.91,542,0.015891239
2006-07-11,.N225,9.41E-05,8.26E-05,9.37E-05,8.26E-05,0.00941%,7.91E-05,8.43E-05,100100,160039,-0.00073904,4.84E-05,7.45E-05,4.84E-05,15473.82,9.37E-05,3.02E-05,15485.26,542,-0.005091766
2006-07-12,.N225,0.000105622,8.95E-05,0.000141464,8.95E-05,0.01056%,0.000118007,0.000108415,100100,160041,-0.010184484,6.12E-05,0.000100219,6.12E-05,15249.32,0.000141464,3.68E-05,15405.42,542,-0.014614652
2006-07-13,.N225,0.000204981,0.000192493,0.000205692,0.000192493,0.02050%,0.000276605,0.000180187,100100,160039,-0.001971172,9.73E-05,0.000166551,9.73E-05,15097.95,0.000205692,8.30E-05,15127.74,543,-0.009975939
2006-07-14,.N225,0.000261239,0.000227118,0.000202728,0.000227118,0.02612%,7.57E-05,0.000251639,100100,160049,-0.004621764,0.000135516,0.000252922,0.000135516,14845.24,0.000202728,0.000110487,14914.01,542,-0.016879698
2006-07-18,.N225,0.000238283,0.000232764,0.000150937,0.000232764,0.02383%,0.000245974,0.000216008,100058,160046,-0.019000675,0.000153731,0.000203272,0.000153731,14437.24,0.000150937,9.76E-05,14714.18,542,-0.027868296
2006-07-19,.N225,0.000136982,0.000123673,0.0001701,0.000123673,0.01370%,7.53E-05,0.000121118,100100,160043,-0.000246172,6.71E-05,0.000112921,6.71E-05,14500.26,0.0001701,4.30E-05,14503.83,542,0.004355601
2006-07-20,.N225,0.000109078,5.88E-05,0.000113342,5.88E-05,0.01091%,8.59E-05,0.000109827,100100,160046,0.015730389,2.87E-05,0.000112205,2.87E-05,14946.84,0.000113342,1.88E-05,14713.56,542,0.030333326
2006-07-21,.N225,8.21E-05,7.75E-05,6.03E-05,7.75E-05,0.00821%,7.83E-06,5.29E-05,100100,160050,-0.000263101,4.20E-05,5.34E-05,4.20E-05,14821.26,6.03E-05,2.38E-05,14825.16,542,-0.00843727
2006-07-24,.N225,9.84E-05,0.00010998,0.000113336,0.00010998,0.00984%,0.000141521,0.000112146,100059,160046,0.006368541,3.83E-05,0.00010308,3.83E-05,14794.5,0.000113336,7.72E-05,14700.58,542,-0.001807146
2006-07-25,.N225,5.51E-05,4.54E-05,4.40E-05,4.54E-05,0.00551%,2.77E-05,6.22E-05,100100,160037,0.002311196,2.80E-05,6.09E-05,2.80E-05,15005.24,4.40E-05,1.61E-05,14970.6,542,0.014143983
2006-07-26,.N225,6.96E-05,5.27E-05,6.71E-05,5.27E-05,0.00696%,6.28E-05,6.43E-05,100100,160048,-0.012120494,4.94E-05,5.79E-05,4.94E-05,14884.07,6.71E-05,2.11E-05,15065.57,542,-0.00810796
2006-07-27,.N225,0.000110101,8.72E-05,0.000130691,8.72E-05,0.01101%,0.000212045,0.000118651,100100,160048,0.019711062,3.08E-05,0.000114185,3.08E-05,15179.78,0.000130691,1.47E-05,14883.5,542,0.019672766
2006-07-28,.N225,7.90E-05,7.54E-05,7.31E-05,7.54E-05,0.00790%,7.54E-05,7.87E-05,100100,160041,0.008208732,3.17E-05,6.67E-05,3.17E-05,15342.87,7.31E-05,3.15E-05,15217.44,542,0.010686592
2006-07-31,.N225,5.15E-05,4.90E-05,4.06E-05,4.90E-05,0.00515%,3.87E-05,5.10E-05,100059,160048,-0.000360941,2.24E-05,4.83E-05,2.24E-05,15456.81,4.06E-05,2.19E-05,15462.39,542,0.007398812
2006-08-01,.N225,7.43E-05,6.37E-05,8.70E-05,6.37E-05,0.00743%,7.63E-05,7.18E-05,100100,160046,0.003463689,4.02E-05,6.60E-05,4.02E-05,15440.91,8.70E-05,1.19E-05,15387.52,544,-0.001029202
2006-08-02,.N225,5.10E-05,4.58E-05,5.35E-05,4.58E-05,0.00510%,5.22E-05,5.36E-05,100100,160047,0.007969965,1.97E-05,5.17E-05,1.97E-05,15464.29,5.35E-05,1.93E-05,15341.53,542,0.001513014
2006-08-03,.N225,4.43E-05,3.73E-05,4.03E-05,3.73E-05,0.00443%,3.09E-05,4.42E-05,100100,160048,-0.003671251,2.48E-05,4.28E-05,2.48E-05,15470.37,4.03E-05,1.58E-05,15527.27,542,0.000393087
2006-08-04,.N225,3.52E-05,3.41E-05,2.77E-05,3.41E-05,0.00352%,2.40E-05,3.21E-05,100100,160042,-0.000218052,1.79E-05,3.11E-05,1.79E-05,15499.18,2.77E-05,1.25E-05,15502.56,543,0.001860538
2006-08-07,.N225,9.06E-05,8.74E-05,7.36E-05,8.74E-05,0.00906%,0.000132344,8.98E-05,100059,160038,-0.022214703,7.56E-05,8.35E-05,7.56E-05,15154.06,7.36E-05,1.90E-05,15494.47,542,-0.022518636
2006-08-08,.N225,8.96E-05,9.51E-05,9.88E-05,9.51E-05,0.00896%,0.000119109,8.95E-05,100100,160038,0.015002049,2.80E-05,8.17E-05,2.80E-05,15464.66,9.88E-05,1.52E-05,15234.39,543,0.020288938
2006-08-09,.N225,0.000132894,0.000114692,0.000152275,0.000114692,0.01329%,0.000375056,0.000140261,100100,160047,0.015419821,3.51E-05,0.000134944,3.51E-05,15656.59,0.000152275,3.67E-05,15417.02,543,0.012334494
2006-08-10,.N225,8.09E-05,6.47E-05,9.86E-05,6.47E-05,0.00809%,6.05E-05,9.73E-05,100100,160044,0.002935676,5.25E-05,9.47E-05,5.25E-05,15630.91,9.86E-05,2.44E-05,15585.09,542,-0.001641551
2006-08-11,.N225,5.14E-05,4.47E-05,4.81E-05,4.47E-05,0.00514%,2.17E-05,5.21E-05,100100,160049,-0.003669451,2.57E-05,4.81E-05,2.57E-05,15565.02,4.81E-05,1.44E-05,15622.24,542,-0.004224275
2006-08-14,.N225,8.57E-05,7.36E-05,7.95E-05,7.36E-05,0.00857%,0.000166917,6.63E-05,100059,142459,0.015306385,1.05E-05,5.67E-05,1.05E-05,15790.82,7.95E-05,2.95E-06,15550.96,350,0.01440267
2006-08-15,.N225,2.89E-05,1.75E-05,2.47E-05,1.75E-05,0.00289%,2.80E-05,4.01E-05,100102,160045,-0.000979529,1.72E-05,3.87E-05,1.72E-05,15816.19,2.47E-05,4.98E-06,15831.69,543,0.00160534
2006-08-16,.N225,3.94E-05,3.72E-05,3.77E-05,3.72E-05,0.00394%,1.64E-05,3.83E-05,100100,160046,0.006289274,1.04E-05,3.72E-05,1.04E-05,16071.36,3.77E-05,1.43E-05,15970.6,542,0.016004707
2006-08-17,.N225,4.04E-05,3.72E-05,4.48E-05,3.72E-05,0.00404%,6.27E-05,3.90E-05,100101,160040,-0.007568888,2.80E-05,3.51E-05,2.80E-05,16020.84,4.48E-05,8.89E-06,16142.56,542,-0.003148431
2006-08-18,.N225,4.73E-05,4.81E-05,5.45E-05,4.81E-05,0.00473%,3.42E-05,4.63E-05,100100,160044,0.003321047,1.98E-05,4.28E-05,1.98E-05,16105.98,5.45E-05,1.72E-05,16052.58,542,0.005300257
2006-08-21,.N225,5.95E-05,5.76E-05,4.06E-05,5.76E-05,0.00595%,4.75E-05,5.80E-05,100059,160046,-0.008446888,3.47E-05,5.49E-05,3.47E-05,15969.04,4.06E-05,1.03E-05,16104.5,542,-0.008538784
2006-08-22,.N225,6.93E-05,5.47E-05,7.46E-05,5.47E-05,0.00693%,9.01E-05,6.18E-05,100101,160051,0.011572672,1.36E-05,5.08E-05,1.36E-05,16181.17,7.46E-05,1.08E-05,15994.99,543,0.013196373
2006-08-23,.N225,4.88E-05,5.08E-05,4.48E-05,5.08E-05,0.00488%,3.53E-05,4.30E-05,100100,160044,7.49E-05,2.20E-05,3.76E-05,2.20E-05,16163.03,4.48E-05,1.21E-05,16161.82,542,-0.001121685
2006-08-24,.N225,7.05E-05,6.99E-05,7.11E-05,6.99E-05,0.00705%,5.26E-05,6.42E-05,100100,160047,-0.007982779,4.63E-05,5.82E-05,4.63E-05,15960.62,7.11E-05,2.39E-05,16088.54,542,-0.012602097
2006-08-25,.N225,8.05E-05,7.51E-05,0.000117605,7.51E-05,0.00805%,0.00020523,7.96E-05,100100,160048,-0.001072288,3.37E-05,7.67E-05,3.37E-05,15938.66,0.000117605,2.22E-05,15955.76,542,-0.001376834
2006-08-28,.N225,0.000107842,0.00010517,0.000137981,0.00010517,0.01078%,6.84E-05,0.000112915,100100,160046,-0.012012503,8.20E-05,0.000104338,8.20E-05,15762.59,0.000137981,1.33E-05,15953.08,542,-0.011108194
2006-08-29,.N225,5.78E-05,3.87E-05,5.59E-05,3.87E-05,0.00578%,3.13E-05,5.08E-05,100100,160046,0.000543867,3.09E-05,4.44E-05,3.09E-05,15890.56,5.59E-05,7.42E-06,15881.92,543,0.008085811
2006-08-30,.N225,5.67E-05,4.41E-05,5.69E-05,4.41E-05,0.00567%,4.75E-05,5.40E-05,100100,160036,-0.003640036,3.11E-05,5.16E-05,3.11E-05,15872.02,5.69E-05,2.43E-05,15929.9,542,-0.001167412
2006-08-31,.N225,9.66E-05,0.00010398,0.000121671,0.00010398,0.00966%,0.000182775,9.69E-05,100100,160046,0.015997034,2.07E-05,8.36E-05,2.07E-05,16140.76,0.000121671,3.16E-05,15884.61,542,0.016789939
2006-09-01,.N225,4.71E-05,3.51E-05,4.48E-05,3.51E-05,0.00471%,3.84E-05,5.57E-05,100100,160038,0.003815317,2.18E-05,5.36E-05,2.18E-05,16134.25,4.48E-05,1.11E-05,16072.81,542,-0.000403408
2006-09-04,.N225,3.88E-05,3.10E-05,2.59E-05,3.10E-05,0.00388%,1.83E-05,2.71E-05,100100,160047,0.004772937,1.08E-05,2.70E-05,1.08E-05,16358.07,2.59E-05,1.23E-05,16280.18,542,0.013777012
2006-09-05,.N225,4.24E-05,3.31E-05,5.82E-05,3.31E-05,0.00424%,2.55E-05,3.95E-05,100101,160047,0.001751201,2.32E-05,3.64E-05,2.32E-05,16385.96,5.82E-05,1.17E-05,16357.29,542,0.001703517
2006-09-06,.N225,4.01E-05,4.35E-05,5.81E-05,4.35E-05,0.00401%,3.85E-05,3.75E-05,100100,160045,-0.004055853,2.23E-05,3.52E-05,2.23E-05,16284.09,5.81E-05,1.48E-05,16350.27,544,-0.006236313
2006-09-07,.N225,6.56E-05,5.97E-05,7.59E-05,5.97E-05,0.00656%,5.83E-05,6.02E-05,100100,160043,-0.008056807,3.93E-05,5.49E-05,3.93E-05,16012.41,7.59E-05,2.23E-05,16141.94,542,-0.016824511
2006-09-08,.N225,9.17E-05,7.13E-05,9.80E-05,7.13E-05,0.00917%,0.000173719,0.000114396,100100,160040,0.010784629,2.50E-05,0.000109114,2.50E-05,16080.46,9.80E-05,2.47E-05,15907.97,544,0.004240824
2006-09-11,.N225,9.73E-05,9.05E-05,7.01E-05,9.05E-05,0.00973%,7.78E-05,0.00010374,100059,160039,-0.016249666,7.37E-05,9.61E-05,7.37E-05,15794.38,7.01E-05,2.85E-05,16053.13,542,-0.01795069
2006-09-12,.N225,0.000135506,0.000131923,0.000156647,0.000131923,0.01355%,0.000164508,0.000130871,100101,160039,-0.007886455,8.30E-05,0.000125534,8.30E-05,15719.34,0.000156647,3.55E-05,15843.8,542,-0.004762379
2006-09-13,.N225,8.09E-05,6.16E-05,7.26E-05,6.16E-05,0.00809%,5.61E-05,7.81E-05,100100,160047,-0.008814974,4.64E-05,7.61E-05,4.64E-05,15750.05,7.26E-05,1.81E-05,15889.5,542,0.001951738
2006-09-14,.N225,8.26E-05,6.88E-05,8.35E-05,6.88E-05,0.00826%,6.10E-05,7.56E-05,100101,160048,0.006966077,1.91E-05,6.85E-05,1.91E-05,15942.39,8.35E-05,1.71E-05,15831.72,542,0.01213806
2006-09-15,.N225,5.56E-05,5.82E-05,4.79E-05,5.82E-05,0.00556%,3.76E-05,6.12E-05,100100,160048,-0.000337752,2.79E-05,5.80E-05,2.79E-05,15866.93,4.79E-05,1.86E-05,15872.29,542,-0.00474453
2006-09-19,.N225,7.93E-05,5.86E-05,7.62E-05,5.86E-05,0.00793%,9.00E-05,7.91E-05,100058,160044,-0.00466271,4.93E-05,7.68E-05,4.93E-05,15874.28,7.62E-05,2.06E-05,15948.47,542,0.00046312
2006-09-20,.N225,9.52E-05,7.49E-05,7.62E-05,7.49E-05,0.00952%,3.33E-05,9.86E-05,100100,160019,-0.002497091,5.22E-05,8.99E-05,5.22E-05,15718.67,7.62E-05,3.87E-05,15757.97,542,-0.009851012
2006-09-21,.N225,7.17E-05,7.27E-05,8.38E-05,7.27E-05,0.00717%,5.44E-05,7.53E-05,100101,160044,0.000892137,3.59E-05,7.32E-05,3.59E-05,15834.23,8.38E-05,3.40E-05,15820.11,543,0.007324875
2006-09-22,.N225,7.99E-05,9.31E-05,9.13E-05,9.31E-05,0.00799%,2.32E-05,7.58E-05,100101,160041,-0.004606039,4.55E-05,7.36E-05,4.55E-05,15634.67,9.13E-05,2.88E-05,15706.85,542,-0.012683168
2006-09-25,.N225,8.47E-05,7.73E-05,9.82E-05,7.73E-05,0.00847%,5.95E-05,7.84E-05,100059,160041,0.005339226,2.99E-05,7.53E-05,2.99E-05,15633.81,9.82E-05,2.65E-05,15550.56,542,-5.50075E-05
2006-09-26,.N225,6.20E-05,6.24E-05,5.42E-05,6.24E-05,0.00620%,3.16E-05,5.76E-05,100100,160043,-0.002377382,2.89E-05,5.67E-05,2.89E-05,15557.45,5.42E-05,2.37E-05,15594.48,542,-0.004896253
2006-09-27,.N225,7.03E-05,5.55E-05,7.16E-05,5.55E-05,0.00703%,7.55E-05,6.29E-05,100100,160044,0.016111799,1.65E-05,6.05E-05,1.65E-05,15947.87,7.16E-05,1.87E-05,15692.98,542,0.024785654
2006-09-28,.N225,4.73E-05,4.03E-05,4.06E-05,4.03E-05,0.00473%,3.73E-05,4.29E-05,100100,160039,0.00340426,1.90E-05,4.07E-05,1.90E-05,16024.85,4.06E-05,1.52E-05,15970.39,542,0.004815364
2006-09-29,.N225,3.88E-05,2.92E-05,3.28E-05,2.92E-05,0.00388%,2.94E-05,4.01E-05,100100,160048,0.001892961,1.76E-05,3.82E-05,1.76E-05,16127.58,3.28E-05,9.75E-06,16097.08,542,0.006390207
2006-10-02,.N225,5.88E-05,5.24E-05,5.42E-05,5.24E-05,0.00588%,3.43E-05,5.43E-05,100059,160022,0.005261045,2.35E-05,5.16E-05,2.35E-05,16254.29,5.42E-05,2.11E-05,16169,542,0.007826024
2006-10-03,.N225,3.51E-05,3.26E-05,1.92E-05,3.26E-05,0.00351%,1.82E-05,3.20E-05,100100,160043,0.002684289,1.32E-05,3.00E-05,1.32E-05,16242.09,1.92E-05,1.35E-05,16198.55,542,-0.000750853
2006-10-04,.N225,7.88E-05,6.48E-05,8.78E-05,6.48E-05,0.00788%,0.000127609,7.27E-05,100100,160046,-0.012750289,5.44E-05,6.62E-05,5.44E-05,16082.55,8.78E-05,9.04E-06,16288.92,542,-0.009871188
2006-10-05,.N225,6.37E-05,3.93E-05,5.08E-05,3.93E-05,0.00637%,4.27E-05,6.88E-05,100100,160041,0.009623447,1.79E-05,6.39E-05,1.79E-05,16449.33,5.08E-05,1.68E-05,16291.79,542,0.022549914
2006-10-06,.N225,3.25E-05,3.20E-05,2.67E-05,3.20E-05,0.00325%,1.98E-05,3.10E-05,100100,160040,-0.000526143,1.69E-05,2.74E-05,1.69E-05,16436.06,2.67E-05,1.33E-05,16444.71,542,-0.000807045
2006-10-10,.N225,0.000125271,0.000103738,0.000163812,0.000103738,0.01253%,0.000173371,0.000122859,100100,160037,0.009253564,4.68E-05,0.000107723,4.68E-05,16477.25,0.000163812,1.86E-05,16325.48,543,0.00250294
2006-10-11,.N225,8.16E-05,8.68E-05,8.17E-05,8.68E-05,0.00816%,5.26E-05,8.84E-05,100100,160020,-0.005878822,4.11E-05,8.44E-05,4.11E-05,16400.57,8.17E-05,3.90E-05,16497.27,541,-0.004664551
2006-10-12,.N225,5.95E-05,5.01E-05,6.86E-05,5.01E-05,0.00595%,4.57E-05,6.98E-05,100100,160040,-0.001072197,2.68E-05,6.56E-05,2.68E-05,16368.81,6.86E-05,6.69E-06,16386.37,542,-0.001938396
2006-10-13,.N225,4.53E-05,3.01E-05,3.22E-05,3.01E-05,0.00453%,2.11E-05,5.42E-05,100100,160019,0.002546092,1.71E-05,5.21E-05,1.71E-05,16536.54,3.22E-05,1.00E-05,16494.49,543,0.010194783
2006-10-16,.N225,2.12E-05,1.33E-05,1.64E-05,1.33E-05,0.00212%,8.56E-06,2.10E-05,100100,160043,0.001771197,1.01E-05,2.02E-05,1.01E-05,16692.76,1.64E-05,2.93E-06,16663.22,542,0.009402615
2006-10-17,.N225,4.07E-05,2.23E-05,4.20E-05,2.23E-05,0.00407%,2.40E-05,4.78E-05,100100,160046,-0.005599051,2.68E-05,4.48E-05,2.68E-05,16611.59,4.20E-05,3.42E-06,16704.86,542,-0.004874448
2006-10-18,.N225,3.43E-05,2.79E-05,3.86E-05,2.79E-05,0.00343%,5.83E-05,4.13E-05,100100,160045,0.00802406,9.09E-06,4.03E-05,9.09E-06,16653,3.86E-05,1.01E-05,16519.91,542,0.002489736
2006-10-19,.N225,4.79E-05,3.94E-05,3.47E-05,3.94E-05,0.00479%,2.52E-05,4.76E-05,100100,160044,-0.007337965,2.77E-05,4.47E-05,2.77E-05,16551.36,3.47E-05,8.37E-06,16673.26,542,-0.006122107
2006-10-20,.N225,3.22E-05,3.55E-05,4.62E-05,3.55E-05,0.00322%,1.57E-05,2.66E-05,100100,160041,0.0057541,1.18E-05,2.28E-05,1.18E-05,16651.63,4.62E-05,1.04E-05,16556.09,542,0.006039836
2006-10-23,.N225,4.09E-05,3.61E-05,3.52E-05,3.61E-05,0.00409%,4.94E-05,4.27E-05,100100,160039,0.00882443,1.20E-05,4.17E-05,1.20E-05,16788.82,3.52E-05,6.30E-06,16641.32,543,0.008205079
2006-10-24,.N225,4.03E-05,3.47E-05,3.67E-05,3.47E-05,0.00403%,2.19E-05,3.13E-05,100100,160048,-0.004356287,2.13E-05,2.92E-05,2.13E-05,16780.47,3.67E-05,6.20E-06,16853.73,542,-0.000497479
2006-10-25,.N225,3.31E-05,3.06E-05,2.79E-05,3.06E-05,0.00331%,2.55E-05,2.90E-05,100100,160046,-0.008259557,2.40E-05,2.79E-05,2.40E-05,16699.3,2.79E-05,9.04E-06,16837.8,544,-0.004848908
2006-10-26,.N225,2.95E-05,2.67E-05,2.82E-05,2.67E-05,0.00295%,1.41E-05,2.91E-05,100100,160045,0.001023031,1.56E-05,2.78E-05,1.56E-05,16811.6,2.82E-05,8.43E-06,16794.41,542,0.006702322
2006-10-27,.N225,6.47E-05,5.77E-05,7.12E-05,5.77E-05,0.00647%,6.74E-05,7.15E-05,100100,160046,-0.01253489,4.76E-05,6.83E-05,4.76E-05,16669.07,7.12E-05,1.34E-05,16879.33,542,-0.008514218
2006-10-30,.N225,4.15E-05,3.54E-05,3.86E-05,3.54E-05,0.00415%,4.42E-05,4.92E-05,90100,150052,-0.01171268,3.09E-05,4.63E-05,3.09E-05,16351.85,3.86E-05,9.89E-06,16544.5,543,-0.019213866
2006-10-31,.N225,6.46E-05,3.76E-05,6.62E-05,3.76E-05,0.00646%,7.52E-05,6.35E-05,90100,150048,0.000606304,2.46E-05,5.80E-05,2.46E-05,16399.39,6.62E-05,1.42E-05,16389.45,542,0.002903098
2006-11-01,.N225,8.66E-05,5.75E-05,8.68E-05,5.75E-05,0.00866%,4.77E-05,7.84E-05,90100,150048,0.002233908,4.33E-05,7.61E-05,4.33E-05,16375.26,8.68E-05,2.24E-05,16338.72,542,-0.00147248
