FECHA,Symbol,rv5_ss,bv,rv10,bv_ss,rv5,rk_parzen,rk_th2,open_time,close_time,open_to_close,rsv_ss,rk_twoscale,rsv,close_price,rv10_ss,medrv,open_price,nobs,Retornos
2000-03-06,.N225,9.04E-05,6.49E-05,0.000101391,6.49E-05,0.00904%,8.43E-05,9.43E-05,90901,150459,-0.01744911,6.67E-05,9.91E-05,6.67E-05,19796.35,0.000101391,2.66E-05,20144.81,271,-0.006373752
2000-03-07,.N225,9.40E-05,8.05E-05,9.54E-05,8.05E-05,0.00940%,5.93E-05,8.02E-05,90101,150101,0.005163256,3.68E-05,7.77E-05,3.68E-05,19905.05,9.54E-05,4.14E-05,19802.54,275,0.005475891
2000-03-08,.N225,9.47E-05,9.15E-05,0.000136215,9.15E-05,0.00947%,4.18E-05,7.82E-05,90101,150100,-0.004056287,6.20E-05,7.79E-05,6.20E-05,19775.99,0.000136215,2.54E-05,19856.37,275,-0.006504893
2000-03-09,.N225,9.98E-05,7.19E-05,8.50E-05,7.19E-05,0.00998%,6.96E-05,7.36E-05,90101,150000,-0.006955173,6.37E-05,7.35E-05,6.37E-05,19614.82,8.50E-05,1.92E-05,19751.72,274,-0.008183173
2000-03-10,.N225,9.77E-05,0.000104031,0.000106877,0.000104031,0.00977%,0.000123646,9.54E-05,90102,150059,-0.00144519,4.25E-05,9.27E-05,4.25E-05,19706.34,0.000106877,4.73E-05,19734.84,275,0.004655008
2000-03-13,.N225,0.000152712,0.000159065,0.000159321,0.000159065,0.01527%,0.000278015,0.000165067,91101,150401,-0.027961935,0.000104504,0.000156019,0.000104504,19189.93,0.000159321,9.52E-05,19734.09,268,-0.026554749
2000-03-14,.N225,0.000259797,0.000203622,0.000294374,0.000203622,0.02598%,0.000183177,0.000260342,90103,150101,-0.003577527,0.000130959,0.000241426,0.000130959,19071.22,0.000294374,6.29E-05,19139.57,275,-0.00620527
2000-03-15,.N225,0.00019157,0.000153889,0.000237351,0.000153889,0.01916%,0.000203456,0.000180995,90102,150100,-0.001532026,0.000122984,0.000182767,0.000122984,19090.79,0.000237351,3.51E-05,19120.06,275,0.001025627
2000-03-16,.N225,0.000149828,0.000170529,0.000162806,0.000170529,0.01498%,0.000207787,0.000144512,90101,150000,0.011209155,7.37E-05,0.000136345,7.37E-05,19310.88,0.000162806,7.43E-05,19095.63,274,0.011462648
2000-03-17,.N225,6.46E-05,5.07E-05,8.48E-05,5.07E-05,0.00646%,5.95E-05,7.60E-05,90101,150100,0.012227632,1.28E-05,7.62E-05,1.28E-05,19573.48,8.48E-05,6.16E-06,19335.6,275,0.013506921
2000-03-21,.N225,6.19E-05,4.64E-05,7.56E-05,4.64E-05,0.00619%,4.83E-05,6.29E-05,90101,150101,-0.000990871,3.02E-05,6.29E-05,3.02E-05,19579.12,7.56E-05,8.48E-06,19598.53,275,0.000288103
2000-03-22,.N225,6.69E-05,6.69E-05,5.74E-05,6.69E-05,0.00669%,9.92E-06,4.69E-05,90102,150101,0.005050392,2.53E-05,4.71E-05,2.53E-05,19711.53,5.74E-05,4.21E-05,19612.23,275,0.006740051
2000-03-23,.N225,6.51E-05,6.31E-05,6.17E-05,6.31E-05,0.00651%,6.78E-05,5.76E-05,90101,150101,-0.001341185,3.34E-05,5.80E-05,3.34E-05,19723.04,6.17E-05,2.26E-05,19749.51,275,0.000583752
