VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
643.42,COP,1991-02-12,2/12/1991
639.22,COP,1991-03-12,3/12/1991
635.7,COP,1991-04-12,4/12/1991
631.51,COP,1991-05-12,5/12/1991
627.16,COP,1991-06-12,6/12/1991
638.06,COP,1991-07-12,9/12/1991
622.92,COP,1991-10-12,10/12/1991
627.46,COP,1991-11-12,11/12/1991
633.09,COP,1991-12-12,12/12/1991
632.35,COP,1991-12-13,13/12/1991
630.91,COP,1991-12-14,16/12/1991
626.23,COP,1991-12-17,17/12/1991
626.52,COP,1991-12-18,18/12/1991
633.35,COP,1991-12-19,19/12/1991
621.71,COP,1991-12-20,20/12/1991
620.62,COP,1991-12-21,23/12/1991
622.95,COP,1991-12-24,24/12/1991
622.95,COP,1991-12-25,26/12/1991
631.63,COP,1991-12-27,27/12/1991
632.37,COP,1991-12-28,30/12/1991
632.37,COP,1991-12-31,31/12/1991
632.37,COP,1992-01-01,1/1/1992
640.52,COP,1992-01-02,3/2/1992
641.98,COP,1992-01-04,1/4/1992
653.58,COP,1992-01-05,4/5/1992
695.36,COP,1992-01-07,1/7/1992
702.52,COP,1992-01-08,3/8/1992
691.9,COP,1992-01-09,1/9/1992
699.7,COP,1992-01-10,1/10/1992
729.42,COP,1992-01-12,1/12/1992
659.74,COP,1992-01-14,14/01/1992
657.49,COP,1992-01-15,15/01/1992
653.45,COP,1992-01-16,16/01/1992
652.91,COP,1992-01-17,17/01/1992
645.35,COP,1992-01-18,20/01/1992
645.97,COP,1992-01-21,21/01/1992
647.04,COP,1992-01-22,22/01/1992
647.01,COP,1992-01-23,23/01/1992
647.01,COP,1992-01-24,24/01/1992
644.83,COP,1992-01-25,27/01/1992
645.53,COP,1992-01-28,28/01/1992
645.2,COP,1992-01-29,29/01/1992
644.04,COP,1992-01-30,30/01/1992
644.27,COP,1992-01-31,31/01/1992
638.61,COP,1992-02-01,2/1/1992
645.14,COP,1992-02-04,2/4/1992
694.43,COP,1992-02-07,2/7/1992
692.89,COP,1992-02-09,2/9/1992
703.08,COP,1992-02-10,2/10/1992
725.75,COP,1992-02-12,2/12/1992
634.67,COP,1992-02-13,13/02/1992
635.6,COP,1992-02-14,14/02/1992
634.74,COP,1992-02-15,17/02/1992
635.66,COP,1992-02-18,18/02/1992
635.21,COP,1992-02-19,19/02/1992
634.93,COP,1992-02-20,20/02/1992
633.31,COP,1992-02-21,21/02/1992
633.03,COP,1992-02-22,24/02/1992
633.55,COP,1992-02-25,25/02/1992
633.74,COP,1992-02-26,26/02/1992
634.06,COP,1992-02-27,27/02/1992
633.91,COP,1992-02-28,28/02/1992
636.54,COP,1992-02-29,2/3/1992
632.58,COP,1992-03-01,3/1/1992
640.95,COP,1992-03-03,3/3/1992
644.77,COP,1992-03-04,3/4/1992
666.11,COP,1992-03-06,3/6/1992
693.71,COP,1992-03-07,3/7/1992
693.02,COP,1992-03-09,3/9/1992
710.22,COP,1992-03-10,5/10/1992
729.74,COP,1992-03-12,3/12/1992
641.29,COP,1992-03-13,13/03/1992
642,COP,1992-03-14,16/03/1992
644.13,COP,1992-03-17,17/03/1992
643.83,COP,1992-03-18,18/03/1992
642.59,COP,1992-03-19,19/03/1992
641.53,COP,1992-03-20,20/03/1992
640.37,COP,1992-03-21,24/03/1992
642,COP,1992-03-25,25/03/1992
641.81,COP,1992-03-26,26/03/1992
641.22,COP,1992-03-27,27/03/1992
647.24,COP,1992-03-28,30/03/1992
641.59,COP,1992-03-31,31/03/1992
638.07,COP,1992-04-01,7/1/1992
640.52,COP,1992-04-02,4/2/1992
636.05,COP,1992-04-03,4/3/1992
643.11,COP,1992-04-04,6/4/1992
664.3,COP,1992-04-06,4/6/1992
693.4,COP,1992-04-07,6/7/1992
701.82,COP,1992-04-08,4/8/1992
695.62,COP,1992-04-09,4/9/1992
718.98,COP,1992-04-11,4/11/1992
738.19,COP,1992-04-12,4/12/1992
649.48,COP,1992-04-14,14/04/1992
655.66,COP,1992-04-15,15/04/1992
657.97,COP,1992-04-16,20/04/1992
655.32,COP,1992-04-21,21/04/1992
652.57,COP,1992-04-22,22/04/1992
651.48,COP,1992-04-23,23/04/1992
650.24,COP,1992-04-24,24/04/1992
651.36,COP,1992-04-25,27/04/1992
650.31,COP,1992-04-28,28/04/1992
651.95,COP,1992-04-29,29/04/1992
653.83,COP,1992-04-30,30/04/1992
638.01,COP,1992-05-02,5/2/1992
635.86,COP,1992-05-03,5/3/1992
653.1,COP,1992-05-05,5/5/1992
666.47,COP,1992-05-06,5/6/1992
698.84,COP,1992-05-08,5/8/1992
696.77,COP,1992-05-09,7/9/1992
719.21,COP,1992-05-11,5/11/1992
736.29,COP,1992-05-12,7/12/1992
660.57,COP,1992-05-13,13/05/1992
660.88,COP,1992-05-14,14/05/1992
663.43,COP,1992-05-15,15/05/1992
663.58,COP,1992-05-16,18/05/1992
663.75,COP,1992-05-19,19/05/1992
664.5,COP,1992-05-20,20/05/1992
663.1,COP,1992-05-21,21/05/1992
662.6,COP,1992-05-22,22/05/1992
662.11,COP,1992-05-23,25/05/1992
662.15,COP,1992-05-26,26/05/1992
660.46,COP,1992-05-27,27/05/1992
660.16,COP,1992-05-28,28/05/1992
660.99,COP,1992-05-29,29/05/1992
664.37,COP,1992-05-30,2/6/1992
637.65,COP,1992-06-02,6/2/1992
636.73,COP,1992-06-03,6/3/1992
653.7,COP,1992-06-05,6/5/1992
664.36,COP,1992-06-06,8/6/1992
695.32,COP,1992-06-08,6/8/1992
704.52,COP,1992-06-10,6/10/1992
720.96,COP,1992-06-11,6/11/1992
669.55,COP,1992-06-13,15/06/1992
671.36,COP,1992-06-16,16/06/1992
675.76,COP,1992-06-17,17/06/1992
680.17,COP,1992-06-18,18/06/1992
678.25,COP,1992-06-19,19/06/1992
683.37,COP,1992-06-20,23/06/1992
690.08,COP,1992-06-24,24/06/1992
699.09,COP,1992-06-25,25/06/1992
701.83,COP,1992-06-26,26/06/1992
697.57,COP,1992-06-27,30/06/1992
636.9,COP,1992-07-02,7/2/1992
636.22,COP,1992-07-03,9/3/1992
645.73,COP,1992-07-04,7/4/1992
654.74,COP,1992-07-05,7/5/1992
696.12,COP,1992-07-07,7/7/1992
694.25,COP,1992-07-08,10/8/1992
703.66,COP,1992-07-10,7/10/1992
722.57,COP,1992-07-11,9/11/1992
720.47,COP,1992-07-14,14/07/1992
719.15,COP,1992-07-15,15/07/1992
717.45,COP,1992-07-16,16/07/1992
717.7,COP,1992-07-17,17/07/1992
715.11,COP,1992-07-18,21/07/1992
710.91,COP,1992-07-22,22/07/1992
707.96,COP,1992-07-23,23/07/1992
699.73,COP,1992-07-24,24/07/1992
699.68,COP,1992-07-25,27/07/1992
701.66,COP,1992-07-28,28/07/1992
701.89,COP,1992-07-29,29/07/1992
702.02,COP,1992-07-30,30/07/1992
705.14,COP,1992-07-31,31/07/1992
638.17,COP,1992-08-01,8/1/1992
635.34,COP,1992-08-02,10/2/1992
643.98,COP,1992-08-04,8/4/1992
656.4,COP,1992-08-05,8/5/1992
695.65,COP,1992-08-07,8/7/1992
697.69,COP,1992-08-09,8/9/1992
702.71,COP,1992-08-10,8/10/1992
732.11,COP,1992-08-12,9/12/1992
694.28,COP,1992-08-13,13/08/1992
692.51,COP,1992-08-14,14/08/1992
693.25,COP,1992-08-15,18/08/1992
693.69,COP,1992-08-19,19/08/1992
692.48,COP,1992-08-20,20/08/1992
692.56,COP,1992-08-21,21/08/1992
693.94,COP,1992-08-22,24/08/1992
689.56,COP,1992-08-25,25/08/1992
689.21,COP,1992-08-26,26/08/1992
689.45,COP,1992-08-27,27/08/1992
690.3,COP,1992-08-28,28/08/1992
691.68,COP,1992-08-29,31/08/1992
638.61,COP,1992-09-01,9/1/1992
644.61,COP,1992-09-04,9/4/1992
657.91,COP,1992-09-05,11/5/1992
665.91,COP,1992-09-06,9/6/1992
699.01,COP,1992-09-07,9/7/1992
698.28,COP,1992-09-09,9/9/1992
704.06,COP,1992-09-10,9/10/1992
696.29,COP,1992-09-15,15/09/1992
696.84,COP,1992-09-16,16/09/1992
695.7,COP,1992-09-17,17/09/1992
696.66,COP,1992-09-18,18/09/1992
696.42,COP,1992-09-19,21/09/1992
699.16,COP,1992-09-22,22/09/1992
697.77,COP,1992-09-23,23/09/1992
698.4,COP,1992-09-24,24/09/1992
697.01,COP,1992-09-25,25/09/1992
704.8,COP,1992-09-26,28/09/1992
701,COP,1992-09-29,29/09/1992
702.81,COP,1992-09-30,30/09/1992
637.86,COP,1992-10-01,10/1/1992
635.88,COP,1992-10-03,10/3/1992
646.5,COP,1992-10-04,10/4/1992
665.92,COP,1992-10-06,10/6/1992
703.74,COP,1992-10-07,10/7/1992
695.38,COP,1992-10-09,10/9/1992
701.88,COP,1992-10-10,13/10/1992
720.48,COP,1992-10-11,10/11/1992
732.4,COP,1992-10-12,10/12/1992
702.48,COP,1992-10-14,14/10/1992
705.52,COP,1992-10-15,15/10/1992
708.21,COP,1992-10-16,16/10/1992
707.13,COP,1992-10-17,19/10/1992
707.35,COP,1992-10-20,20/10/1992
706.06,COP,1992-10-21,21/10/1992
709.22,COP,1992-10-22,22/10/1992
710.19,COP,1992-10-23,23/10/1992
712.04,COP,1992-10-24,26/10/1992
713.55,COP,1992-10-27,27/10/1992
716.39,COP,1992-10-28,28/10/1992
715.31,COP,1992-10-29,29/10/1992
717.37,COP,1992-10-30,30/10/1992
716.88,COP,1992-10-31,3/11/1992
645.04,COP,1992-11-01,13/01/1992
634.74,COP,1992-11-02,11/2/1992
639.78,COP,1992-11-03,11/3/1992
647.28,COP,1992-11-04,13/04/1992
667.96,COP,1992-11-06,11/6/1992
708.72,COP,1992-11-07,13/07/1992
692.72,COP,1992-11-08,11/8/1992
695.54,COP,1992-11-09,11/9/1992
722.37,COP,1992-11-11,11/11/1992
727.21,COP,1992-11-12,11/12/1992
722.72,COP,1992-11-13,13/11/1992
724.07,COP,1992-11-14,17/11/1992
730.11,COP,1992-11-18,18/11/1992
724.97,COP,1992-11-19,19/11/1992
724.9,COP,1992-11-20,20/11/1992
721.98,COP,1992-11-21,23/11/1992
726.97,COP,1992-11-24,24/11/1992
720.63,COP,1992-11-25,25/11/1992
721.47,COP,1992-11-26,26/11/1992
722.61,COP,1992-11-27,27/11/1992
725.45,COP,1992-11-28,30/11/1992
634.59,COP,1992-12-02,12/2/1992
639.38,COP,1992-12-03,12/3/1992
658.52,COP,1992-12-05,12/5/1992
667.52,COP,1992-12-06,12/6/1992
692.25,COP,1992-12-08,12/8/1992
696.39,COP,1992-12-09,14/09/1992
723.72,COP,1992-12-11,12/11/1992
729.8,COP,1992-12-12,14/12/1992
732.69,COP,1992-12-15,15/12/1992
736.2,COP,1992-12-16,16/12/1992
734.98,COP,1992-12-17,17/12/1992
732.54,COP,1992-12-18,18/12/1992
735.31,COP,1992-12-19,21/12/1992
736.82,COP,1992-12-22,22/12/1992
735,COP,1992-12-23,23/12/1992
735.19,COP,1992-12-24,24/12/1992
735.19,COP,1992-12-25,28/12/1992
737.44,COP,1992-12-29,29/12/1992
737.98,COP,1992-12-30,30/12/1992
737.98,COP,1992-12-31,31/12/1992
737.98,COP,1993-01-01,4/1/1993
766.44,COP,1993-01-04,1/4/1993
773.82,COP,1993-01-05,3/5/1993
779,COP,1993-01-06,1/6/1993
786.1,COP,1993-01-07,1/7/1993
806.83,COP,1993-01-09,1/9/1993
811.31,COP,1993-01-10,1/10/1993
812.21,COP,1993-01-12,1/12/1993
749.63,COP,1993-01-13,13/01/1993
748.98,COP,1993-01-14,14/01/1993
746.71,COP,1993-01-15,15/01/1993
746.39,COP,1993-01-16,18/01/1993
747.2,COP,1993-01-19,19/01/1993
748.07,COP,1993-01-20,20/01/1993
750.06,COP,1993-01-21,21/01/1993
750,COP,1993-01-22,22/01/1993
748.56,COP,1993-01-23,25/01/1993
747.25,COP,1993-01-26,26/01/1993
747.13,COP,1993-01-27,27/01/1993
746.21,COP,1993-01-28,28/01/1993
745.14,COP,1993-01-29,29/01/1993
746.05,COP,1993-01-30,1/2/1993
745.27,COP,1993-02-02,2/2/1993
757.89,COP,1993-02-03,2/3/1993
767.98,COP,1993-02-04,2/4/1993
779.01,COP,1993-02-06,2/6/1993
787.51,COP,1993-02-07,2/7/1993
808.04,COP,1993-02-09,2/9/1993
812.29,COP,1993-02-10,4/10/1993
811.78,COP,1993-02-12,2/12/1993
748.88,COP,1993-02-13,15/02/1993
748.18,COP,1993-02-16,16/02/1993
749.69,COP,1993-02-17,17/02/1993
750.75,COP,1993-02-18,18/02/1993
752.47,COP,1993-02-19,19/02/1993
751.96,COP,1993-02-20,22/02/1993
752.52,COP,1993-02-23,23/02/1993
753.33,COP,1993-02-24,24/02/1993
755.07,COP,1993-02-25,25/02/1993
759.2,COP,1993-02-26,26/02/1993
758.03,COP,1993-02-27,1/3/1993
745.64,COP,1993-03-02,3/2/1993
760.71,COP,1993-03-03,3/3/1993
768.46,COP,1993-03-04,5/4/1993
777.82,COP,1993-03-06,3/6/1993
788.65,COP,1993-03-07,6/7/1993
801.15,COP,1993-03-08,3/8/1993
807.96,COP,1993-03-09,3/9/1993
816.7,COP,1993-03-11,3/11/1993
809.63,COP,1993-03-12,3/12/1993
764.79,COP,1993-03-13,15/03/1993
764.29,COP,1993-03-16,16/03/1993
765.06,COP,1993-03-17,17/03/1993
766.12,COP,1993-03-18,18/03/1993
766.42,COP,1993-03-19,19/03/1993
766.84,COP,1993-03-20,23/03/1993
766.63,COP,1993-03-24,24/03/1993
766.91,COP,1993-03-25,25/03/1993
767.99,COP,1993-03-26,26/03/1993
767.4,COP,1993-03-27,29/03/1993
766.79,COP,1993-03-30,30/03/1993
766.41,COP,1993-03-31,31/03/1993
745.73,COP,1993-04-02,4/2/1993
762.68,COP,1993-04-03,4/3/1993
775.53,COP,1993-04-05,4/5/1993
778.12,COP,1993-04-06,4/6/1993
801.86,COP,1993-04-08,4/8/1993
807.68,COP,1993-04-09,6/9/1993
817.01,COP,1993-04-11,4/11/1993
806.49,COP,1993-04-12,6/12/1993
769.34,COP,1993-04-13,13/04/1993
769.8,COP,1993-04-14,14/04/1993
771.56,COP,1993-04-15,15/04/1993
772.71,COP,1993-04-16,16/04/1993
773.22,COP,1993-04-17,19/04/1993
773.7,COP,1993-04-20,20/04/1993
773.97,COP,1993-04-21,21/04/1993
774.34,COP,1993-04-22,22/04/1993
775.05,COP,1993-04-23,23/04/1993
775.32,COP,1993-04-24,26/04/1993
775.2,COP,1993-04-27,27/04/1993
774.52,COP,1993-04-28,28/04/1993
773.78,COP,1993-04-29,29/04/1993
774.94,COP,1993-04-30,30/04/1993
737.55,COP,1993-05-01,5/1/1993
745.79,COP,1993-05-02,5/2/1993
762.04,COP,1993-05-03,5/3/1993
776.99,COP,1993-05-05,5/5/1993
780.6,COP,1993-05-06,7/6/1993
801.82,COP,1993-05-08,5/8/1993
812.27,COP,1993-05-10,5/10/1993
816.79,COP,1993-05-11,5/11/1993
780.49,COP,1993-05-13,13/05/1993
780.8,COP,1993-05-14,14/05/1993
780.79,COP,1993-05-15,17/05/1993
781.42,COP,1993-05-18,18/05/1993
781.8,COP,1993-05-19,19/05/1993
781.84,COP,1993-05-20,20/05/1993
781.94,COP,1993-05-21,21/05/1993
782,COP,1993-05-22,25/05/1993
783.15,COP,1993-05-26,26/05/1993
782.85,COP,1993-05-27,27/05/1993
780.78,COP,1993-05-28,28/05/1993
779.56,COP,1993-05-29,31/05/1993
738.65,COP,1993-06-01,6/1/1993
746.56,COP,1993-06-02,8/2/1993
762.2,COP,1993-06-03,8/3/1993
768.31,COP,1993-06-04,6/4/1993
777.88,COP,1993-06-05,6/5/1993
801.86,COP,1993-06-08,6/8/1993
812.75,COP,1993-06-10,6/10/1993
815.7,COP,1993-06-11,8/11/1993
785.9,COP,1993-06-16,16/06/1993
786.64,COP,1993-06-17,17/06/1993
787.49,COP,1993-06-18,18/06/1993
786.77,COP,1993-06-19,22/06/1993
787.06,COP,1993-06-23,23/06/1993
786.42,COP,1993-06-24,24/06/1993
786.72,COP,1993-06-25,25/06/1993
786.96,COP,1993-06-26,28/06/1993
786.8,COP,1993-06-29,29/06/1993
787.12,COP,1993-06-30,30/06/1993
740.08,COP,1993-07-01,7/1/1993
768.52,COP,1993-07-04,7/4/1993
778.17,COP,1993-07-05,7/5/1993
789.47,COP,1993-07-07,7/7/1993
801.78,COP,1993-07-08,9/8/1993
807.62,COP,1993-07-09,7/9/1993
812.54,COP,1993-07-10,7/10/1993
803.1,COP,1993-07-12,7/12/1993
794.67,COP,1993-07-13,13/07/1993
795.66,COP,1993-07-14,14/07/1993
797,COP,1993-07-15,15/07/1993
797.06,COP,1993-07-16,16/07/1993
797.31,COP,1993-07-17,19/07/1993
797.41,COP,1993-07-20,21/07/1993
797.63,COP,1993-07-22,22/07/1993
798.17,COP,1993-07-23,23/07/1993
798.83,COP,1993-07-24,26/07/1993
799.17,COP,1993-07-27,27/07/1993
799.96,COP,1993-07-28,28/07/1993
800.42,COP,1993-07-29,29/07/1993
801.04,COP,1993-07-30,30/07/1993
801.35,COP,1993-07-31,2/8/1993
742.61,COP,1993-08-01,8/1/1993
768.6,COP,1993-08-04,12/4/1993
777.17,COP,1993-08-05,10/5/1993
782.29,COP,1993-08-06,8/6/1993
790.58,COP,1993-08-07,8/7/1993
808.24,COP,1993-08-09,8/9/1993
811.91,COP,1993-08-10,8/10/1993
800.6,COP,1993-08-12,9/12/1993
804.93,COP,1993-08-13,13/08/1993
804.51,COP,1993-08-14,17/08/1993
804.76,COP,1993-08-18,18/08/1993
805.62,COP,1993-08-19,19/08/1993
806.15,COP,1993-08-20,20/08/1993
806.72,COP,1993-08-21,23/08/1993
807.04,COP,1993-08-24,24/08/1993
807.57,COP,1993-08-25,25/08/1993
807.77,COP,1993-08-26,26/08/1993
807.55,COP,1993-08-27,27/08/1993
807.53,COP,1993-08-28,30/08/1993
806.86,COP,1993-08-31,31/08/1993
746.63,COP,1993-09-01,12/1/1993
745.45,COP,1993-09-02,9/2/1993
763.38,COP,1993-09-03,9/3/1993
784.62,COP,1993-09-06,9/6/1993
791.73,COP,1993-09-07,9/7/1993
809.33,COP,1993-09-09,9/9/1993
811.28,COP,1993-09-10,11/10/1993
814.26,COP,1993-09-11,9/11/1993
810.09,COP,1993-09-14,14/09/1993
810.81,COP,1993-09-15,15/09/1993
811.75,COP,1993-09-16,16/09/1993
811.93,COP,1993-09-17,17/09/1993
811.18,COP,1993-09-18,20/09/1993
810.88,COP,1993-09-21,21/09/1993
809.75,COP,1993-09-22,22/09/1993
810.04,COP,1993-09-23,23/09/1993
810.55,COP,1993-09-24,24/09/1993
809.93,COP,1993-09-25,27/09/1993
809.55,COP,1993-09-28,28/09/1993
809.69,COP,1993-09-29,29/09/1993
810.84,COP,1993-09-30,30/09/1993
745.49,COP,1993-10-02,10/2/1993
763.9,COP,1993-10-03,10/3/1993
784.95,COP,1993-10-06,10/6/1993
793.18,COP,1993-10-07,12/7/1993
802.3,COP,1993-10-08,10/8/1993
810.25,COP,1993-10-09,10/9/1993
813.95,COP,1993-10-11,10/11/1993
798.51,COP,1993-10-12,10/12/1993
811.47,COP,1993-10-13,13/10/1993
811.46,COP,1993-10-14,14/10/1993
812.41,COP,1993-10-15,15/10/1993
813.28,COP,1993-10-16,19/10/1993
813.79,COP,1993-10-20,20/10/1993
816.41,COP,1993-10-21,21/10/1993
819.26,COP,1993-10-22,22/10/1993
819.41,COP,1993-10-23,25/10/1993
819.44,COP,1993-10-26,26/10/1993
819.55,COP,1993-10-27,27/10/1993
818.98,COP,1993-10-28,28/10/1993
818.06,COP,1993-10-29,29/10/1993
817.03,COP,1993-10-30,2/11/1993
745.38,COP,1993-11-02,11/2/1993
764.74,COP,1993-11-03,11/3/1993
777.75,COP,1993-11-05,11/5/1993
785.79,COP,1993-11-06,11/6/1993
803.22,COP,1993-11-08,11/8/1993
810.03,COP,1993-11-09,13/09/1993
811.07,COP,1993-11-11,11/11/1993
797.53,COP,1993-11-12,13/12/1993
809.95,COP,1993-11-13,16/11/1993
815.18,COP,1993-11-17,17/11/1993
816.32,COP,1993-11-18,18/11/1993
816.62,COP,1993-11-19,19/11/1993
817.06,COP,1993-11-20,22/11/1993
814.48,COP,1993-11-23,23/11/1993
812.12,COP,1993-11-24,24/11/1993
811.67,COP,1993-11-25,25/11/1993
812.04,COP,1993-11-26,26/11/1993
812.11,COP,1993-11-27,29/11/1993
811.73,COP,1993-11-30,30/11/1993
748.22,COP,1993-12-02,12/2/1993
765.19,COP,1993-12-03,12/3/1993
779.41,COP,1993-12-05,12/5/1993
784.8,COP,1993-12-06,15/06/1993
804.48,COP,1993-12-08,12/8/1993
811.19,COP,1993-12-10,12/10/1993
809.87,COP,1993-12-11,12/11/1993
798.2,COP,1993-12-14,14/12/1993
798.12,COP,1993-12-15,15/12/1993
799.43,COP,1993-12-16,16/12/1993
804.89,COP,1993-12-17,17/12/1993
806.5,COP,1993-12-18,20/12/1993
803.81,COP,1993-12-21,21/12/1993
802.46,COP,1993-12-22,22/12/1993
801.4,COP,1993-12-23,23/12/1993
801.69,COP,1993-12-24,24/12/1993
801.69,COP,1993-12-25,27/12/1993
809.13,COP,1993-12-28,28/12/1993
802.33,COP,1993-12-29,29/12/1993
802.71,COP,1993-12-30,30/12/1993
804.33,COP,1993-12-31,31/12/1993
804.33,COP,1994-01-01,3/1/1994
817,COP,1994-01-02,1/2/1994
820.12,COP,1994-01-03,1/3/1994
841.93,COP,1994-01-06,1/6/1994
818.05,COP,1994-01-07,1/7/1994
816.08,COP,1994-01-09,1/9/1994
843,COP,1994-01-10,3/10/1994
837.62,COP,1994-01-11,1/11/1994
829.29,COP,1994-01-12,1/12/1994
819.81,COP,1994-01-13,13/01/1994
820.1,COP,1994-01-14,14/01/1994
815.81,COP,1994-01-15,17/01/1994
816.91,COP,1994-01-18,18/01/1994
816.15,COP,1994-01-19,19/01/1994
814.56,COP,1994-01-20,20/01/1994
815.91,COP,1994-01-21,21/01/1994
815.65,COP,1994-01-22,24/01/1994
816.69,COP,1994-01-25,25/01/1994
819.1,COP,1994-01-26,26/01/1994
821.52,COP,1994-01-27,27/01/1994
821.72,COP,1994-01-28,28/01/1994
818.38,COP,1994-01-29,31/01/1994
819.27,COP,1994-02-02,2/2/1994
819.83,COP,1994-02-03,2/3/1994
842,COP,1994-02-06,2/6/1994
817.92,COP,1994-02-07,5/7/1994
815.89,COP,1994-02-08,2/8/1994
817.64,COP,1994-02-09,2/9/1994
837.79,COP,1994-02-11,2/11/1994
829.56,COP,1994-02-12,2/12/1994
817.59,COP,1994-02-15,15/02/1994
816.92,COP,1994-02-16,16/02/1994
816.1,COP,1994-02-17,17/02/1994
815.19,COP,1994-02-18,18/02/1994
814.13,COP,1994-02-19,21/02/1994
816.04,COP,1994-02-22,22/02/1994
818.33,COP,1994-02-23,23/02/1994
820.76,COP,1994-02-24,24/02/1994
819.68,COP,1994-02-25,25/02/1994
819.7,COP,1994-02-26,28/02/1994
817.96,COP,1994-03-02,3/2/1994
819.61,COP,1994-03-03,3/3/1994
838.04,COP,1994-03-05,3/5/1994
841.44,COP,1994-03-06,3/6/1994
814.53,COP,1994-03-08,3/8/1994
818.81,COP,1994-03-09,5/9/1994
836.18,COP,1994-03-11,3/11/1994
830,COP,1994-03-12,5/12/1994
818.69,COP,1994-03-15,15/03/1994
818.49,COP,1994-03-16,16/03/1994
820.44,COP,1994-03-17,17/03/1994
820.91,COP,1994-03-18,18/03/1994
821.34,COP,1994-03-19,22/03/1994
821.73,COP,1994-03-23,23/03/1994
821.82,COP,1994-03-24,24/03/1994
821.7,COP,1994-03-25,25/03/1994
821.14,COP,1994-03-26,28/03/1994
820.63,COP,1994-03-29,29/03/1994
820.78,COP,1994-03-30,30/03/1994
819.51,COP,1994-03-31,4/4/1994
805.91,COP,1994-04-01,4/1/1994
817.69,COP,1994-04-02,4/2/1994
818.7,COP,1994-04-03,4/3/1994
839.14,COP,1994-04-05,4/5/1994
840.37,COP,1994-04-06,7/6/1994
812.69,COP,1994-04-08,4/8/1994
843.65,COP,1994-04-10,4/10/1994
833.19,COP,1994-04-11,4/11/1994
828.81,COP,1994-04-13,13/04/1994
827.96,COP,1994-04-14,14/04/1994
827.44,COP,1994-04-15,15/04/1994
827.93,COP,1994-04-16,18/04/1994
829.47,COP,1994-04-19,19/04/1994
831.24,COP,1994-04-20,20/04/1994
834.3,COP,1994-04-21,21/04/1994
838.25,COP,1994-04-22,22/04/1994
836.96,COP,1994-04-23,25/04/1994
835.4,COP,1994-04-26,26/04/1994
837.31,COP,1994-04-27,27/04/1994
838.28,COP,1994-04-28,28/04/1994
837.27,COP,1994-04-29,29/04/1994
836.86,COP,1994-04-30,2/5/1994
810.01,COP,1994-05-01,5/1/1994
818,COP,1994-05-02,7/2/1994
817.86,COP,1994-05-03,7/3/1994
820.21,COP,1994-05-04,5/4/1994
841,COP,1994-05-05,5/5/1994
812.57,COP,1994-05-08,5/8/1994
844.4,COP,1994-05-10,5/10/1994
831.25,COP,1994-05-11,8/11/1994
843.24,COP,1994-05-13,13/05/1994
842.23,COP,1994-05-14,17/05/1994
842.21,COP,1994-05-18,18/05/1994
842.83,COP,1994-05-19,19/05/1994
842.64,COP,1994-05-20,20/05/1994
842.33,COP,1994-05-21,23/05/1994
842.92,COP,1994-05-24,24/05/1994
843.08,COP,1994-05-25,25/05/1994
842.22,COP,1994-05-26,26/05/1994
841.86,COP,1994-05-27,27/05/1994
840.93,COP,1994-05-28,30/05/1994
841.12,COP,1994-05-31,31/05/1994
814.21,COP,1994-06-01,6/1/1994
820.93,COP,1994-06-04,6/4/1994
841.25,COP,1994-06-05,6/5/1994
818.45,COP,1994-06-07,6/7/1994
811.91,COP,1994-06-08,8/8/1994
817.8,COP,1994-06-09,6/9/1994
842.54,COP,1994-06-10,6/10/1994
830.37,COP,1994-06-12,6/12/1994
833.16,COP,1994-06-15,15/06/1994
833.35,COP,1994-06-16,16/06/1994
831.28,COP,1994-06-17,17/06/1994
826.61,COP,1994-06-18,20/06/1994
828.94,COP,1994-06-21,21/06/1994
826.9,COP,1994-06-22,22/06/1994
824.76,COP,1994-06-23,23/06/1994
822.87,COP,1994-06-24,24/06/1994
821,COP,1994-06-25,27/06/1994
820.13,COP,1994-06-28,28/06/1994
818.73,COP,1994-06-29,29/06/1994
819.64,COP,1994-06-30,30/06/1994
818.83,COP,1994-07-01,7/1/1994
822.57,COP,1994-07-04,7/4/1994
841.7,COP,1994-07-05,9/5/1994
820.42,COP,1994-07-07,7/7/1994
818.21,COP,1994-07-09,7/9/1994
840.06,COP,1994-07-10,7/10/1994
830.85,COP,1994-07-12,7/12/1994
823.12,COP,1994-07-13,13/07/1994
822.79,COP,1994-07-14,14/07/1994
822.28,COP,1994-07-15,15/07/1994
821.04,COP,1994-07-16,18/07/1994
818.44,COP,1994-07-19,19/07/1994
817.49,COP,1994-07-20,21/07/1994
817.18,COP,1994-07-22,22/07/1994
816.68,COP,1994-07-23,25/07/1994
816.34,COP,1994-07-26,26/07/1994
815.75,COP,1994-07-27,27/07/1994
815.8,COP,1994-07-28,28/07/1994
815.62,COP,1994-07-29,29/07/1994
815.62,COP,1994-07-30,1/8/1994
818.89,COP,1994-08-01,11/1/1994
817.64,COP,1994-08-02,8/2/1994
817.76,COP,1994-08-03,8/3/1994
825.28,COP,1994-08-04,8/4/1994
839.56,COP,1994-08-06,8/6/1994
820.24,COP,1994-08-07,8/7/1994
819.24,COP,1994-08-09,8/9/1994
836.8,COP,1994-08-10,10/10/1994
831.1,COP,1994-08-12,9/12/1994
814.94,COP,1994-08-13,16/08/1994
814.4,COP,1994-08-17,17/08/1994
