VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
1353.19,COP,1998-06-03,6/3/1998
1375.39,COP,1998-06-05,6/5/1998
1387.12,COP,1998-06-06,8/6/1998
1366.44,COP,1998-06-08,6/8/1998
1585.64,COP,1998-06-10,6/10/1998
1563.32,COP,1998-06-11,6/11/1998
1380.51,COP,1998-06-13,16/06/1998
1388.5,COP,1998-06-17,17/06/1998
1394.39,COP,1998-06-18,18/06/1998
1390.85,COP,1998-06-19,19/06/1998
1394.8,COP,1998-06-20,23/06/1998
1381.11,COP,1998-06-24,24/06/1998
1375.02,COP,1998-06-25,25/06/1998
1363.67,COP,1998-06-26,26/06/1998
1363.04,COP,1998-06-27,30/06/1998
1318.57,COP,1998-07-01,7/1/1998
1346.42,COP,1998-07-02,9/2/1998
1353.71,COP,1998-07-03,9/3/1998
1355.5,COP,1998-07-04,7/4/1998
1382.27,COP,1998-07-05,7/5/1998
1357.78,COP,1998-07-07,7/7/1998
1364.9,COP,1998-07-08,10/8/1998
1588.64,COP,1998-07-10,7/10/1998
1553.71,COP,1998-07-11,9/11/1998
1380.27,COP,1998-07-14,14/07/1998
1381.22,COP,1998-07-15,15/07/1998
1378.01,COP,1998-07-16,16/07/1998
1376.74,COP,1998-07-17,17/07/1998
1381.54,COP,1998-07-18,21/07/1998
1380.87,COP,1998-07-22,22/07/1998
1376.87,COP,1998-07-23,23/07/1998
1378.88,COP,1998-07-24,24/07/1998
1379.61,COP,1998-07-25,27/07/1998
1378.33,COP,1998-07-28,28/07/1998
1376.12,COP,1998-07-29,29/07/1998
1373.49,COP,1998-07-30,30/07/1998
1370.65,COP,1998-07-31,31/07/1998
1315.95,COP,1998-08-01,8/1/1998
1354.15,COP,1998-08-04,8/4/1998
1383.04,COP,1998-08-05,8/5/1998
1368.16,COP,1998-08-07,8/7/1998
1511.55,COP,1998-08-09,8/9/1998
1586.53,COP,1998-08-10,8/10/1998
1548.63,COP,1998-08-12,9/12/1998
1371.23,COP,1998-08-13,13/08/1998
1377.08,COP,1998-08-14,14/08/1998
1386.02,COP,1998-08-15,18/08/1998
1385.77,COP,1998-08-19,19/08/1998
1384.24,COP,1998-08-20,20/08/1998
1391.55,COP,1998-08-21,21/08/1998
1407.27,COP,1998-08-22,24/08/1998
1418.22,COP,1998-08-25,25/08/1998
1420.27,COP,1998-08-26,26/08/1998
1430.33,COP,1998-08-27,27/08/1998
1438.16,COP,1998-08-28,28/08/1998
1440.87,COP,1998-08-29,31/08/1998
1313.56,COP,1998-09-01,9/1/1998
1357.14,COP,1998-09-04,13/04/1998
1385.38,COP,1998-09-05,11/5/1998
1386.53,COP,1998-09-06,9/6/1998
1369.12,COP,1998-09-07,9/7/1998
1505.66,COP,1998-09-09,9/9/1998
1587.46,COP,1998-09-10,9/10/1998
1510.41,COP,1998-09-15,15/09/1998
1516.92,COP,1998-09-16,16/09/1998
1520.63,COP,1998-09-17,17/09/1998
1531.49,COP,1998-09-18,18/09/1998
1533.95,COP,1998-09-19,21/09/1998
1529.26,COP,1998-09-22,22/09/1998
1541.16,COP,1998-09-23,23/09/1998
1561.28,COP,1998-09-24,24/09/1998
1548.95,COP,1998-09-25,25/09/1998
1547.81,COP,1998-09-26,28/09/1998
1556.25,COP,1998-09-29,29/09/1998
1556.15,COP,1998-09-30,30/09/1998
1315.7,COP,1998-10-01,13/01/1998
1347.72,COP,1998-10-02,10/2/1998
1354.9,COP,1998-10-03,10/3/1998
1376.25,COP,1998-10-06,10/6/1998
1370.45,COP,1998-10-07,10/7/1998
1493.4,COP,1998-10-09,10/9/1998
1590.64,COP,1998-10-10,13/10/1998
1559.35,COP,1998-10-11,10/11/1998
1541.14,COP,1998-10-12,10/12/1998
1592.11,COP,1998-10-14,14/10/1998
1591.01,COP,1998-10-15,15/10/1998
1594.19,COP,1998-10-16,16/10/1998
1596.21,COP,1998-10-17,19/10/1998
1598.18,COP,1998-10-20,20/10/1998
1598.61,COP,1998-10-21,21/10/1998
1597.79,COP,1998-10-22,22/10/1998
1599.15,COP,1998-10-23,23/10/1998
1597.97,COP,1998-10-24,26/10/1998
1590.64,COP,1998-10-27,27/10/1998
1576.38,COP,1998-10-28,28/10/1998
1577.9,COP,1998-10-29,29/10/1998
1577.19,COP,1998-10-30,30/10/1998
1575.08,COP,1998-10-31,3/11/1998
1348.23,COP,1998-11-02,11/2/1998
1355.88,COP,1998-11-03,11/3/1998
1383.23,COP,1998-11-06,11/6/1998
1374.23,COP,1998-11-07,13/07/1998
1359.22,COP,1998-11-08,11/8/1998
1506.27,COP,1998-11-09,11/9/1998
1571.76,COP,1998-11-11,11/11/1998
1530.63,COP,1998-11-12,11/12/1998
1578.79,COP,1998-11-13,13/11/1998
1580.99,COP,1998-11-14,17/11/1998
1583.29,COP,1998-11-18,18/11/1998
1569.6,COP,1998-11-19,19/11/1998
1558.49,COP,1998-11-20,20/11/1998
1539.38,COP,1998-11-21,23/11/1998
1547.92,COP,1998-11-24,24/11/1998
1557.57,COP,1998-11-25,25/11/1998
1545.53,COP,1998-11-26,26/11/1998
1543.45,COP,1998-11-27,27/11/1998
1547.11,COP,1998-11-28,30/11/1998
1348.86,COP,1998-12-02,12/2/1998
1356.63,COP,1998-12-03,12/3/1998
1387.78,COP,1998-12-05,12/5/1998
1388.76,COP,1998-12-06,12/6/1998
1365.58,COP,1998-12-08,12/8/1998
1505.85,COP,1998-12-09,14/09/1998
1577.61,COP,1998-12-11,12/11/1998
1531.13,COP,1998-12-12,14/12/1998
1532.76,COP,1998-12-15,15/12/1998
1529.07,COP,1998-12-16,16/12/1998
1523.8,COP,1998-12-17,17/12/1998
1515.98,COP,1998-12-18,18/12/1998
1494.11,COP,1998-12-19,21/12/1998
1477.51,COP,1998-12-22,22/12/1998
1467.04,COP,1998-12-23,23/12/1998
1484.88,COP,1998-12-24,24/12/1998
1484.88,COP,1998-12-25,28/12/1998
1507.52,COP,1998-12-29,29/12/1998
1535.55,COP,1998-12-30,30/12/1998
1542.11,COP,1998-12-31,31/12/1998
1542.11,COP,1999-01-01,4/1/1999
1533.32,COP,1999-01-04,5/4/1999
1611.48,COP,1999-01-05,3/5/1999
1663.55,COP,1999-01-06,1/6/1999
1736.03,COP,1999-01-07,1/7/1999
1941.25,COP,1999-01-09,1/9/1999
2015.15,COP,1999-01-10,1/10/1999
1922.47,COP,1999-01-12,1/12/1999
1549.35,COP,1999-01-13,13/01/1999
1588.8,COP,1999-01-14,14/01/1999
1584.42,COP,1999-01-15,15/01/1999
1596.59,COP,1999-01-16,18/01/1999
1580.4,COP,1999-01-19,19/01/1999
1587.18,COP,1999-01-20,20/01/1999
1582.57,COP,1999-01-21,21/01/1999
1589.65,COP,1999-01-22,22/01/1999
1591.81,COP,1999-01-23,25/01/1999
1591.58,COP,1999-01-26,26/01/1999
1591.69,COP,1999-01-27,27/01/1999
1590.33,COP,1999-01-28,28/01/1999
1580.72,COP,1999-01-29,29/01/1999
1582.9,COP,1999-01-30,1/2/1999
1581.27,COP,1999-02-02,2/2/1999
1560.4,COP,1999-02-03,2/3/1999
1657.7,COP,1999-02-06,2/6/1999
1751.26,COP,1999-02-07,2/7/1999
1934.46,COP,1999-02-09,2/9/1999
2004.22,COP,1999-02-10,4/10/1999
1918.63,COP,1999-02-12,2/12/1999
1565.57,COP,1999-02-13,15/02/1999
1557.79,COP,1999-02-16,16/02/1999
1561.53,COP,1999-02-17,17/02/1999
1569.4,COP,1999-02-18,18/02/1999
1567.17,COP,1999-02-19,19/02/1999
1560.46,COP,1999-02-20,22/02/1999
1556.65,COP,1999-02-23,23/02/1999
1550.88,COP,1999-02-24,24/02/1999
1557.97,COP,1999-02-25,25/02/1999
1572.46,COP,1999-02-26,26/02/1999
1568.3,COP,1999-02-27,1/3/1999
1576.22,COP,1999-03-02,3/2/1999
1557.94,COP,1999-03-03,3/3/1999
1667.88,COP,1999-03-06,3/6/1999
1755.31,COP,1999-03-07,6/7/1999
1813.6,COP,1999-03-08,3/8/1999
1943.23,COP,1999-03-09,3/9/1999
1966.5,COP,1999-03-11,3/11/1999
1911.35,COP,1999-03-12,3/12/1999
1562.91,COP,1999-03-13,15/03/1999
1563.97,COP,1999-03-16,16/03/1999
1561.74,COP,1999-03-17,17/03/1999
1554.85,COP,1999-03-18,18/03/1999
1550.03,COP,1999-03-19,19/03/1999
1546.77,COP,1999-03-20,23/03/1999
1544.6,COP,1999-03-24,24/03/1999
1541.74,COP,1999-03-25,25/03/1999
1534.28,COP,1999-03-26,26/03/1999
1525.59,COP,1999-03-27,29/03/1999
1529.59,COP,1999-03-30,30/03/1999
1533.51,COP,1999-03-31,31/03/1999
1574.07,COP,1999-04-02,4/2/1999
1558.66,COP,1999-04-03,4/3/1999
1613.61,COP,1999-04-05,4/5/1999
1654.75,COP,1999-04-06,4/6/1999
1800.79,COP,1999-04-08,4/8/1999
1943.24,COP,1999-04-09,6/9/1999
1960.7,COP,1999-04-11,4/11/1999
1903.8,COP,1999-04-12,6/12/1999
1588.19,COP,1999-04-13,13/04/1999
1603.95,COP,1999-04-14,14/04/1999
1593.17,COP,1999-04-15,15/04/1999
1586.04,COP,1999-04-16,16/04/1999
1578.93,COP,1999-04-17,19/04/1999
1570.53,COP,1999-04-20,20/04/1999
1563.94,COP,1999-04-21,21/04/1999
1570.34,COP,1999-04-22,22/04/1999
1573.86,COP,1999-04-23,23/04/1999
1578.98,COP,1999-04-24,26/04/1999
1580.78,COP,1999-04-27,27/04/1999
1590.53,COP,1999-04-28,28/04/1999
1598.69,COP,1999-04-29,29/04/1999
1604.44,COP,1999-04-30,30/04/1999
1545.11,COP,1999-05-01,5/1/1999
1575.69,COP,1999-05-02,5/2/1999
1555.84,COP,1999-05-03,5/3/1999
1603.97,COP,1999-05-05,5/5/1999
1653.96,COP,1999-05-06,8/6/1999
1822.84,COP,1999-05-08,5/8/1999
1992.65,COP,1999-05-10,5/10/1999
1962.16,COP,1999-05-11,5/11/1999
1631.95,COP,1999-05-13,13/05/1999
1630.08,COP,1999-05-14,14/05/1999
1640.15,COP,1999-05-15,18/05/1999
1644.11,COP,1999-05-19,19/05/1999
1643.05,COP,1999-05-20,20/05/1999
1644.6,COP,1999-05-21,21/05/1999
1665.36,COP,1999-05-22,24/05/1999
1671.2,COP,1999-05-25,25/05/1999
1669.27,COP,1999-05-26,26/05/1999
1682.12,COP,1999-05-27,27/05/1999
1685.33,COP,1999-05-28,28/05/1999
1671.67,COP,1999-05-29,31/05/1999
1528.28,COP,1999-06-01,6/1/1999
1570.94,COP,1999-06-02,8/2/1999
1552.37,COP,1999-06-03,8/3/1999
1532.48,COP,1999-06-04,6/4/1999
1610.66,COP,1999-06-05,6/5/1999
1834.97,COP,1999-06-08,6/8/1999
2000.48,COP,1999-06-10,6/10/1999
1959.46,COP,1999-06-11,8/11/1999
1694.56,COP,1999-06-16,16/06/1999
1698.55,COP,1999-06-17,17/06/1999
1693.75,COP,1999-06-18,18/06/1999
1692.36,COP,1999-06-19,21/06/1999
1694.26,COP,1999-06-22,22/06/1999
1710.03,COP,1999-06-23,23/06/1999
1723.26,COP,1999-06-24,24/06/1999
1734.83,COP,1999-06-25,25/06/1999
1737.91,COP,1999-06-26,28/06/1999
1751,COP,1999-06-29,29/06/1999
1732.1,COP,1999-06-30,30/06/1999
1530.48,COP,1999-07-01,7/1/1999
1534.13,COP,1999-07-04,7/4/1999
1618,COP,1999-07-05,7/5/1999
1772.69,COP,1999-07-07,7/7/1999
1849.12,COP,1999-07-08,9/8/1999
1947.31,COP,1999-07-09,7/9/1999
1995.71,COP,1999-07-10,7/10/1999
1886.46,COP,1999-07-12,7/12/1999
1887.17,COP,1999-07-13,13/07/1999
1926.55,COP,1999-07-14,14/07/1999
1881.42,COP,1999-07-15,15/07/1999
1823.29,COP,1999-07-16,16/07/1999
1821.95,COP,1999-07-17,19/07/1999
1819.04,COP,1999-07-20,21/07/1999
1809.56,COP,1999-07-22,22/07/1999
1807.9,COP,1999-07-23,23/07/1999
1831.19,COP,1999-07-24,26/07/1999
1829.63,COP,1999-07-27,27/07/1999
1829.06,COP,1999-07-28,28/07/1999
1817.09,COP,1999-07-29,29/07/1999
1806.52,COP,1999-07-30,30/07/1999
1809.5,COP,1999-07-31,2/8/1999
1543.22,COP,1999-08-01,8/1/1999
1548.14,COP,1999-08-04,8/4/1999
1631.71,COP,1999-08-05,10/5/1999
1795.36,COP,1999-08-07,8/7/1999
1969.82,COP,1999-08-09,8/9/1999
1993.18,COP,1999-08-10,8/10/1999
1888.99,COP,1999-08-12,9/12/1999
1893.25,COP,1999-08-13,13/08/1999
1879.15,COP,1999-08-14,17/08/1999
1880.39,COP,1999-08-18,18/08/1999
1898.03,COP,1999-08-19,19/08/1999
1892.5,COP,1999-08-20,20/08/1999
1907.94,COP,1999-08-21,23/08/1999
1912.27,COP,1999-08-24,24/08/1999
1921.87,COP,1999-08-25,25/08/1999
1921.16,COP,1999-08-26,26/08/1999
1914.22,COP,1999-08-27,27/08/1999
1936.12,COP,1999-08-28,30/08/1999
1954.72,COP,1999-08-31,31/08/1999
1535.96,COP,1999-09-01,12/1/1999
1562.14,COP,1999-09-02,9/2/1999
1552.44,COP,1999-09-03,9/3/1999
1574.77,COP,1999-09-04,9/4/1999
1672.01,COP,1999-09-06,9/6/1999
1831.1,COP,1999-09-07,9/7/1999
1972.35,COP,1999-09-09,9/9/1999
1992.74,COP,1999-09-10,11/10/1999
1954.56,COP,1999-09-11,9/11/1999
1977.85,COP,1999-09-14,14/09/1999
1970.54,COP,1999-09-15,15/09/1999
1967.58,COP,1999-09-16,16/09/1999
1977.52,COP,1999-09-17,17/09/1999
1987.08,COP,1999-09-18,20/09/1999
1981.64,COP,1999-09-21,21/09/1999
1975.46,COP,1999-09-22,22/09/1999
1992.36,COP,1999-09-23,23/09/1999
1994.86,COP,1999-09-24,24/09/1999
1995.64,COP,1999-09-25,27/09/1999
2013.24,COP,1999-09-28,28/09/1999
2003.82,COP,1999-09-29,29/09/1999
2017.27,COP,1999-09-30,30/09/1999
1563.39,COP,1999-10-02,10/2/1999
1550.33,COP,1999-10-03,10/3/1999
1588.17,COP,1999-10-04,12/4/1999
1679.12,COP,1999-10-06,10/6/1999
1840.38,COP,1999-10-07,12/7/1999
1852.8,COP,1999-10-08,10/8/1999
1976.07,COP,1999-10-09,10/9/1999
1948.05,COP,1999-10-11,10/11/1999
1906.91,COP,1999-10-12,10/12/1999
1988.7,COP,1999-10-13,13/10/1999
1981.14,COP,1999-10-14,14/10/1999
1975.8,COP,1999-10-15,15/10/1999
1977.04,COP,1999-10-16,19/10/1999
1965.92,COP,1999-10-20,20/10/1999
1957.53,COP,1999-10-21,21/10/1999
1946,COP,1999-10-22,22/10/1999
1946.24,COP,1999-10-23,25/10/1999
1949.33,COP,1999-10-26,26/10/1999
1966.07,COP,1999-10-27,27/10/1999
1968.9,COP,1999-10-28,28/10/1999
1965.44,COP,1999-10-29,29/10/1999
1971.59,COP,1999-10-30,2/11/1999
1570.81,COP,1999-11-02,11/2/1999
1545.09,COP,1999-11-03,11/3/1999
1627.3,COP,1999-11-05,11/5/1999
1686.08,COP,1999-11-06,11/6/1999
1855.03,COP,1999-11-08,11/8/1999
1981.41,COP,1999-11-09,13/09/1999
1951.11,COP,1999-11-11,11/11/1999
1900.22,COP,1999-11-12,13/12/1999
1961.8,COP,1999-11-13,16/11/1999
1961.7,COP,1999-11-17,17/11/1999
1946.27,COP,1999-11-18,18/11/1999
1927.47,COP,1999-11-19,19/11/1999
1925.11,COP,1999-11-20,22/11/1999
1935.48,COP,1999-11-23,23/11/1999
1925,COP,1999-11-24,24/11/1999
1912.86,COP,1999-11-25,25/11/1999
1918.85,COP,1999-11-26,26/11/1999
1921.93,COP,1999-11-27,29/11/1999
1923.77,COP,1999-11-30,30/11/1999
1564.04,COP,1999-12-02,12/2/1999
1552.28,COP,1999-12-03,12/3/1999
1631.02,COP,1999-12-05,12/5/1999
1682.09,COP,1999-12-06,15/06/1999
1865.3,COP,1999-12-08,12/8/1999
1992.03,COP,1999-12-10,12/10/1999
1958.41,COP,1999-12-11,12/11/1999
1905.5,COP,1999-12-14,14/12/1999
1891.67,COP,1999-12-15,15/12/1999
1874.14,COP,1999-12-16,16/12/1999
1879.55,COP,1999-12-17,17/12/1999
1867.02,COP,1999-12-18,20/12/1999
1868.47,COP,1999-12-21,21/12/1999
1884.64,COP,1999-12-22,22/12/1999
1886.27,COP,1999-12-23,23/12/1999
1874.77,COP,1999-12-24,24/12/1999
1874.58,COP,1999-12-25,27/12/1999
1870.65,COP,1999-12-28,28/12/1999
1867.82,COP,1999-12-29,29/12/1999
1873.77,COP,1999-12-30,3/1/2000
1973.36,COP,2000-01-02,1/2/2000
1948.05,COP,2000-01-03,1/3/2000
1958.12,COP,2000-01-04,3/4/2000
2096.96,COP,2000-01-06,1/6/2000
2150.76,COP,2000-01-07,4/7/2000
2174.55,COP,2000-01-08,1/8/2000
2212.97,COP,2000-01-09,1/9/2000
2147.89,COP,2000-01-11,1/11/2000
2168.6,COP,2000-01-12,1/12/2000
1904.54,COP,2000-01-13,13/01/2000
1917.38,COP,2000-01-14,14/01/2000
1920.83,COP,2000-01-15,17/01/2000
1919.21,COP,2000-01-18,18/01/2000
1928.51,COP,2000-01-19,19/01/2000
1945.17,COP,2000-01-20,20/01/2000
1938.84,COP,2000-01-21,21/01/2000
1931.97,COP,2000-01-22,24/01/2000
1943.88,COP,2000-01-25,25/01/2000
1939.63,COP,2000-01-26,26/01/2000
1958.17,COP,2000-01-27,27/01/2000
1976.14,COP,2000-01-28,28/01/2000
1976.72,COP,2000-01-29,31/01/2000
1970.61,COP,2000-02-02,2/2/2000
1950.88,COP,2000-02-03,2/3/2000
2095.1,COP,2000-02-06,2/6/2000
2175.02,COP,2000-02-08,2/8/2000
2214,COP,2000-02-09,4/9/2000
2138.95,COP,2000-02-11,2/11/2000
2174.85,COP,2000-02-12,4/12/2000
1950.77,COP,2000-02-15,15/02/2000
1949.61,COP,2000-02-16,16/02/2000
1946.79,COP,2000-02-17,17/02/2000
1945.31,COP,2000-02-18,18/02/2000
1947.41,COP,2000-02-19,21/02/2000
1943.83,COP,2000-02-22,22/02/2000
1941.54,COP,2000-02-23,23/02/2000
1944.18,COP,2000-02-24,24/02/2000
1947.72,COP,2000-02-25,25/02/2000
1947.28,COP,2000-02-26,28/02/2000
1946.17,COP,2000-02-29,29/02/2000
1965.61,COP,2000-03-02,3/2/2000
1956.8,COP,2000-03-03,3/3/2000
2001.62,COP,2000-03-05,3/5/2000
2118.57,COP,2000-03-06,6/6/2000
2173.62,COP,2000-03-08,3/8/2000
2210.4,COP,2000-03-10,3/10/2000
2136.73,COP,2000-03-11,3/11/2000
1957.5,COP,2000-03-14,14/03/2000
1955.75,COP,2000-03-15,15/03/2000
1954.26,COP,2000-03-16,16/03/2000
1950.01,COP,2000-03-17,17/03/2000
1952.98,COP,2000-03-18,21/03/2000
1956.98,COP,2000-03-22,22/03/2000
1959.84,COP,2000-03-23,23/03/2000
1954.57,COP,2000-03-24,24/03/2000
1954.83,COP,2000-03-25,27/03/2000
1958.93,COP,2000-03-28,28/03/2000
1955.14,COP,2000-03-29,29/03/2000
1949.75,COP,2000-03-30,30/03/2000
1951.56,COP,2000-03-31,31/03/2000
1874.35,COP,2000-04-01,4/1/2000
1947.55,COP,2000-04-02,4/2/2000
1961.16,COP,2000-04-03,6/3/2000
1963.22,COP,2000-04-04,4/4/2000
2015.92,COP,2000-04-05,4/5/2000
2177.67,COP,2000-04-08,4/8/2000
2201.51,COP,2000-04-10,4/10/2000
2139.21,COP,2000-04-11,7/11/2000
1987.38,COP,2000-04-13,13/04/2000
1987.36,COP,2000-04-14,14/04/2000
1987.39,COP,2000-04-15,17/04/2000
1996.29,COP,2000-04-18,18/04/2000
2003.02,COP,2000-04-19,19/04/2000
1996.07,COP,2000-04-20,24/04/2000
1991.17,COP,2000-04-25,25/04/2000
1988.65,COP,2000-04-26,26/04/2000
1998.95,COP,2000-04-27,27/04/2000
2002.95,COP,2000-04-28,28/04/2000
2004.47,COP,2000-04-29,2/5/2000
1895.97,COP,2000-05-01,5/1/2000
1948.6,COP,2000-05-02,7/2/2000
1964.1,COP,2000-05-04,5/4/2000
2027.26,COP,2000-05-05,5/5/2000
2151.05,COP,2000-05-07,5/7/2000
2180.64,COP,2000-05-08,8/8/2000
2210.32,COP,2000-05-09,5/9/2000
2194.98,COP,2000-05-10,5/10/2000
2180.3,COP,2000-05-12,5/12/2000
2039.29,COP,2000-05-13,15/05/2000
2035.54,COP,2000-05-16,16/05/2000
2037.1,COP,2000-05-17,17/05/2000
2047.79,COP,2000-05-18,18/05/2000
2055.35,COP,2000-05-19,19/05/2000
2076.85,COP,2000-05-20,22/05/2000
2094.73,COP,2000-05-23,23/05/2000
2111.94,COP,2000-05-24,24/05/2000
2142.14,COP,2000-05-25,25/05/2000
2113.28,COP,2000-05-26,26/05/2000
2096.52,COP,2000-05-27,29/05/2000
2077.28,COP,2000-05-30,30/05/2000
2084.92,COP,2000-05-31,31/05/2000
1912.69,COP,2000-06-01,6/1/2000
1968.92,COP,2000-06-04,6/4/2000
2033.17,COP,2000-06-05,8/5/2000
2163.44,COP,2000-06-07,6/7/2000
2211.13,COP,2000-06-09,6/9/2000
2185.06,COP,2000-06-10,6/10/2000
2184.18,COP,2000-06-12,6/12/2000
2106.97,COP,2000-06-13,13/06/2000
2122.24,COP,2000-06-14,14/06/2000
2111.09,COP,2000-06-15,15/06/2000
2110.57,COP,2000-06-16,16/06/2000
2114.8,COP,2000-06-17,19/06/2000
2115.15,COP,2000-06-20,20/06/2000
2123.58,COP,2000-06-21,21/06/2000
2134.34,COP,2000-06-22,22/06/2000
2129.13,COP,2000-06-23,23/06/2000
2123.99,COP,2000-06-24,27/06/2000
2135.65,COP,2000-06-28,28/06/2000
2136.22,COP,2000-06-29,29/06/2000
2139.11,COP,2000-06-30,30/06/2000
1911.33,COP,2000-07-01,7/1/2000
1965.63,COP,2000-07-03,7/3/2000
1986.96,COP,2000-07-04,7/4/2000
2121.73,COP,2000-07-06,7/6/2000
2168.65,COP,2000-07-07,7/7/2000
2211.11,COP,2000-07-09,7/9/2000
2187.38,COP,2000-07-10,9/10/2000
2174.29,COP,2000-07-12,7/12/2000
2172.16,COP,2000-07-13,13/07/2000
2166.22,COP,2000-07-14,14/07/2000
2156.32,COP,2000-07-15,17/07/2000
2144.01,COP,2000-07-18,18/07/2000
2151.56,COP,2000-07-19,19/07/2000
2155.81,COP,2000-07-20,21/07/2000
2152.3,COP,2000-07-22,24/07/2000
2147.65,COP,2000-07-25,25/07/2000
2153.91,COP,2000-07-26,26/07/2000
2165.37,COP,2000-07-27,27/07/2000
2173.78,COP,2000-07-28,28/07/2000
2172.79,COP,2000-07-29,31/07/2000
1900.14,COP,2000-08-01,11/1/2000
1950.59,COP,2000-08-02,8/2/2000
1964.26,COP,2000-08-03,8/3/2000
1996.24,COP,2000-08-04,10/4/2000
2127.03,COP,2000-08-06,8/6/2000
2165.51,COP,2000-08-07,10/7/2000
2209.18,COP,2000-08-09,8/9/2000
2134.08,COP,2000-08-11,8/11/2000
2176.33,COP,2000-08-12,11/12/2000
2180.99,COP,2000-08-15,15/08/2000
2185.45,COP,2000-08-16,16/08/2000
2185.46,COP,2000-08-17,17/08/2000
2185.75,COP,2000-08-18,18/08/2000
2183.01,COP,2000-08-19,22/08/2000
2187.83,COP,2000-08-23,23/08/2000
2196.72,COP,2000-08-24,24/08/2000
2205.6,COP,2000-08-25,25/08/2000
2208.82,COP,2000-08-26,28/08/2000
2208.17,COP,2000-08-29,29/08/2000
2204.22,COP,2000-08-30,30/08/2000
2208.21,COP,2000-08-31,31/08/2000
1949.54,COP,2000-09-02,9/2/2000
1960.47,COP,2000-09-03,9/3/2000
2044.59,COP,2000-09-05,9/5/2000
2125.3,COP,2000-09-06,9/6/2000
2176.52,COP,2000-09-08,9/8/2000
2204.85,COP,2000-09-09,11/9/2000
2124.84,COP,2000-09-11,9/11/2000
2206.93,COP,2000-09-13,13/09/2000
2208.64,COP,2000-09-14,14/09/2000
2212.73,COP,2000-09-15,15/09/2000
2210.34,COP,2000-09-16,18/09/2000
2211.36,COP,2000-09-19,19/09/2000
2210.81,COP,2000-09-20,20/09/2000
2212.93,COP,2000-09-21,21/09/2000
2223.46,COP,2000-09-22,22/09/2000
2232.24,COP,2000-09-23,25/09/2000
2228.05,COP,2000-09-26,26/09/2000
2222.67,COP,2000-09-27,27/09/2000
2216.93,COP,2000-09-28,28/09/2000
2211.94,COP,2000-09-29,29/09/2000
2212.26,COP,2000-09-30,2/10/2000
1946.51,COP,2000-10-02,10/2/2000
1959.77,COP,2000-10-03,10/3/2000
2031.86,COP,2000-10-05,10/5/2000
2115.86,COP,2000-10-06,12/6/2000
2176.17,COP,2000-10-08,10/8/2000
2184.26,COP,2000-10-10,10/10/2000
2127.51,COP,2000-10-11,10/11/2000
2175.96,COP,2000-10-13,13/10/2000
2180.69,COP,2000-10-14,17/10/2000
2178.13,COP,2000-10-18,18/10/2000
2162.86,COP,2000-10-19,19/10/2000
2152.31,COP,2000-10-20,20/10/2000
2159.79,COP,2000-10-21,23/10/2000
2157.84,COP,2000-10-24,24/10/2000
2153.18,COP,2000-10-25,25/10/2000
2170.32,COP,2000-10-26,26/10/2000
2167.26,COP,2000-10-27,27/10/2000
2158.14,COP,2000-10-28,30/10/2000
2158.36,COP,2000-10-31,31/10/2000
1952.29,COP,2000-11-02,11/2/2000
1958.48,COP,2000-11-03,13/03/2000
1998.25,COP,2000-11-04,11/4/2000
2021.68,COP,2000-11-05,11/5/2000
2171.63,COP,2000-11-07,11/7/2000
2179.6,COP,2000-11-08,11/8/2000
2182.17,COP,2000-11-10,11/10/2000
2126.41,COP,2000-11-11,14/11/2000
2125.17,COP,2000-11-15,15/11/2000
2125.31,COP,2000-11-16,16/11/2000
2121.64,COP,2000-11-17,17/11/2000
2122.63,COP,2000-11-18,20/11/2000
2122.61,COP,2000-11-21,21/11/2000
2124.16,COP,2000-11-22,22/11/2000
2131.76,COP,2000-11-23,23/11/2000
2141.14,COP,2000-11-24,24/11/2000
2141.91,COP,2000-11-25,27/11/2000
2158.05,COP,2000-11-28,28/11/2000
2169.82,COP,2000-11-29,29/11/2000
2172.84,COP,2000-11-30,30/11/2000
1902.25,COP,2000-12-01,12/1/2000
1948.16,COP,2000-12-02,14/02/2000
1986.75,COP,2000-12-04,12/4/2000
2031.96,COP,2000-12-05,12/5/2000
2182.56,COP,2000-12-07,12/7/2000
2180.89,COP,2000-12-08,14/08/2000
2206.39,COP,2000-12-09,12/9/2000
2175.97,COP,2000-12-10,12/10/2000
2175.57,COP,2000-12-12,12/12/2000
2183.08,COP,2000-12-13,13/12/2000
2186.87,COP,2000-12-14,14/12/2000
2184.76,COP,2000-12-15,15/12/2000
2175.91,COP,2000-12-16,18/12/2000
2179.13,COP,2000-12-19,19/12/2000
2187.17,COP,2000-12-20,20/12/2000
2185.05,COP,2000-12-21,21/12/2000
2187.02,COP,2000-12-22,22/12/2000
2193.57,COP,2000-12-23,26/12/2000
2196.76,COP,2000-12-27,27/12/2000
2215.35,COP,2000-12-28,28/12/2000
2229.18,COP,2000-12-29,2/1/2001
2242.08,COP,2001-01-02,1/2/2001
2259.64,COP,2001-01-03,1/3/2001
2341.09,COP,2001-01-05,2/5/2001
2327.25,COP,2001-01-06,1/6/2001
2293.25,COP,2001-01-08,1/8/2001
2296.85,COP,2001-01-09,3/9/2001
2309.12,COP,2001-01-11,1/11/2001
2303.35,COP,2001-01-12,3/12/2001
2251.75,COP,2001-01-13,15/01/2001
2248.61,COP,2001-01-16,16/01/2001
