VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
1002.49,COP,23/11/1995,23/11/1995
995.34,COP,23/11/1996,25/11/1996
1935.48,COP,23/11/1999,23/11/1999
2131.76,COP,23/11/2000,23/11/2000
2317.57,COP,23/11/2001,23/11/2001
2687.25,COP,23/11/2002,25/11/2002
2521.81,COP,23/11/2004,23/11/2004
2278.48,COP,23/11/2005,23/11/2005
2283.33,COP,23/11/2006,24/11/2006
1882,COP,23/11/2010,23/11/2010
1925.39,COP,23/11/2011,23/11/2011
1929.13,COP,23/11/2013,25/11/2013
3139.76,COP,23/11/2016,23/11/2016
2982.73,COP,23/11/2017,24/11/2017
3410.77,COP,23/11/2019,25/11/2019
735,COP,23/12/1992,23/12/1992
801.4,COP,23/12/1993,23/12/1993
827.7,COP,23/12/1994,23/12/1994
984.96,COP,23/12/1995,26/12/1995
1288.32,COP,23/12/1997,23/12/1997
1467.04,COP,23/12/1998,23/12/1998
1886.27,COP,23/12/1999,23/12/1999
2193.57,COP,23/12/2000,26/12/2000
2809.09,COP,23/12/2003,23/12/2003
2381.03,COP,23/12/2004,23/12/2004
2283.47,COP,23/12/2005,23/12/2005
2228.76,COP,23/12/2006,26/12/2006
2169.83,COP,23/12/2008,23/12/2008
2054.1,COP,23/12/2009,23/12/2009
1934.44,COP,23/12/2010,23/12/2010
1927.71,COP,23/12/2011,23/12/2011
2316.93,COP,23/12/2014,23/12/2014
3307.24,COP,23/12/2015,23/12/2015
2996.03,COP,23/12/2016,23/12/2016
2962.14,COP,23/12/2017,26/12/2017
647.01,COP,24/01/1992,24/01/1992
855.49,COP,24/01/1995,24/01/1995
1024.89,COP,24/01/1996,24/01/1996
1031.51,COP,24/01/1997,24/01/1997
1332.78,COP,24/01/1998,26/01/1998
2255.82,COP,24/01/2001,24/01/2001
2239.92,COP,24/01/2002,24/01/2002
2926.88,COP,24/01/2003,24/01/2003
2747.72,COP,24/01/2004,26/01/2004
2262.04,COP,24/01/2006,24/01/2006
2250.38,COP,24/01/2007,24/01/2007
2005.08,COP,24/01/2008,24/01/2008
2280.77,COP,24/01/2009,26/01/2009
1811.55,COP,24/01/2012,24/01/2012
1778.69,COP,24/01/2013,24/01/2013
1993.23,COP,24/01/2014,24/01/2014
2386.5,COP,24/01/2015,26/01/2015
2908.53,COP,24/01/2017,24/01/2017
2858.5,COP,24/01/2018,24/01/2018
3146.14,COP,24/01/2019,24/01/2019
3353.76,COP,24/01/2020,24/01/2020
753.33,COP,24/02/1993,24/02/1993
820.76,COP,24/02/1994,24/02/1994
855.48,COP,24/02/1995,24/02/1995
1036.71,COP,24/02/1996,26/02/1996
1340.92,COP,24/02/1998,24/02/1998
1550.88,COP,24/02/1999,24/02/1999
1944.18,COP,24/02/2000,24/02/2000
2257.7,COP,24/02/2001,26/02/2001
2665.83,COP,24/02/2004,24/02/2004
2308.58,COP,24/02/2005,24/02/2005
2249.9,COP,24/02/2006,24/02/2006
2216.57,COP,24/02/2007,26/02/2007
2572.3,COP,24/02/2009,24/02/2009
1924.75,COP,24/02/2010,24/02/2010
1898.28,COP,24/02/2011,24/02/2011
1776.11,COP,24/02/2012,24/02/2012
2489.81,COP,24/02/2015,24/02/2015
3322.54,COP,24/02/2016,24/02/2016
2871.67,COP,24/02/2017,24/02/2017
2849.59,COP,24/02/2018,26/02/2018
766.63,COP,24/03/1993,24/03/1993
821.82,COP,24/03/1994,24/03/1994
868.95,COP,24/03/1995,24/03/1995
1544.6,COP,24/03/1999,24/03/1999
1954.57,COP,24/03/2000,24/03/2000
2295.74,COP,24/03/2001,26/03/2001
2664.5,COP,24/03/2004,24/03/2004
2382.3,COP,24/03/2005,28/03/2005
2265.49,COP,24/03/2006,24/03/2006
2174.72,COP,24/03/2007,26/03/2007
1907.06,COP,24/03/2010,24/03/2010
1867.74,COP,24/03/2011,24/03/2011
1760.17,COP,24/03/2012,26/03/2012
3058.8,COP,24/03/2016,28/03/2016
2921.25,COP,24/03/2017,24/03/2017
2849.01,COP,24/03/2018,26/03/2018
650.24,COP,24/04/1992,24/04/1992
775.32,COP,24/04/1993,26/04/1993
1055.31,COP,24/04/1996,24/04/1996
1065.48,COP,24/04/1997,24/04/1997
1354.91,COP,24/04/1998,24/04/1998
1578.98,COP,24/04/1999,26/04/1999
2334.38,COP,24/04/2001,24/04/2001
2263.68,COP,24/04/2002,24/04/2002
2911,COP,24/04/2003,24/04/2003
2622.74,COP,24/04/2004,26/04/2004
2115.56,COP,24/04/2007,24/04/2007
1765.3,COP,24/04/2008,24/04/2008
2300.74,COP,24/04/2009,24/04/2009
1950.89,COP,24/04/2010,26/04/2010
1774.44,COP,24/04/2012,24/04/2012
1838.03,COP,24/04/2013,24/04/2013
1936.63,COP,24/04/2014,24/04/2014
2471.21,COP,24/04/2015,24/04/2015
2799.45,COP,24/04/2018,24/04/2018
3177.94,COP,24/04/2019,24/04/2019
4020.94,COP,24/04/2020,24/04/2020
842.92,COP,24/05/1994,24/05/1994
869.95,COP,24/05/1995,24/05/1995
1069.47,COP,24/05/1996,24/05/1996
1076.69,COP,24/05/1997,26/05/1997
2111.94,COP,24/05/2000,24/05/2000
2295.23,COP,24/05/2001,24/05/2001
2338.55,COP,24/05/2002,24/05/2002
2868.37,COP,24/05/2003,26/05/2003
2329.05,COP,24/05/2005,24/05/2005
2490.06,COP,24/05/2006,24/05/2006
1963.56,COP,24/05/2007,24/05/2007
1777.98,COP,24/05/2008,27/05/2008
1828.12,COP,24/05/2011,24/05/2011
1845.17,COP,24/05/2012,24/05/2012
1864.02,COP,24/05/2013,24/05/2013
1905.53,COP,24/05/2014,27/05/2014
3058.25,COP,24/05/2016,24/05/2016
2904.61,COP,24/05/2017,24/05/2017
2863.24,COP,24/05/2018,24/05/2018
3368.76,COP,24/05/2019,24/05/2019
690.08,COP,24/06/1992,24/06/1992
786.42,COP,24/06/1993,24/06/1993
822.87,COP,24/06/1994,24/06/1994
873.64,COP,24/06/1995,26/06/1995
1088.16,COP,24/06/1997,24/06/1997
1381.11,COP,24/06/1998,24/06/1998
1723.26,COP,24/06/1999,24/06/1999
2123.99,COP,24/06/2000,27/06/2000
2715.53,COP,24/06/2004,24/06/2004
2319.27,COP,24/06/2005,24/06/2005
2607.13,COP,24/06/2006,27/06/2006
1713.63,COP,24/06/2008,24/06/2008
2165,COP,24/06/2009,24/06/2009
1895.75,COP,24/06/2010,24/06/2010
1788.11,COP,24/06/2011,24/06/2011
2550.74,COP,24/06/2015,24/06/2015
2897.53,COP,24/06/2016,24/06/2016
3010.68,COP,24/06/2017,27/06/2017
3706.06,COP,24/06/2020,24/06/2020
699.73,COP,24/07/1992,24/07/1992
798.83,COP,24/07/1993,26/07/1993
1064.56,COP,24/07/1996,24/07/1996
1106.7,COP,24/07/1997,24/07/1997
1378.88,COP,24/07/1998,24/07/1998
1831.19,COP,24/07/1999,26/07/1999
2302.26,COP,24/07/2001,24/07/2001
2539,COP,24/07/2002,24/07/2002
2882.7,COP,24/07/2003,24/07/2003
2628.46,COP,24/07/2004,26/07/2004
1912.9,COP,24/07/2007,24/07/2007
1772.25,COP,24/07/2008,24/07/2008
1953.12,COP,24/07/2009,24/07/2009
1867.47,COP,24/07/2010,26/07/2010
1790.39,COP,24/07/2012,24/07/2012
1886.06,COP,24/07/2013,24/07/2013
1847.85,COP,24/07/2014,24/07/2014
2807.36,COP,24/07/2015,24/07/2015
2897.73,COP,24/07/2018,24/07/2018
3188.01,COP,24/07/2019,24/07/2019
3660.15,COP,24/07/2020,24/07/2020
807.04,COP,24/08/1993,24/08/1993
816.58,COP,24/08/1994,24/08/1994
955.12,COP,24/08/1995,24/08/1995
1037.1,COP,24/08/1996,26/08/1996
1912.27,COP,24/08/1999,24/08/1999
2196.72,COP,24/08/2000,24/08/2000
2275.07,COP,24/08/2001,24/08/2001
2643.37,COP,24/08/2002,26/08/2002
2595.75,COP,24/08/2004,24/08/2004
2302.59,COP,24/08/2005,24/08/2005
2374.59,COP,24/08/2006,24/08/2006
2138.13,COP,24/08/2007,24/08/2007
1806.93,COP,24/08/2010,24/08/2010
1781.91,COP,24/08/2011,24/08/2011
1808.33,COP,24/08/2012,24/08/2012
1911.16,COP,24/08/2013,26/08/2013
2909.1,COP,24/08/2016,24/08/2016
2986.88,COP,24/08/2017,24/08/2017
2980.64,COP,24/08/2018,24/08/2018
3399.95,COP,24/08/2019,26/08/2019
698.4,COP,24/09/1992,24/09/1992
810.55,COP,24/09/1993,24/09/1993
839.46,COP,24/09/1994,26/09/1994
1038.09,COP,24/09/1996,24/09/1996
1248.83,COP,24/09/1997,24/09/1997
1561.28,COP,24/09/1998,24/09/1998
1994.86,COP,24/09/1999,24/09/1999
2793.36,COP,24/09/2002,24/09/2002
2866.42,COP,24/09/2003,24/09/2003
2567.83,COP,24/09/2004,24/09/2004
2290.03,COP,24/09/2005,26/09/2005
2077.59,COP,24/09/2008,24/09/2008
1911.66,COP,24/09/2009,24/09/2009
1810.72,COP,24/09/2010,24/09/2010
1902.45,COP,24/09/2011,26/09/2011
1892.89,COP,24/09/2013,24/09/2013
1997.91,COP,24/09/2014,24/09/2014
3099.28,COP,24/09/2015,24/09/2015
2917.95,COP,24/09/2016,26/09/2016
3437.78,COP,24/09/2019,24/09/2019
3863.6,COP,24/09/2020,24/09/2020
712.04,COP,24/10/1992,26/10/1992
991.98,COP,24/10/1995,24/10/1995
1017.52,COP,24/10/1996,24/10/1996
1267.1,COP,24/10/1997,24/10/1997
1597.97,COP,24/10/1998,26/10/1998
2157.84,COP,24/10/2000,24/10/2000
2316.14,COP,24/10/2001,24/10/2001
2744.32,COP,24/10/2002,24/10/2002
2872.55,COP,24/10/2003,24/10/2003
2341.51,COP,24/10/2006,24/10/2006
2006.67,COP,24/10/2007,24/10/2007
2361.01,COP,24/10/2008,24/10/2008
1924.35,COP,24/10/2009,26/10/2009
1816.6,COP,24/10/2012,24/10/2012
1883.14,COP,24/10/2013,24/10/2013
2053.39,COP,24/10/2014,24/10/2014
2912.08,COP,24/10/2015,26/10/2015
2947.69,COP,24/10/2017,24/10/2017
3110.2,COP,24/10/2018,24/10/2018
3409.29,COP,24/10/2019,24/10/2019
3782.66,COP,24/10/2020,26/10/2020
726.97,COP,24/11/1992,24/11/1992
812.12,COP,24/11/1993,24/11/1993
828.67,COP,24/11/1994,24/11/1994
1001.23,COP,24/11/1995,24/11/1995
1547.92,COP,24/11/1998,24/11/1998
1925,COP,24/11/1999,24/11/1999
2141.14,COP,24/11/2000,24/11/2000
2316.4,COP,24/11/2001,26/11/2001
2509.79,COP,24/11/2004,24/11/2004
2277.92,COP,24/11/2005,25/11/2005
2088.24,COP,24/11/2007,26/11/2007
1964.92,COP,24/11/2009,24/11/2009
1892.84,COP,24/11/2010,24/11/2010
1932.63,COP,24/11/2011,25/11/2011
1820.18,COP,24/11/2012,26/11/2012
3086.82,COP,24/11/2015,24/11/2015
3187.97,COP,24/11/2016,25/11/2016
3223.95,COP,24/11/2018,26/11/2018
622.95,COP,24/12/1991,24/12/1991
735.19,COP,24/12/1992,24/12/1992
801.69,COP,24/12/1993,24/12/1993
826.47,COP,24/12/1994,26/12/1994
1002.51,COP,24/12/1996,26/12/1996
1281.6,COP,24/12/1997,26/12/1997
1484.88,COP,24/12/1998,24/12/1998
1874.77,COP,24/12/1999,24/12/1999
2826.04,COP,24/12/2002,24/12/2002
2806.33,COP,24/12/2003,24/12/2003
2404.4,COP,24/12/2004,24/12/2004
2282.36,COP,24/12/2005,26/12/2005
2180.49,COP,24/12/2008,24/12/2008
2045.07,COP,24/12/2009,24/12/2009
1928.33,COP,24/12/2010,24/12/2010
1920.93,COP,24/12/2011,27/12/2011
1925.45,COP,24/12/2013,24/12/2013
2342.57,COP,24/12/2014,24/12/2014
3255.19,COP,24/12/2015,24/12/2015
2996.6,COP,24/12/2016,27/12/2016
3316.92,COP,24/12/2019,24/12/2019
644.83,COP,25/01/1992,27/01/1992
816.69,COP,25/01/1994,25/01/1994
856.65,COP,25/01/1995,25/01/1995
1026.08,COP,25/01/1996,25/01/1996
1032.62,COP,25/01/1997,27/01/1997
1943.88,COP,25/01/2000,25/01/2000
2254.35,COP,25/01/2001,25/01/2001
2231.98,COP,25/01/2002,25/01/2002
2924.73,COP,25/01/2003,27/01/2003
2370.77,COP,25/01/2005,25/01/2005
2262.87,COP,25/01/2006,25/01/2006
2254.67,COP,25/01/2007,25/01/2007
1970.65,COP,25/01/2008,25/01/2008
1842.43,COP,25/01/2011,25/01/2011
1814.58,COP,25/01/2012,25/01/2012
1779.73,COP,25/01/2013,25/01/2013
2000.48,COP,25/01/2014,27/01/2014
2932.01,COP,25/01/2017,25/01/2017
2820.53,COP,25/01/2018,25/01/2018
3160.52,COP,25/01/2019,25/01/2019
3366.01,COP,25/01/2020,27/01/2020
633.55,COP,25/02/1992,25/02/1992
755.07,COP,25/02/1993,25/02/1993
819.68,COP,25/02/1994,25/02/1994
854.71,COP,25/02/1995,27/02/1995
1078.23,COP,25/02/1997,25/02/1997
1334.72,COP,25/02/1998,25/02/1998
1557.97,COP,25/02/1999,25/02/1999
1947.72,COP,25/02/2000,25/02/2000
2949.05,COP,25/02/2003,25/02/2003
2651.94,COP,25/02/2004,25/02/2004
2308.7,COP,25/02/2005,25/02/2005
2246.18,COP,25/02/2006,27/02/2006
2596.37,COP,25/02/2009,25/02/2009
1932.15,COP,25/02/2010,25/02/2010
1898.39,COP,25/02/2011,25/02/2011
1772.42,COP,25/02/2012,27/02/2012
2042.67,COP,25/02/2014,25/02/2014
2500.59,COP,25/02/2015,25/02/2015
3341.69,COP,25/02/2016,25/02/2016
2886.52,COP,25/02/2017,27/02/2017
3431.6,COP,25/02/2020,25/02/2020
642,COP,25/03/1992,25/03/1992
766.91,COP,25/03/1993,25/03/1993
821.7,COP,25/03/1994,25/03/1994
869.22,COP,25/03/1995,27/03/1995
1364.4,COP,25/03/1998,25/03/1998
1541.74,COP,25/03/1999,25/03/1999
1954.83,COP,25/03/2000,27/03/2000
2667.05,COP,25/03/2004,25/03/2004
2266.95,COP,25/03/2006,27/03/2006
2353.21,COP,25/03/2009,25/03/2009
1923.41,COP,25/03/2010,25/03/2010
1865.11,COP,25/03/2011,25/03/2011
2526.79,COP,25/03/2015,25/03/2015
2899.94,COP,25/03/2017,27/03/2017
4104.9,COP,25/03/2020,25/03/2020
651.36,COP,25/04/1992,27/04/1992
878.2,COP,25/04/1995,25/04/1995
1054.53,COP,25/04/1996,25/04/1996
1066.77,COP,25/04/1997,25/04/1997
1359.99,COP,25/04/1998,27/04/1998
1991.17,COP,25/04/2000,25/04/2000
2339.16,COP,25/04/2001,25/04/2001
2265.7,COP,25/04/2002,25/04/2002
2908.25,COP,25/04/2003,25/04/2003
2332.99,COP,25/04/2006,25/04/2006
2119.37,COP,25/04/2007,25/04/2007
1765.75,COP,25/04/2008,25/04/2008
2283.2,COP,25/04/2009,27/04/2009
1767.91,COP,25/04/2012,25/04/2012
1836.79,COP,25/04/2013,25/04/2013
1936.07,COP,25/04/2014,25/04/2014
2461.17,COP,25/04/2015,27/04/2015
2871.98,COP,25/04/2017,25/04/2017
2785.22,COP,25/04/2018,25/04/2018
3213.23,COP,25/04/2019,25/04/2019
4039.87,COP,25/04/2020,27/04/2020
843.08,COP,25/05/1994,25/05/1994
870.55,COP,25/05/1995,25/05/1995
1068.94,COP,25/05/1996,27/05/1996
1671.2,COP,25/05/1999,25/05/1999
2142.14,COP,25/05/2000,25/05/2000
2310.64,COP,25/05/2001,25/05/2001
2331.07,COP,25/05/2002,27/05/2002
2328.69,COP,25/05/2005,25/05/2005
2518.34,COP,25/05/2006,25/05/2006
1962.59,COP,25/05/2007,25/05/2007
1975.01,COP,25/05/2010,25/05/2010
1828.64,COP,25/05/2011,25/05/2011
1836.45,COP,25/05/2012,25/05/2012
1874.1,COP,25/05/2013,28/05/2013
3059.92,COP,25/05/2016,25/05/2016
2905.29,COP,25/05/2017,25/05/2017
2863.12,COP,25/05/2018,25/05/2018
3358.84,COP,25/05/2019,28/05/2019
699.09,COP,25/06/1992,25/06/1992
786.72,COP,25/06/1993,25/06/1993
821,COP,25/06/1994,27/06/1994
1070.25,COP,25/06/1996,25/06/1996
1086.47,COP,25/06/1997,25/06/1997
1375.02,COP,25/06/1998,25/06/1998
1734.83,COP,25/06/1999,25/06/1999
2383.41,COP,25/06/2002,25/06/2002
2815.26,COP,25/06/2003,25/06/2003
2702.6,COP,25/06/2004,25/06/2004
2320.29,COP,25/06/2005,27/06/2005
1748.04,COP,25/06/2008,25/06/2008
2158.72,COP,25/06/2009,25/06/2009
1896.87,COP,25/06/2010,25/06/2010
1787.8,COP,25/06/2011,28/06/2011
1942.97,COP,25/06/2013,25/06/2013
1886.85,COP,25/06/2014,25/06/2014
2566.66,COP,25/06/2015,25/06/2015
2972.92,COP,25/06/2016,27/06/2016
3722.27,COP,25/06/2020,25/06/2020
699.68,COP,25/07/1992,27/07/1992
896.68,COP,25/07/1995,25/07/1995
1061.46,COP,25/07/1996,25/07/1996
1106.64,COP,25/07/1997,25/07/1997
1379.61,COP,25/07/1998,27/07/1998
2147.65,COP,25/07/2000,25/07/2000
2301.56,COP,25/07/2001,25/07/2001
2572.42,COP,25/07/2002,25/07/2002
2887.31,COP,25/07/2003,25/07/2003
2450.79,COP,25/07/2006,25/07/2006
1916.23,COP,25/07/2007,25/07/2007
1777.1,COP,25/07/2008,25/07/2008
1970.11,COP,25/07/2009,27/07/2009
1797.33,COP,25/07/2012,25/07/2012
1891.02,COP,25/07/2013,25/07/2013
1846.12,COP,25/07/2014,25/07/2014
2857.46,COP,25/07/2015,27/07/2015
3023.67,COP,25/07/2017,25/07/2017
2898.36,COP,25/07/2018,25/07/2018
3194.67,COP,25/07/2019,25/07/2019
3690.8,COP,25/07/2020,27/07/2020
689.56,COP,25/08/1992,25/08/1992
807.57,COP,25/08/1993,25/08/1993
816.77,COP,25/08/1994,25/08/1994
962.6,COP,25/08/1995,25/08/1995
1418.22,COP,25/08/1998,25/08/1998
1921.87,COP,25/08/1999,25/08/1999
2205.6,COP,25/08/2000,25/08/2000
2273.5,COP,25/08/2001,27/08/2001
2589.25,COP,25/08/2004,25/08/2004
2305.05,COP,25/08/2005,25/08/2005
2398,COP,25/08/2006,25/08/2006
2128.17,COP,25/08/2007,27/08/2007
1997.44,COP,25/08/2009,25/08/2009
1818.86,COP,25/08/2010,25/08/2010
1791.61,COP,25/08/2011,25/08/2011
1814.83,COP,25/08/2012,27/08/2012
3208.37,COP,25/08/2015,25/08/2015
2938.28,COP,25/08/2016,25/08/2016
2972.98,COP,25/08/2017,25/08/2017
2958.45,COP,25/08/2018,27/08/2018
3843.69,COP,25/08/2020,25/08/2020
697.01,COP,25/09/1992,25/09/1992
809.93,COP,25/09/1993,27/09/1993
1040.36,COP,25/09/1996,25/09/1996
1251.88,COP,25/09/1997,25/09/1997
1548.95,COP,25/09/1998,25/09/1998
1995.64,COP,25/09/1999,27/09/1999
2329.7,COP,25/09/2001,25/09/2001
2810.46,COP,25/09/2002,25/09/2002
2872.3,COP,25/09/2003,25/09/2003
2602.2,COP,25/09/2004,27/09/2004
2028.95,COP,25/09/2007,25/09/2007
2147.41,COP,25/09/2008,25/09/2008
1922.5,COP,25/09/2009,25/09/2009
1809.46,COP,25/09/2010,27/09/2010
1799.29,COP,25/09/2012,25/09/2012
1888.14,COP,25/09/2013,25/09/2013
2007.48,COP,25/09/2014,25/09/2014
3135.17,COP,25/09/2015,25/09/2015
2991.9,COP,25/09/2018,25/09/2018
3438.66,COP,25/09/2019,25/09/2019
3873.8,COP,25/09/2020,25/09/2020
842.6,COP,25/10/1994,25/10/1994
993.68,COP,25/10/1995,25/10/1995
1015.49,COP,25/10/1996,25/10/1996
1272.02,COP,25/10/1997,27/10/1997
2153.18,COP,25/10/2000,25/10/2000
2319.53,COP,25/10/2001,25/10/2001
2747.07,COP,25/10/2002,25/10/2002
2857.88,COP,25/10/2003,27/10/2003
2285.37,COP,25/10/2005,25/10/2005
2341.33,COP,25/10/2006,25/10/2006
2025.7,COP,25/10/2007,25/10/2007
2386.48,COP,25/10/2008,27/10/2008
1878.78,COP,25/10/2011,25/10/2011
1817.25,COP,25/10/2012,25/10/2012
1882.11,COP,25/10/2013,25/10/2013
2065.38,COP,25/10/2014,27/10/2014
2929.83,COP,25/10/2016,25/10/2016
2971.36,COP,25/10/2017,25/10/2017
3149.7,COP,25/10/2018,25/10/2018
3387.72,COP,25/10/2019,25/10/2019
720.63,COP,25/11/1992,25/11/1992
811.67,COP,25/11/1993,25/11/1993
828.76,COP,25/11/1994,25/11/1994
1000.69,COP,25/11/1995,27/11/1995
1296.37,COP,25/11/1997,25/11/1997
1557.57,COP,25/11/1998,25/11/1998
1912.86,COP,25/11/1999,25/11/1999
2141.91,COP,25/11/2000,27/11/2000
2838.02,COP,25/11/2003,25/11/2003
2501.88,COP,25/11/2004,26/11/2004
2298.52,COP,25/11/2006,27/11/2006
2314.72,COP,25/11/2008,25/11/2008
1969.01,COP,25/11/2009,25/11/2009
1889.11,COP,25/11/2010,26/11/2010
2158.12,COP,25/11/2014,25/11/2014
3074.35,COP,25/11/2015,25/11/2015
2976.39,COP,25/11/2017,27/11/2017
622.95,COP,25/12/1991,26/12/1991
735.19,COP,25/12/1992,28/12/1992
801.69,COP,25/12/1993,27/12/1993
1484.88,COP,25/12/1998,28/12/1998
1874.58,COP,25/12/1999,27/12/1999
2297.59,COP,25/12/2001,25/12/2001
2823.95,COP,25/12/2002,26/12/2002
2796.89,COP,25/12/2003,26/12/2003
2375.99,COP,25/12/2004,27/12/2004
1989.7,COP,25/12/2007,26/12/2007
2198.09,COP,25/12/2008,26/12/2008
2043.41,COP,25/12/2009,28/12/2009
1939.54,COP,25/12/2010,27/12/2010
1773.44,COP,25/12/2012,26/12/2012
1922.76,COP,25/12/2013,26/12/2013
2346.9,COP,25/12/2014,26/12/2014
3172.03,COP,25/12/2015,28/12/2015
3285.51,COP,25/12/2018,26/12/2018
3305.84,COP,25/12/2019,26/12/2019
747.25,COP,26/01/1993,26/01/1993
819.1,COP,26/01/1994,26/01/1994
857.56,COP,26/01/1995,26/01/1995
1026.78,COP,26/01/1996,26/01/1996
1591.58,COP,26/01/1999,26/01/1999
1939.63,COP,26/01/2000,26/01/2000
2250.03,COP,26/01/2001,26/01/2001
2242.67,COP,26/01/2002,28/01/2002
2370.08,COP,26/01/2005,26/01/2005
2273.5,COP,26/01/2006,26/01/2006
2252.88,COP,26/01/2007,26/01/2007
1961.3,COP,26/01/2008,28/01/2008
1961.97,COP,26/01/2010,26/01/2010
1853.71,COP,26/01/2011,26/01/2011
1814.69,COP,26/01/2012,26/01/2012
1779.25,COP,26/01/2013,28/01/2013
3362.38,COP,26/01/2016,26/01/2016
2927.53,COP,26/01/2017,26/01/2017
2783.13,COP,26/01/2018,26/01/2018
3150.58,COP,26/01/2019,28/01/2019
633.74,COP,26/02/1992,26/02/1992
759.2,COP,26/02/1993,26/02/1993
819.7,COP,26/02/1994,28/02/1994
1084.09,COP,26/02/1997,26/02/1997
1340.75,COP,26/02/1998,26/02/1998
1572.46,COP,26/02/1999,26/02/1999
1947.28,COP,26/02/2000,28/02/2000
2310.21,COP,26/02/2002,26/02/2002
2951.81,COP,26/02/2003,26/02/2003
2664.3,COP,26/02/2004,26/02/2004
2323.77,COP,26/02/2005,28/02/2005
1887.97,COP,26/02/2008,26/02/2008
2575.5,COP,26/02/2009,26/02/2009
1941.98,COP,26/02/2010,26/02/2010
1895.56,COP,26/02/2011,28/02/2011
1806.11,COP,26/02/2013,26/02/2013
2045.45,COP,26/02/2014,26/02/2014
2489.41,COP,26/02/2015,26/02/2015
3310.16,COP,26/02/2016,26/02/2016
3101.41,COP,26/02/2019,26/02/2019
3425.22,COP,26/02/2020,26/02/2020
641.81,COP,26/03/1992,26/03/1992
767.99,COP,26/03/1993,26/03/1993
821.14,COP,26/03/1994,28/03/1994
1048,COP,26/03/1996,26/03/1996
1059.53,COP,26/03/1997,26/03/1997
1364.76,COP,26/03/1998,26/03/1998
1534.28,COP,26/03/1999,26/03/1999
2959.26,COP,26/03/2003,26/03/2003
2679.33,COP,26/03/2004,26/03/2004
1835.01,COP,26/03/2008,26/03/2008
2379.94,COP,26/03/2009,26/03/2009
1922.91,COP,26/03/2010,26/03/2010
1871.37,COP,26/03/2011,28/03/2011
1978.63,COP,26/03/2014,26/03/2014
2535.55,COP,26/03/2015,26/03/2015
4086.34,COP,26/03/2020,26/03/2020
835.4,COP,26/04/1994,26/04/1994
876.32,COP,26/04/1995,26/04/1995
1054.29,COP,26/04/1996,26/04/1996
1063.83,COP,26/04/1997,28/04/1997
1988.65,COP,26/04/2000,26/04/2000
2345.21,COP,26/04/2001,26/04/2001
2267.4,COP,26/04/2002,26/04/2002
2912.83,COP,26/04/2003,28/04/2003
2343.97,COP,26/04/2005,26/04/2005
2348.49,COP,26/04/2006,26/04/2006
2112.61,COP,26/04/2007,26/04/2007
1775.22,COP,26/04/2008,28/04/2008
1781.56,COP,26/04/2011,26/04/2011
1763.85,COP,26/04/2012,26/04/2012
1830.84,COP,26/04/2013,26/04/2013
1942.37,COP,26/04/2014,28/04/2014
2962.08,COP,26/04/2016,26/04/2016
2899.13,COP,26/04/2017,26/04/2017
2820.29,COP,26/04/2018,26/04/2018
3237.98,COP,26/04/2019,26/04/2019
662.15,COP,26/05/1992,26/05/1992
783.15,COP,26/05/1993,26/05/1993
842.22,COP,26/05/1994,26/05/1994
872.96,COP,26/05/1995,26/05/1995
1669.27,COP,26/05/1999,26/05/1999
2113.28,COP,26/05/2000,26/05/2000
2339.98,COP,26/05/2001,29/05/2001
2760.06,COP,26/05/2004,26/05/2004
2329.35,COP,26/05/2005,26/05/2005
2517.44,COP,26/05/2006,26/05/2006
1934.55,COP,26/05/2007,29/05/2007
1989.51,COP,26/05/2010,26/05/2010
1831.58,COP,26/05/2011,26/05/2011
1840.69,COP,26/05/2012,29/05/2012
3061.89,COP,26/05/2016,26/05/2016
2911.66,COP,26/05/2017,26/05/2017
2887.16,COP,26/05/2018,29/05/2018
701.83,COP,26/06/1992,26/06/1992
786.96,COP,26/06/1993,28/06/1993
1069.81,COP,26/06/1996,26/06/1996
1087.72,COP,26/06/1997,26/06/1997
1363.67,COP,26/06/1998,26/06/1998
1737.91,COP,26/06/1999,28/06/1999
2386.18,COP,26/06/2002,26/06/2002
2806.96,COP,26/06/2003,26/06/2003
2697.08,COP,26/06/2004,28/06/2004
1960.32,COP,26/06/2007,26/06/2007
1783.44,COP,26/06/2008,26/06/2008
2188.5,COP,26/06/2009,26/06/2009
1900.36,COP,26/06/2010,28/06/2010
1803.37,COP,26/06/2012,26/06/2012
1928.27,COP,26/06/2013,26/06/2013
1880.37,COP,26/06/2014,26/06/2014
2556.21,COP,26/06/2015,26/06/2015
2927.67,COP,26/06/2018,26/06/2018
3187.15,COP,26/06/2019,26/06/2019
3735.93,COP,26/06/2020,26/06/2020
816.34,COP,26/07/1994,26/07/1994
897.32,COP,26/07/1995,26/07/1995
1061.03,COP,26/07/1996,26/07/1996
1106.06,COP,26/07/1997,28/07/1997
2153.91,COP,26/07/2000,26/07/2000
2302.7,COP,26/07/2001,26/07/2001
2580.15,COP,26/07/2002,26/07/2002
2888.32,COP,26/07/2003,28/07/2003
2315.39,COP,26/07/2005,26/07/2005
2458.56,COP,26/07/2006,26/07/2006
1935.68,COP,26/07/2007,26/07/2007
1785.17,COP,26/07/2008,28/07/2008
1768.02,COP,26/07/2011,26/07/2011
1799.48,COP,26/07/2012,26/07/2012
1887.4,COP,26/07/2013,26/07/2013
1848.56,COP,26/07/2014,28/07/2014
