VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
1894.44,COP,9/3/2010,9/3/2010
1931.91,COP,9/4/2010,9/4/2010
1960.5,COP,9/6/2010,9/6/2010
1889.61,COP,9/7/2010,9/7/2010
1803,COP,9/9/2010,9/9/2010
1786.37,COP,9/10/2010,12/10/2010
1828.28,COP,9/11/2010,9/11/2010
1981.4,COP,10/2/2010,10/2/2010
1894.3,COP,10/3/2010,10/3/2010
1921.32,COP,10/4/2010,12/4/2010
1943.41,COP,10/6/2010,10/6/2010
1877.66,COP,10/7/2010,12/7/2010
1808.93,COP,10/8/2010,10/8/2010
1802.54,COP,10/9/2010,10/9/2010
1836.27,COP,10/11/2010,10/11/2010
1902.72,COP,10/12/2010,10/12/2010
1965.03,COP,11/2/2010,11/2/2010
1888.05,COP,11/3/2010,11/3/2010
1988.32,COP,11/5/2010,11/5/2010
1928.83,COP,11/6/2010,11/6/2010
1810.12,COP,11/8/2010,11/8/2010
1801.04,COP,11/9/2010,13/09/2010
1858.01,COP,11/11/2010,12/11/2010
1911.87,COP,11/12/2010,13/12/2010
1943.6,COP,12/2/2010,12/2/2010
1894.79,COP,12/3/2010,12/3/2010
1980.5,COP,12/5/2010,12/5/2010
1925.35,COP,12/6/2010,15/06/2010
1807.55,COP,12/8/2010,12/8/2010
1867.82,COP,1/2/2011,1/2/2011
1907.37,COP,1/3/2011,1/3/2011
1870.6,COP,1/4/2011,1/4/2011
1797.83,COP,1/6/2011,1/6/2011
1772.32,COP,1/7/2011,1/7/2011
1780.26,COP,1/9/2011,1/9/2011
1929.01,COP,1/10/2011,3/10/2011
1871.49,COP,1/11/2011,1/11/2011
1948.51,COP,1/12/2011,1/12/2011
1853.33,COP,2/2/2011,2/2/2011
1913.21,COP,2/3/2011,2/3/2011
1858.95,COP,2/4/2011,4/4/2011
1789.41,COP,2/6/2011,2/6/2011
1762.59,COP,2/7/2011,5/7/2011
1771.81,COP,2/8/2011,2/8/2011
1778.51,COP,2/9/2011,2/9/2011
1891.38,COP,2/11/2011,2/11/2011
1949.56,COP,2/12/2011,2/12/2011
1852.67,COP,3/2/2011,3/2/2011
1916.05,COP,3/3/2011,3/3/2011
1768.37,COP,3/5/2011,3/5/2011
1784.12,COP,3/6/2011,3/6/2011
1765.53,COP,3/8/2011,3/8/2011
1782.8,COP,3/9/2011,6/9/2011
1889.66,COP,3/11/2011,3/11/2011
1938.83,COP,3/12/2011,5/12/2011
1902.71,COP,4/1/2011,4/1/2011
1863.03,COP,4/2/2011,4/2/2011
1904.73,COP,4/3/2011,4/3/2011
1767.05,COP,4/5/2011,4/5/2011
1785.05,COP,4/6/2011,7/6/2011
1772.52,COP,4/8/2011,4/8/2011
1943.8,COP,4/10/2011,4/10/2011
1905.38,COP,4/11/2011,4/11/2011
1899.86,COP,5/1/2011,5/1/2011
1872.01,COP,5/2/2011,7/2/2011
1890.23,COP,5/3/2011,7/3/2011
1846.78,COP,5/4/2011,5/4/2011
1763.45,COP,5/5/2011,5/5/2011
1781.33,COP,5/8/2011,5/8/2011
1972.76,COP,5/10/2011,5/10/2011
1915.72,COP,5/11/2011,8/11/2011
1894.82,COP,6/1/2011,6/1/2011
1838.29,COP,6/4/2011,6/4/2011
1769.46,COP,6/5/2011,6/5/2011
1766.57,COP,6/7/2011,6/7/2011
1792.68,COP,6/8/2011,8/8/2011
1967.56,COP,6/10/2011,6/10/2011
1936.29,COP,6/12/2011,6/12/2011
1869.94,COP,7/1/2011,7/1/2011
1826.97,COP,7/4/2011,7/4/2011
1763.12,COP,7/5/2011,9/5/2011
1767.47,COP,7/7/2011,7/7/2011
1791.89,COP,7/9/2011,7/9/2011
1952.09,COP,7/10/2011,7/10/2011
1936.11,COP,7/12/2011,7/12/2011
1859.97,COP,8/1/2011,11/1/2011
1871.81,COP,8/2/2011,8/2/2011
1893.17,COP,8/3/2011,8/3/2011
1825.09,COP,8/4/2011,8/4/2011
1770.13,COP,8/6/2011,8/6/2011
1759.38,COP,8/7/2011,8/7/2011
1789.3,COP,8/9/2011,8/9/2011
1931.64,COP,8/10/2011,11/10/2011
1930.57,COP,8/12/2011,9/12/2011
1875.32,COP,9/2/2011,9/2/2011
1889.85,COP,9/3/2011,9/3/2011
1817.35,COP,9/4/2011,11/4/2011
1769.83,COP,9/6/2011,9/6/2011
1759.41,COP,9/7/2011,11/7/2011
1811.18,COP,9/8/2011,9/8/2011
1789.9,COP,9/9/2011,9/9/2011
1908.71,COP,9/11/2011,9/11/2011
1891.54,COP,10/2/2011,10/2/2011
1879.49,COP,10/3/2011,10/3/2011
1779.7,COP,10/5/2011,10/5/2011
1772.59,COP,10/6/2011,10/6/2011
1811.68,COP,10/8/2011,10/8/2011
1796.58,COP,10/9/2011,12/9/2011
1917.69,COP,10/11/2011,10/11/2011
1927.1,COP,10/12/2011,12/12/2011
1889.1,COP,11/2/2011,11/2/2011
1871.97,COP,11/3/2011,11/3/2011
1791.72,COP,11/5/2011,11/5/2011
1774.94,COP,11/6/2011,13/06/2011
1800.97,COP,11/8/2011,11/8/2011
1913.65,COP,11/11/2011,15/11/2011
1856.79,COP,12/1/2011,12/1/2011
1880.37,COP,12/2/2011,14/02/2011
1866.2,COP,12/3/2011,14/03/2011
1815.79,COP,12/4/2011,12/4/2011
1798.66,COP,12/5/2011,12/5/2011
1768.42,COP,12/7/2011,12/7/2011
1793.47,COP,12/8/2011,12/8/2011
1913.6,COP,12/10/2011,12/10/2011
1805.98,COP,1/2/2012,1/2/2012
1766.85,COP,1/3/2012,1/3/2012
1764,COP,1/5/2012,2/5/2012
1833.8,COP,1/6/2012,1/6/2012
1790.74,COP,1/8/2012,1/8/2012
1825.21,COP,1/9/2012,4/9/2012
1831.25,COP,1/11/2012,1/11/2012
1813.72,COP,1/12/2012,3/12/2012
1797.68,COP,2/2/2012,2/2/2012
1770.7,COP,2/3/2012,2/3/2012
1834.71,COP,2/6/2012,4/6/2012
1787.51,COP,2/8/2012,2/8/2012
1797.97,COP,2/10/2012,2/10/2012
1825.5,COP,2/11/2012,2/11/2012
1795.55,COP,3/2/2012,3/2/2012
1775.69,COP,3/3/2012,5/3/2012
1779.13,COP,3/4/2012,3/4/2012
1760.12,COP,3/5/2012,3/5/2012
1790.97,COP,3/8/2012,3/8/2012
1798.86,COP,3/10/2012,3/10/2012
1828.8,COP,3/11/2012,6/11/2012
1915.02,COP,4/1/2012,4/1/2012
1784.77,COP,4/2/2012,6/2/2012
1767.84,COP,4/4/2012,4/4/2012
1754.89,COP,4/5/2012,4/5/2012
1771.53,COP,4/7/2012,5/7/2012
1786.06,COP,4/8/2012,6/8/2012
1800.43,COP,4/10/2012,4/10/2012
1813.73,COP,4/12/2012,4/12/2012
1898.24,COP,5/1/2012,5/1/2012
1772.58,COP,5/4/2012,9/4/2012
1757.24,COP,5/5/2012,7/5/2012
1815.54,COP,5/6/2012,5/6/2012
1824.81,COP,5/9/2012,5/9/2012
1797.68,COP,5/10/2012,5/10/2012
1813.57,COP,5/12/2012,5/12/2012
1884.44,COP,6/1/2012,6/1/2012
1774.03,COP,6/3/2012,6/3/2012
1798.85,COP,6/6/2012,6/6/2012
1774.37,COP,6/7/2012,6/7/2012
1814.06,COP,6/9/2012,6/9/2012
1795.4,COP,6/10/2012,9/10/2012
1811.05,COP,6/12/2012,6/12/2012
1884.47,COP,7/1/2012,10/1/2012
1787.96,COP,7/2/2012,7/2/2012
1779.32,COP,7/3/2012,7/3/2012
1782.89,COP,7/6/2012,7/6/2012
1785.25,COP,7/7/2012,9/7/2012
1785.29,COP,7/8/2012,8/8/2012
1804.09,COP,7/9/2012,7/9/2012
1814.99,COP,7/11/2012,7/11/2012
1803.69,COP,7/12/2012,7/12/2012
1783.34,COP,8/2/2012,8/2/2012
1773.88,COP,8/3/2012,8/3/2012
1759.12,COP,8/5/2012,8/5/2012
1766.91,COP,8/6/2012,8/6/2012
1797.35,COP,8/9/2012,10/9/2012
1814.83,COP,8/11/2012,8/11/2012
1797.45,COP,8/12/2012,10/12/2012
1778.9,COP,9/2/2012,9/2/2012
1765.06,COP,9/3/2012,9/3/2012
1760.6,COP,9/5/2012,9/5/2012
1776.26,COP,9/6/2012,12/6/2012
1788.03,COP,9/8/2012,9/8/2012
1814.21,COP,9/11/2012,9/11/2012
1774.96,COP,10/2/2012,10/2/2012
1762.08,COP,10/3/2012,12/3/2012
1779.53,COP,10/4/2012,10/4/2012
1775.96,COP,10/5/2012,10/5/2012
1790.25,COP,10/7/2012,10/7/2012
1788.08,COP,10/8/2012,10/8/2012
1798.32,COP,10/10/2012,10/10/2012
1816.99,COP,10/11/2012,13/11/2012
1865.07,COP,11/1/2012,11/1/2012
1785.59,COP,11/2/2012,13/02/2012
1793.3,COP,11/4/2012,11/4/2012
1765,COP,11/5/2012,11/5/2012
1785.06,COP,11/7/2012,11/7/2012
1791.61,COP,11/8/2012,13/08/2012
1802.23,COP,11/9/2012,11/9/2012
1799.78,COP,11/10/2012,11/10/2012
1799.4,COP,11/12/2012,11/12/2012
1854.17,COP,12/1/2012,12/1/2012
1787.66,COP,12/4/2012,12/4/2012
1764.69,COP,12/5/2012,14/05/2012
1787.72,COP,12/7/2012,12/7/2012
1795.4,COP,12/9/2012,12/9/2012
1797.68,COP,12/10/2012,12/10/2012
1801.5,COP,12/12/2012,12/12/2012
1775.65,COP,1/2/2013,1/2/2013
1814.28,COP,1/3/2013,1/3/2013
1825.83,COP,1/5/2013,2/5/2013
1907.76,COP,1/6/2013,4/6/2013
1896.15,COP,1/8/2013,1/8/2013
1908.29,COP,1/10/2013,1/10/2013
1889.16,COP,1/11/2013,1/11/2013
1776.2,COP,2/2/2013,4/2/2013
1816.48,COP,2/3/2013,4/3/2013
1823.12,COP,2/4/2013,2/4/2013
1896.65,COP,2/8/2013,2/8/2013
1893.77,COP,2/10/2013,2/10/2013
1901.22,COP,2/11/2013,5/11/2013
1759.97,COP,3/1/2013,3/1/2013
1817.14,COP,3/4/2013,3/4/2013
1836.34,COP,3/5/2013,3/5/2013
1919.42,COP,3/7/2013,3/7/2013
1891.67,COP,3/8/2013,5/8/2013
1884.97,COP,3/10/2013,3/10/2013
1934.16,COP,3/12/2013,3/12/2013
1760.83,COP,4/1/2013,4/1/2013
1819.93,COP,4/4/2013,4/4/2013
1835.88,COP,4/5/2013,6/5/2013
1915.45,COP,4/7/2013,5/7/2013
1946.28,COP,4/9/2013,4/9/2013
1889.95,COP,4/10/2013,4/10/2013
1941.01,COP,4/12/2013,4/12/2013
1767.54,COP,5/1/2013,8/1/2013
1785.92,COP,5/2/2013,5/2/2013
1813.53,COP,5/3/2013,5/3/2013
1829.01,COP,5/4/2013,5/4/2013
1894.4,COP,5/6/2013,5/6/2013
1938.99,COP,5/9/2013,5/9/2013
1886.78,COP,5/10/2013,7/10/2013
1948.48,COP,5/12/2013,5/12/2013
1789.09,COP,6/2/2013,6/2/2013
1809.65,COP,6/3/2013,6/3/2013
1826.88,COP,6/4/2013,8/4/2013
1899.08,COP,6/6/2013,6/6/2013
1927.4,COP,6/7/2013,8/7/2013
1883.24,COP,6/8/2013,6/8/2013
1952.11,COP,6/9/2013,6/9/2013
1916.22,COP,6/11/2013,6/11/2013
1940.26,COP,6/12/2013,6/12/2013
1791.24,COP,7/2/2013,7/2/2013
1808,COP,7/3/2013,7/3/2013
1831.42,COP,7/5/2013,7/5/2013
1907.88,COP,7/6/2013,7/6/2013
1882.01,COP,7/8/2013,8/8/2013
1947.99,COP,7/9/2013,9/9/2013
1916.8,COP,7/11/2013,7/11/2013
1936.33,COP,7/12/2013,9/12/2013
1795.21,COP,8/2/2013,8/2/2013
1803.65,COP,8/3/2013,8/3/2013
1827.13,COP,8/5/2013,8/5/2013
1898.8,COP,8/6/2013,11/6/2013
1885.19,COP,8/10/2013,8/10/2013
1924.87,COP,8/11/2013,8/11/2013
1771.31,COP,9/1/2013,9/1/2013
1790.61,COP,9/2/2013,11/2/2013
1800.45,COP,9/3/2013,11/3/2013
1817.66,COP,9/4/2013,9/4/2013
1830.7,COP,9/5/2013,9/5/2013
1926.84,COP,9/7/2013,9/7/2013
1877.23,COP,9/8/2013,9/8/2013
1889.17,COP,9/10/2013,9/10/2013
1932.77,COP,9/11/2013,12/11/2013
1767.96,COP,10/1/2013,10/1/2013
1813.11,COP,10/4/2013,10/4/2013
1833.07,COP,10/5/2013,10/5/2013
1920.12,COP,10/7/2013,10/7/2013
1873.92,COP,10/8/2013,12/8/2013
1946.06,COP,10/9/2013,10/9/2013
1894.06,COP,10/10/2013,10/10/2013
1932.71,COP,10/12/2013,10/12/2013
1761.5,COP,11/1/2013,11/1/2013
1821.2,COP,11/4/2013,11/4/2013
1834.83,COP,11/5/2013,14/05/2013
1920.24,COP,11/7/2013,11/7/2013
1935.55,COP,11/9/2013,11/9/2013
1885.84,COP,11/10/2013,11/10/2013
1933.52,COP,11/12/2013,11/12/2013
1762.38,COP,12/1/2013,14/01/2013
1784.71,COP,12/2/2013,12/2/2013
1801.2,COP,12/3/2013,12/3/2013
1823.84,COP,12/4/2013,12/4/2013
1907.12,COP,12/6/2013,12/6/2013
1910.79,COP,12/7/2013,12/7/2013
1923.64,COP,12/9/2013,12/9/2013
1883.65,COP,12/10/2013,15/10/2013
1935.61,COP,12/12/2013,12/12/2013
2021.1,COP,1/2/2014,3/2/2014
2046.75,COP,1/3/2014,3/3/2014
1969.45,COP,1/4/2014,1/4/2014
1933.46,COP,1/5/2014,2/5/2014
1878.75,COP,1/8/2014,1/8/2014
2022,COP,1/10/2014,1/10/2014
2061.92,COP,1/11/2014,4/11/2014
1966.02,COP,2/4/2014,2/4/2014
1865.42,COP,2/7/2014,2/7/2014
1873.65,COP,2/8/2014,4/8/2014
2025.75,COP,2/10/2014,2/10/2014
2252.36,COP,2/12/2014,2/12/2014
1938.89,COP,3/1/2014,3/1/2014
1963.51,COP,3/4/2014,3/4/2014
1926.3,COP,3/5/2014,5/5/2014
1856.73,COP,3/7/2014,3/7/2014
1931.49,COP,3/9/2014,3/9/2014
2021.49,COP,3/10/2014,3/10/2014
2293.47,COP,3/12/2014,3/12/2014
1936.92,COP,4/1/2014,7/1/2014
2039.85,COP,4/2/2014,4/2/2014
2052.51,COP,4/3/2014,4/3/2014
1966.4,COP,4/4/2014,4/4/2014
1899.74,COP,4/6/2014,4/6/2014
1848.91,COP,4/7/2014,7/7/2014
1924.67,COP,4/9/2014,4/9/2014
2026.2,COP,4/10/2014,6/10/2014
2286.03,COP,4/12/2014,4/12/2014
2041.34,COP,5/2/2014,5/2/2014
2047.75,COP,5/3/2014,5/3/2014
1951.85,COP,5/4/2014,7/4/2014
1897.7,COP,5/6/2014,5/6/2014
1878.68,COP,5/8/2014,5/8/2014
1931.45,COP,5/9/2014,5/9/2014
2076.99,COP,5/11/2014,5/11/2014
2284.24,COP,5/12/2014,5/12/2014
2048.75,COP,6/2/2014,6/2/2014
2045.14,COP,6/3/2014,6/3/2014
1923.07,COP,6/5/2014,6/5/2014
1892.08,COP,6/6/2014,6/6/2014
1892.35,COP,6/8/2014,6/8/2014
1935.25,COP,6/9/2014,8/9/2014
2081.24,COP,6/11/2014,6/11/2014
2304.12,COP,6/12/2014,9/12/2014
2049.52,COP,7/2/2014,7/2/2014
2030.02,COP,7/3/2014,7/3/2014
1918.2,COP,7/5/2014,7/5/2014
1886.09,COP,7/6/2014,9/6/2014
1888.51,COP,7/8/2014,8/8/2014
2028.03,COP,7/10/2014,7/10/2014
2086.86,COP,7/11/2014,7/11/2014
1930.45,COP,8/1/2014,8/1/2014
2046.06,COP,8/2/2014,10/2/2014
2036.2,COP,8/3/2014,10/3/2014
1937.59,COP,8/4/2014,8/4/2014
1912.97,COP,8/5/2014,8/5/2014
1849.28,COP,8/7/2014,8/7/2014
2026.9,COP,8/10/2014,8/10/2014
2103.25,COP,8/11/2014,10/11/2014
1933.24,COP,9/1/2014,9/1/2014
1923.95,COP,9/4/2014,9/4/2014
1902.15,COP,9/5/2014,9/5/2014
1854.24,COP,9/7/2014,9/7/2014
1891.59,COP,9/8/2014,11/8/2014
1942.03,COP,9/9/2014,9/9/2014
2040.31,COP,9/10/2014,9/10/2014
1934.88,COP,10/1/2014,10/1/2014
1931.09,COP,10/4/2014,10/4/2014
1901.51,COP,10/5/2014,12/5/2014
1883.76,COP,10/6/2014,10/6/2014
1859.94,COP,10/7/2014,10/7/2014
1962.84,COP,10/9/2014,10/9/2014
2041.71,COP,10/10/2014,10/10/2014
2350.01,COP,10/12/2014,10/12/2014
1926.55,COP,11/1/2014,13/01/2014
2048.55,COP,11/2/2014,11/2/2014
2042.78,COP,11/3/2014,11/3/2014
1920.93,COP,11/4/2014,11/4/2014
1884.97,COP,11/6/2014,11/6/2014
1858.47,COP,11/7/2014,11/7/2014
1975.82,COP,11/9/2014,11/9/2014
2052.96,COP,11/10/2014,14/10/2014
2103.12,COP,11/11/2014,12/11/2014
2381.96,COP,11/12/2014,11/12/2014
2041.61,COP,12/2/2014,12/2/2014
2043.59,COP,12/3/2014,12/3/2014
1927.28,COP,12/4/2014,14/04/2014
1884.63,COP,12/6/2014,12/6/2014
1852.57,COP,12/7/2014,14/07/2014
1881.62,COP,12/8/2014,12/8/2014
1979.97,COP,12/9/2014,12/9/2014
2423.56,COP,12/12/2014,12/12/2014
2598.36,COP,1/4/2015,1/4/2015
2393.58,COP,1/5/2015,4/5/2015
2598.68,COP,1/7/2015,1/7/2015
2862.51,COP,1/8/2015,3/8/2015
3079.97,COP,1/9/2015,1/9/2015
3086.75,COP,1/10/2015,1/10/2015
3142.11,COP,1/12/2015,1/12/2015
2576.41,COP,2/4/2015,6/4/2015
2549.29,COP,2/6/2015,2/6/2015
2626.8,COP,2/7/2015,2/7/2015
3093.64,COP,2/9/2015,2/9/2015
3061.85,COP,2/10/2015,2/10/2015
3131.95,COP,2/12/2015,2/12/2015
2383.37,COP,3/1/2015,5/1/2015
2407.29,COP,3/2/2015,3/2/2015
2522.03,COP,3/3/2015,3/3/2015
2554.44,COP,3/6/2015,3/6/2015
2623.91,COP,3/7/2015,3/7/2015
3142.34,COP,3/9/2015,3/9/2015
3034.9,COP,3/10/2015,5/10/2015
3166.67,COP,3/12/2015,3/12/2015
2374.72,COP,4/2/2015,4/2/2015
2555.08,COP,4/3/2015,4/3/2015
2571.92,COP,4/6/2015,4/6/2015
2642.97,COP,4/7/2015,6/7/2015
2902.98,COP,4/8/2015,4/8/2015
3119.93,COP,4/9/2015,4/9/2015
2825.25,COP,4/11/2015,4/11/2015
3149.12,COP,4/12/2015,4/12/2015
2381.91,COP,5/2/2015,5/2/2015
2565.9,COP,5/3/2015,5/3/2015
2408.17,COP,5/5/2015,5/5/2015
2588.56,COP,5/6/2015,5/6/2015
2906.95,COP,5/8/2015,5/8/2015
3113.55,COP,5/9/2015,8/9/2015
2819.63,COP,5/11/2015,5/11/2015
3179.22,COP,5/12/2015,7/12/2015
2412.82,COP,6/1/2015,6/1/2015
2384.53,COP,6/2/2015,6/2/2015
2543.47,COP,6/3/2015,6/3/2015
2386.72,COP,6/5/2015,6/5/2015
2623.66,COP,6/6/2015,9/6/2015
2945.97,COP,6/8/2015,6/8/2015
2971.15,COP,6/10/2015,6/10/2015
2853.32,COP,6/11/2015,6/11/2015
2452.11,COP,7/1/2015,7/1/2015
2384.76,COP,7/2/2015,9/2/2015
2565.61,COP,7/3/2015,9/3/2015
2522.71,COP,7/4/2015,7/4/2015
2362.41,COP,7/5/2015,7/5/2015
2665.41,COP,7/7/2015,7/7/2015
2955.31,COP,7/8/2015,10/8/2015
2913.74,COP,7/10/2015,7/10/2015
2896.19,COP,7/11/2015,9/11/2015
2434.31,COP,8/1/2015,8/1/2015
2518.05,COP,8/4/2015,8/4/2015
2369.23,COP,8/5/2015,8/5/2015
2690.15,COP,8/7/2015,8/7/2015
2891.91,COP,8/10/2015,8/10/2015
3287.03,COP,8/12/2015,9/12/2015
2405.03,COP,9/1/2015,9/1/2015
2490.9,COP,9/4/2015,9/4/2015
2360.58,COP,9/5/2015,11/5/2015
2690.79,COP,9/7/2015,9/7/2015
3138.46,COP,9/9/2015,9/9/2015
2887.21,COP,9/10/2015,9/10/2015
2406.71,COP,10/1/2015,13/01/2015
2371.31,COP,10/2/2015,10/2/2015
2592.86,COP,10/3/2015,10/3/2015
2494.77,COP,10/4/2015,10/4/2015
2569.17,COP,10/6/2015,10/6/2015
2670.79,COP,10/7/2015,10/7/2015
3105.4,COP,10/9/2015,10/9/2015
2855.74,COP,10/10/2015,13/10/2015
2921.15,COP,10/11/2015,10/11/2015
3294.02,COP,10/12/2015,10/12/2015
2380.79,COP,11/2/2015,11/2/2015
2618.79,COP,11/3/2015,11/3/2015
2516.08,COP,11/4/2015,13/04/2015
2523,COP,11/6/2015,11/6/2015
2667.37,COP,11/7/2015,13/07/2015
2913.45,COP,11/8/2015,11/8/2015
3080.57,COP,11/9/2015,11/9/2015
2935.86,COP,11/11/2015,12/11/2015
3259.56,COP,11/12/2015,11/12/2015
2416.61,COP,12/2/2015,12/2/2015
2633.65,COP,12/3/2015,12/3/2015
2381.53,COP,12/5/2015,12/5/2015
2538.55,COP,12/6/2015,12/6/2015
2943.97,COP,12/8/2015,12/8/2015
3012.96,COP,12/9/2015,14/09/2015
3299.36,COP,12/12/2015,14/12/2015
3319.8,COP,1/3/2016,1/3/2016
3000.63,COP,1/4/2016,1/4/2016
3089.65,COP,1/6/2016,1/6/2016
2919.01,COP,1/7/2016,1/7/2016
2956.53,COP,1/9/2016,1/9/2016
2880.08,COP,1/10/2016,3/10/2016
2998.55,COP,1/11/2016,1/11/2016
3085.6,COP,1/12/2016,1/12/2016
3326.82,COP,2/2/2016,2/2/2016
3268.86,COP,2/3/2016,2/3/2016
3038.48,COP,2/4/2016,4/4/2016
3117.83,COP,2/6/2016,2/6/2016
2914.38,COP,2/7/2016,5/7/2016
3090.28,COP,2/8/2016,2/8/2016
2986.36,COP,2/9/2016,2/9/2016
3026.68,COP,2/11/2016,2/11/2016
3068.34,COP,2/12/2016,2/12/2016
3387.69,COP,3/2/2016,3/2/2016
3205.6,COP,3/3/2016,3/3/2016
2833.78,COP,3/5/2016,3/5/2016
3110.88,COP,3/6/2016,3/6/2016
3084.81,COP,3/8/2016,3/8/2016
2957.56,COP,3/9/2016,6/9/2016
3070.54,COP,3/11/2016,3/11/2016
3061.04,COP,3/12/2016,5/12/2016
3382.2,COP,4/2/2016,4/2/2016
3203.03,COP,4/3/2016,4/3/2016
2895.51,COP,4/5/2016,4/5/2016
3017.71,COP,4/6/2016,7/6/2016
3110.43,COP,4/8/2016,4/8/2016
2937.23,COP,4/10/2016,4/10/2016
3071.12,COP,4/11/2016,4/11/2016
3213.24,COP,5/1/2016,5/1/2016
3315.75,COP,5/2/2016,5/2/2016
3163.25,COP,5/3/2016,7/3/2016
3066.94,COP,5/4/2016,5/4/2016
2942.16,COP,5/5/2016,5/5/2016
3079.83,COP,5/8/2016,5/8/2016
2963.06,COP,5/10/2016,5/10/2016
3070.4,COP,5/11/2016,8/11/2016
3203.86,COP,6/1/2016,6/1/2016
3320.49,COP,6/2/2016,8/2/2016
3085.82,COP,6/4/2016,6/4/2016
2952.37,COP,6/5/2016,6/5/2016
2966.87,COP,6/7/2016,6/7/2016
3052.8,COP,6/8/2016,8/8/2016
2964.93,COP,6/10/2016,6/10/2016
3049.47,COP,6/12/2016,6/12/2016
3250.69,COP,7/1/2016,7/1/2016
3081.39,COP,7/4/2016,7/4/2016
2969.62,COP,7/5/2016,10/5/2016
3003.2,COP,7/7/2016,7/7/2016
2887.64,COP,7/9/2016,7/9/2016
2924.8,COP,7/10/2016,7/10/2016
3015.47,COP,7/12/2016,7/12/2016
3287.28,COP,8/1/2016,8/1/2016
3135.28,COP,8/3/2016,8/3/2016
3109.6,COP,8/4/2016,8/4/2016
2950.95,COP,8/6/2016,8/6/2016
2986.49,COP,8/7/2016,8/7/2016
2840.38,COP,8/9/2016,8/9/2016
2913.96,COP,8/10/2016,11/10/2016
2989.71,COP,8/12/2016,9/12/2016
3268.37,COP,9/1/2016,12/1/2016
3367.02,COP,9/2/2016,9/2/2016
3155.9,COP,9/3/2016,9/3/2016
3076.29,COP,9/4/2016,11/4/2016
2905.23,COP,9/6/2016,9/6/2016
2952.64,COP,9/7/2016,11/7/2016
2992.5,COP,9/8/2016,9/8/2016
2846.13,COP,9/9/2016,9/9/2016
2984.78,COP,9/11/2016,9/11/2016
3391.93,COP,10/2/2016,10/2/2016
3192.49,COP,10/3/2016,10/3/2016
2942.13,COP,10/6/2016,10/6/2016
2974.31,COP,10/8/2016,10/8/2016
2899.29,COP,10/9/2016,12/9/2016
3012.12,COP,10/11/2016,10/11/2016
3002.8,COP,10/12/2016,12/12/2016
3385.65,COP,11/2/2016,11/2/2016
3204.27,COP,11/3/2016,11/3/2016
2979.54,COP,11/5/2016,11/5/2016
2969.83,COP,11/6/2016,13/06/2016
2954.9,COP,11/8/2016,11/8/2016
3100.12,COP,11/11/2016,15/11/2016
3434.89,COP,12/2/2016,12/2/2016
3164.12,COP,12/3/2016,14/03/2016
3057.96,COP,12/4/2016,12/4/2016
2956.82,COP,12/5/2016,12/5/2016
2929.81,COP,12/7/2016,12/7/2016
2911.26,COP,12/8/2016,12/8/2016
2919.51,COP,12/10/2016,12/10/2016
2921.9,COP,1/2/2017,1/2/2017
2919.17,COP,1/3/2017,1/3/2017
2885.57,COP,1/4/2017,3/4/2017
2921,COP,1/6/2017,1/6/2017
3050.43,COP,1/7/2017,5/7/2017
2997.59,COP,1/8/2017,1/8/2017
2948.09,COP,1/9/2017,1/9/2017
3039.19,COP,1/11/2017,1/11/2017
3006.04,COP,1/12/2017,1/12/2017
2906.78,COP,2/2/2017,2/2/2017
2935.75,COP,2/3/2017,2/3/2017
2895.73,COP,2/6/2017,2/6/2017
2973.03,COP,2/8/2017,2/8/2017
2936.07,COP,2/9/2017,5/9/2017
3038.56,COP,2/11/2017,2/11/2017
3005.76,COP,2/12/2017,4/12/2017
2882.2,COP,3/2/2017,3/2/2017
2960.91,COP,3/3/2017,3/3/2017
2945.53,COP,3/5/2017,3/5/2017
2894.72,COP,3/6/2017,5/6/2017
2964.66,COP,3/8/2017,3/8/2017
2949.33,COP,3/10/2017,3/10/2017
3054.38,COP,3/11/2017,3/11/2017
2981.06,COP,4/1/2017,4/1/2017
2855.8,COP,4/2/2017,6/2/2017
2977.43,COP,4/3/2017,6/3/2017
2866.87,COP,4/4/2017,4/4/2017
2930.17,COP,4/5/2017,4/5/2017
2954.54,COP,4/8/2017,4/8/2017
2953.81,COP,4/10/2017,4/10/2017
3055.57,COP,4/11/2017,7/11/2017
2965.36,COP,5/1/2017,5/1/2017
2869.32,COP,5/4/2017,5/4/2017
2967.44,COP,5/5/2017,5/5/2017
2974.39,COP,5/8/2017,8/8/2017
2945.59,COP,5/10/2017,5/10/2017
2993.49,COP,5/12/2017,5/12/2017
2941.08,COP,6/1/2017,6/1/2017
2857.65,COP,6/4/2017,6/4/2017
2961.78,COP,6/5/2017,8/5/2017
2895.85,COP,6/6/2017,6/6/2017
3068.93,COP,6/7/2017,6/7/2017
2923.49,COP,6/9/2017,6/9/2017
2926.82,COP,6/10/2017,6/10/2017
2996.53,COP,6/12/2017,6/12/2017
2919.01,COP,7/1/2017,10/1/2017
2853.99,COP,7/2/2017,7/2/2017
2966.67,COP,7/3/2017,7/3/2017
2853.1,COP,7/4/2017,7/4/2017
2893.76,COP,7/6/2017,7/6/2017
3084.19,COP,7/7/2017,7/7/2017
2919.5,COP,7/9/2017,7/9/2017
2942.19,COP,7/10/2017,10/10/2017
3007.07,COP,7/12/2017,7/12/2017
2867.76,COP,8/2/2017,8/2/2017
