DATE,Symbol,close_price,Retornos,Retornos_2,Weights,EWMA,
22/12/2005,.OMXHPI,8139.45,8.60E-06,0,0,0,
23/12/2005,.OMXHPI,8222.2,0.010115203,0,0,0,
27/12/2005,.OMXHPI,8227.59,0.000655328,0,0,0,
28/12/2005,.OMXHPI,8191.7,-0.004371694,0,0,0,
29/12/2005,.OMXHPI,8206.54,0.001809951,0,0,0,
30/12/2005,.OMXHPI,8171.64,-0.004261774,0,0,0,
2/1/2006,.OMXHPI,8206.53,0.004260556,0,0,0,
3/1/2006,.OMXHPI,8273.26,0.008098448,0,0,0,
4/1/2006,.OMXHPI,8376.88,0.012446903,0,0,0,
5/1/2006,.OMXHPI,8433.12,0.00669128,0,0,0,
9/1/2006,.OMXHPI,8499.31,0.007818173,0,0,0,
10/1/2006,.OMXHPI,8403.84,-0.011296239,0,0,0,
11/1/2006,.OMXHPI,8424.66,0.002474375,0,0,0,
12/1/2006,.OMXHPI,8408.24,-0.001950942,0,0,0,
13/01/2006,.OMXHPI,8367.91,-0.004808025,0,0,0,
16/01/2006,.OMXHPI,8399.42,0.003758504,0,0,0,
17/01/2006,.OMXHPI,8349.04,-0.006016094,0,0,0,
18/01/2006,.OMXHPI,8290.72,-0.007009745,0,0,0,
19/01/2006,.OMXHPI,8393.18,0.012282654,0,0,0,
20/01/2006,.OMXHPI,8353.59,-0.004728085,0,0,0,
23/01/2006,.OMXHPI,8254.54,-0.011928035,0,0,0,
24/01/2006,.OMXHPI,8281.81,0.003298192,0,0,0,
25/01/2006,.OMXHPI,8318.7,0.004444449,0,0,0,
26/01/2006,.OMXHPI,8270.37,-0.005826745,0,0,0,
27/01/2006,.OMXHPI,8403.98,0.016026155,0,0,0,
30/01/2006,.OMXHPI,8429.93,0.003083065,0,0,0,
31/01/2006,.OMXHPI,8461.78,0.003771085,0,0,0,
1/2/2006,.OMXHPI,8572.65,0.01301735,0,0,0,
2/2/2006,.OMXHPI,8558.63,-0.001636772,0,0,0,
3/2/2006,.OMXHPI,8504.08,-0.006394082,0,0,0,
6/2/2006,.OMXHPI,8514.42,0.001215148,0,0,0,
7/2/2006,.OMXHPI,8496.13,-0.002150431,0,0,0,
8/2/2006,.OMXHPI,8482.87,-0.00156193,0,0,0,
9/2/2006,.OMXHPI,8564.66,0.009595599,0,0,0,
10/2/2006,.OMXHPI,8518.68,-0.005383035,0,0,0,
13/02/2006,.OMXHPI,8529.71,0.001293964,0,0,0,
14/02/2006,.OMXHPI,8629.33,0.011611503,0,0,0,
15/02/2006,.OMXHPI,8773.69,0.016590605,0,0,0,
16/02/2006,.OMXHPI,8769.94,-0.000427506,0,0,0,
17/02/2006,.OMXHPI,8785.69,0.001794297,0,0,0,
20/02/2006,.OMXHPI,8849.74,0.007263819,0,0,0,
21/02/2006,.OMXHPI,8919.01,0.007796874,0,0,0,
22/02/2006,.OMXHPI,8934.01,0.001680388,0,0,0,
23/02/2006,.OMXHPI,8963.67,0.003314399,0,0,0,
24/02/2006,.OMXHPI,8972.31,0.000963427,0,0,0,
27/02/2006,.OMXHPI,9000.04,0.003085854,0,0,0,
28/02/2006,.OMXHPI,8904.35,-0.0106891,0,0,0,
1/3/2006,.OMXHPI,8871.52,-0.003693776,0,0,0,
2/3/2006,.OMXHPI,8912.89,0.004652398,0,0,0,
3/3/2006,.OMXHPI,8906.18,-0.000753126,0,0,0,
6/3/2006,.OMXHPI,8953.83,0.005335956,0,0,0,
7/3/2006,.OMXHPI,8964.55,0.001196537,0,0,0,
8/3/2006,.OMXHPI,9091.38,0.014048801,0,0,0,
9/3/2006,.OMXHPI,9230.34,0.015169172,0,0,0,
10/3/2006,.OMXHPI,9232.71,0.000256729,0,0,0,
13/03/2006,.OMXHPI,9300.61,0.007327376,0,0,0,
14/03/2006,.OMXHPI,9353.32,0.005651371,0,0,0,
15/03/2006,.OMXHPI,9350.37,-0.000315446,0,0,0,
16/03/2006,.OMXHPI,9364.96,0.00155915,0,0,0,
17/03/2006,.OMXHPI,9373.99,0.000963768,0,0,0,
20/03/2006,.OMXHPI,9425.07,0.005434328,0,0,0,
21/03/2006,.OMXHPI,9455.73,0.003247747,0,0,0,
22/03/2006,.OMXHPI,9366.66,-0.009464331,0,0,0,
23/03/2006,.OMXHPI,9315.63,-0.005462941,0,0,0,
24/03/2006,.OMXHPI,9344.37,0.003080388,0,0,0,
27/03/2006,.OMXHPI,9334.48,-0.001058952,0,0,0,
28/03/2006,.OMXHPI,9234.85,-0.0107307,0,0,0,
29/03/2006,.OMXHPI,9280.88,0.004971999,0,0,0,
30/03/2006,.OMXHPI,9512.11,0.024609354,0,0,0,
31/03/2006,.OMXHPI,9404.89,-0.011335957,0,0,0,
3/4/2006,.OMXHPI,9458.19,0.005651266,0,0,0,
4/4/2006,.OMXHPI,9371.34,-0.009224937,0,0,0,
5/4/2006,.OMXHPI,9416.45,0.004802064,0,0,0,
6/4/2006,.OMXHPI,9434.51,0.001916083,0,0,0,
7/4/2006,.OMXHPI,9395.78,-0.004113591,0,0,0,
10/4/2006,.OMXHPI,9371.69,-0.002567209,0,0,0,
11/4/2006,.OMXHPI,9443.34,0.007616288,0,0,0,
12/4/2006,.OMXHPI,9363.36,-0.008505531,0,0,0,
13/04/2006,.OMXHPI,9397.42,0.003630983,0,0,0,
18/04/2006,.OMXHPI,9393.32,-0.000436385,0,0,0,
19/04/2006,.OMXHPI,9494.13,0.010674915,0,0,0,
20/04/2006,.OMXHPI,9747.81,0.026368932,0,0,0,
21/04/2006,.OMXHPI,9853.03,0.010736378,0,0,0,
24/04/2006,.OMXHPI,9795.15,-0.005891657,0,0,0,
25/04/2006,.OMXHPI,9735.13,-0.006146373,0,0,0,
26/04/2006,.OMXHPI,9741.03,0.000605869,0,0,0,
27/04/2006,.OMXHPI,9585.43,-0.016102624,0,0,0,
28/04/2006,.OMXHPI,9472.33,-0.01186932,0,0,0,
2/5/2006,.OMXHPI,9523,0.005335008,0,0,0,
3/5/2006,.OMXHPI,9497.18,-0.002715013,0,0,0,
4/5/2006,.OMXHPI,9563.72,0.00698186,0,0,0,
5/5/2006,.OMXHPI,9585.64,0.002289373,0,0,0,
8/5/2006,.OMXHPI,9596.96,0.001180236,0,0,0,
9/5/2006,.OMXHPI,9629.86,0.003422306,0,0,0,
10/5/2006,.OMXHPI,9537.38,-0.009649873,0,0,0,
11/5/2006,.OMXHPI,9390.9,-0.015477679,0,0,0,
12/5/2006,.OMXHPI,9124.53,-0.028774744,0,0,0,
15/05/2006,.OMXHPI,9082.22,-0.004647735,0,0,0,
16/05/2006,.OMXHPI,9093.07,0.001193929,0,0,0,
17/05/2006,.OMXHPI,8848.99,-0.027209257,0,0,0,
18/05/2006,.OMXHPI,8668.61,-0.020594873,0,0,0,
19/05/2006,.OMXHPI,8653.79,-0.00171108,0,0,0,
22/05/2006,.OMXHPI,8334.1,-0.037641843,0,0,0,
23/05/2006,.OMXHPI,8676.01,0.040206214,0,0,0,
24/05/2006,.OMXHPI,8598.41,-0.008984443,0,0,0,
26/05/2006,.OMXHPI,8892.03,0.033578067,0,0,0,
29/05/2006,.OMXHPI,8904.71,0.00142498,0,0,0,
30/05/2006,.OMXHPI,8717.22,-0.02127997,0,0,0,
31/05/2006,.OMXHPI,8770.91,0.006140184,0,0,0,
1/6/2006,.OMXHPI,8885.39,0.012967791,0,0,0,
2/6/2006,.OMXHPI,8886.32,0.000104661,0,0,0,
5/6/2006,.OMXHPI,8814.38,-0.008128537,0,0,0,
6/6/2006,.OMXHPI,8498.81,-0.036458325,0,0,0,
7/6/2006,.OMXHPI,8543.3,0.005221196,0,0,0,
8/6/2006,.OMXHPI,8264.02,-0.033236198,0,0,0,
9/6/2006,.OMXHPI,8418.33,0.018500319,0,0,0,
12/6/2006,.OMXHPI,8276.42,-0.017000964,0,0,0,
13/06/2006,.OMXHPI,8032.03,-0.02997321,0,0,0,
14/06/2006,.OMXHPI,8059.65,0.003432833,0,0,0,
15/06/2006,.OMXHPI,8340.11,0.034206274,0,0,0,
16/06/2006,.OMXHPI,8241.04,-0.011949856,0,0,0,
19/06/2006,.OMXHPI,8378.09,0.016493415,0,0,0,
20/06/2006,.OMXHPI,8358.12,-0.002386443,0,0,0,
21/06/2006,.OMXHPI,8367.73,0.00114912,0,0,0,
22/06/2006,.OMXHPI,8361.96,-0.000689792,0,0,0,
26/06/2006,.OMXHPI,8382.99,0.002511803,0,0,0,
27/06/2006,.OMXHPI,8352.6,-0.003631785,0,0,0,
28/06/2006,.OMXHPI,8236.21,-0.014032581,0,0,0,
29/06/2006,.OMXHPI,8408.91,0.020751571,0,0,0,
30/06/2006,.OMXHPI,8617.97,0.0245577,0,0,0,
3/7/2006,.OMXHPI,8669.07,0.005911961,0,0,0,
4/7/2006,.OMXHPI,8688.57,0.00224685,0,0,0,
5/7/2006,.OMXHPI,8593.2,-0.011037176,0,0,0,
6/7/2006,.OMXHPI,8635.77,0.004941687,0,0,0,
7/7/2006,.OMXHPI,8542.93,-0.010808839,0,0,0,
10/7/2006,.OMXHPI,8558.23,0.001789353,0,0,0,
11/7/2006,.OMXHPI,8471.44,-0.010192887,0,0,0,
12/7/2006,.OMXHPI,8515.66,0.005206315,0,0,0,
13/07/2006,.OMXHPI,8314.6,-0.023893816,0,0,0,
14/07/2006,.OMXHPI,8232.84,-0.009881972,0,0,0,
17/07/2006,.OMXHPI,8186.84,-0.005603047,0,0,0,
18/07/2006,.OMXHPI,8184.35,-0.000304193,0,0,0,
19/07/2006,.OMXHPI,8466,0.033834348,0,0,0,
20/07/2006,.OMXHPI,8537.22,0.008377286,0,0,0,
21/07/2006,.OMXHPI,8444.13,-0.010963902,0,0,0,
24/07/2006,.OMXHPI,8568.62,0.014635167,0,0,0,
25/07/2006,.OMXHPI,8577.7,0.001059119,0,0,0,
26/07/2006,.OMXHPI,8506.99,-0.008277634,0,0,0,
27/07/2006,.OMXHPI,8595.85,0.01039135,0,0,0,
28/07/2006,.OMXHPI,8590.5,-0.000622587,0,0,0,
31/07/2006,.OMXHPI,8584.78,-0.000666074,0,0,0,
1/8/2006,.OMXHPI,8542.27,-0.004964087,0,0,0,
2/8/2006,.OMXHPI,8568.94,0.003117257,0,0,0,
3/8/2006,.OMXHPI,8510.99,-0.006785768,0,0,0,
4/8/2006,.OMXHPI,8611.68,0.011761152,0,0,0,
7/8/2006,.OMXHPI,8482.27,-0.015141319,0,0,0,
8/8/2006,.OMXHPI,8539.25,0.006695079,0,0,0,
9/8/2006,.OMXHPI,8627.03,0.010227116,0,0,0,
10/8/2006,.OMXHPI,8591.85,-0.004086218,0,0,0,
11/8/2006,.OMXHPI,8581.97,-0.001150589,0,0,0,
14/08/2006,.OMXHPI,8664.81,0.009606505,0,0,0,
15/08/2006,.OMXHPI,8733.65,0.007913385,0,0,0,
16/08/2006,.OMXHPI,8878.6,0.016460506,0,0,0,
17/08/2006,.OMXHPI,8913.11,0.00387934,0,0,0,
18/08/2006,.OMXHPI,8866.38,-0.005256631,0,0,0,
21/08/2006,.OMXHPI,8884.02,0.001987561,0,0,0,
22/08/2006,.OMXHPI,8996.76,0.012610355,0,0,0,
23/08/2006,.OMXHPI,8918.93,-0.008688528,0,0,0,
24/08/2006,.OMXHPI,8873.92,-0.005059346,0,0,0,
25/08/2006,.OMXHPI,8863.19,-0.001209893,0,0,0,
28/08/2006,.OMXHPI,8910.45,0.005318,0,0,0,
29/08/2006,.OMXHPI,8895.12,-0.001721934,0,0,0,
30/08/2006,.OMXHPI,8943.67,0.005443208,0,0,0,
31/08/2006,.OMXHPI,8899.87,-0.00490935,0,0,0,
1/9/2006,.OMXHPI,8857.49,-0.004773241,0,0,0,
4/9/2006,.OMXHPI,8866.79,0.001049408,0,0,0,
5/9/2006,.OMXHPI,8794.32,-0.008206778,0,0,0,
6/9/2006,.OMXHPI,8661.85,-0.015177733,0,0,0,
7/9/2006,.OMXHPI,8562.61,-0.011523275,0,0,0,
8/9/2006,.OMXHPI,8592.2,0.003449765,0,0,0,
11/9/2006,.OMXHPI,8535.35,-0.006638452,0,0,0,
12/9/2006,.OMXHPI,8668.06,0.015428643,0,0,0,
13/09/2006,.OMXHPI,8728.47,0.006945091,0,0,0,
14/09/2006,.OMXHPI,8690.24,-0.00438954,0,0,0,
15/09/2006,.OMXHPI,8683.66,-0.000757458,0,0,0,
18/09/2006,.OMXHPI,8653.03,-0.00353355,0,0,0,
19/09/2006,.OMXHPI,8609.99,-0.004986392,0,0,0,
20/09/2006,.OMXHPI,8664.61,0.006323757,0,0,0,
21/09/2006,.OMXHPI,8703.16,0.004439265,0,0,0,
22/09/2006,.OMXHPI,8615.62,-0.010109343,0,0,0,
25/09/2006,.OMXHPI,8552.31,-0.007375413,0,0,0,
26/09/2006,.OMXHPI,8667.57,0.013387053,0,0,0,
27/09/2006,.OMXHPI,8790.95,0.014134309,0,0,0,
28/09/2006,.OMXHPI,8845.92,0.006233553,0,0,0,
29/09/2006,.OMXHPI,8856.39,0.001182897,0,0,0,
2/10/2006,.OMXHPI,8823.78,-0.003688883,0,0,0,
3/10/2006,.OMXHPI,8786.8,-0.004199754,0,0,0,
4/10/2006,.OMXHPI,8758.35,-0.003243064,0,0,0,
5/10/2006,.OMXHPI,8829.98,0.008145219,0,0,0,
6/10/2006,.OMXHPI,8835.41,0.000614761,0,0,0,
9/10/2006,.OMXHPI,8869.1,0.003805815,0,0,0,
10/10/2006,.OMXHPI,8990.56,0.013601812,0,0,0,
11/10/2006,.OMXHPI,9070.81,0.008886428,0,0,0,
12/10/2006,.OMXHPI,9129.98,0.006501938,0,0,0,
13/10/2006,.OMXHPI,9149.57,0.00214338,0,0,0,
16/10/2006,.OMXHPI,9201.12,0.005618332,0,0,0,
17/10/2006,.OMXHPI,9090.7,-0.012073303,0,0,0,
18/10/2006,.OMXHPI,9222.11,0.014351949,0,0,0,
19/10/2006,.OMXHPI,9130.74,-0.009957119,0,0,0,
20/10/2006,.OMXHPI,9139.92,0.00100489,0,0,0,
23/10/2006,.OMXHPI,9182.93,0.004694693,0,0,0,
24/10/2006,.OMXHPI,9180.84,-0.000227622,0,0,0,
25/10/2006,.OMXHPI,9154.35,-0.002889528,0,0,0,
26/10/2006,.OMXHPI,9191.02,0.003997744,0,0,0,
27/10/2006,.OMXHPI,9235.95,0.004876557,0,0,0,
30/10/2006,.OMXHPI,9188.49,-0.005151864,0,0,0,
31/10/2006,.OMXHPI,9198.06,0.001040978,0,0,0,
1/11/2006,.OMXHPI,9169.77,-0.003080388,0,0,0,
2/11/2006,.OMXHPI,9068.97,-0.011053508,0,0,0,
3/11/2006,.OMXHPI,9067.78,-0.000131225,0,0,0,
6/11/2006,.OMXHPI,9169.89,0.011197819,0,0,0,
7/11/2006,.OMXHPI,9238.89,0.007496458,0,0,0,
8/11/2006,.OMXHPI,9227.67,-0.00121517,0,0,0,
9/11/2006,.OMXHPI,9293.66,0.007125868,0,0,0,
10/11/2006,.OMXHPI,9253.05,-0.00437922,0,0,0,
13/11/2006,.OMXHPI,9270.9,0.001927235,0,0,0,
14/11/2006,.OMXHPI,9326.82,0.006013659,0,0,0,
15/11/2006,.OMXHPI,9434.91,0.011522519,0,0,0,
16/11/2006,.OMXHPI,9437.2,0.000242686,0,0,0,
17/11/2006,.OMXHPI,9368.68,-0.007287115,0,0,0,
20/11/2006,.OMXHPI,9380.86,0.001299232,0,0,0,
21/11/2006,.OMXHPI,9458.49,0.008241308,0,0,0,
22/11/2006,.OMXHPI,9561.95,0.01087893,0,0,0,
23/11/2006,.OMXHPI,9556.57,-0.000562805,0,0,0,
24/11/2006,.OMXHPI,9505.56,-0.005351986,0,0,0,
27/11/2006,.OMXHPI,9309.3,-0.02086299,0,0,0,
28/11/2006,.OMXHPI,9219.92,-0.00964754,0,0,0,
29/11/2006,.OMXHPI,9361.49,0.015238105,0,0,0,
30/11/2006,.OMXHPI,9248.03,-0.01219391,0,0,0,
1/12/2006,.OMXHPI,9196.25,-0.005614764,0,0,0,
4/12/2006,.OMXHPI,9222.57,0.002857948,0,0,0,
5/12/2006,.OMXHPI,9345.4,0.013230503,0,0,0,
7/12/2006,.OMXHPI,9432.61,0.009288591,0,0,0,
8/12/2006,.OMXHPI,9410.35,-0.002362687,0,0,0,
11/12/2006,.OMXHPI,9473.87,0.006727335,0,0,0,
12/12/2006,.OMXHPI,9509.15,0.00371701,0,0,0,
13/12/2006,.OMXHPI,9527.28,0.001904769,0,0,0,
14/12/2006,.OMXHPI,9526.42,-9.03E-05,0,0,0,
15/12/2006,.OMXHPI,9601,0.007798268,0,0,0,
18/12/2006,.OMXHPI,9634.67,0.003500791,0,0,0,
19/12/2006,.OMXHPI,9532.48,-0.010663136,0,0,0,
20/12/2006,.OMXHPI,9570.17,0.003946054,0,0,0,
21/12/2006,.OMXHPI,9555.86,-0.00149639,0,0,0,
22/12/2006,.OMXHPI,9546.74,-0.000954844,0,0,0,
27/12/2006,.OMXHPI,9653.27,0.011096983,0,0,0,
28/12/2006,.OMXHPI,9629.17,-0.002499685,0,0,0,
29/12/2006,.OMXHPI,9625.37,-0.000394712,0,0,0,
2/1/2007,.OMXHPI,9728.45,0.010652261,0,0,0,
3/1/2007,.OMXHPI,9684.57,-0.004520685,0,0,0,
4/1/2007,.OMXHPI,9595.82,-0.00920631,0,0,0,
5/1/2007,.OMXHPI,9405.6,-0.02002233,0,0,0,
8/1/2007,.OMXHPI,9398.19,-0.000788139,0,0,0,
9/1/2007,.OMXHPI,9412.72,0.001544848,0,0,0,
10/1/2007,.OMXHPI,9327.57,-0.009087435,0,0,0,
11/1/2007,.OMXHPI,9492.61,0.01753907,0,0,0,
12/1/2007,.OMXHPI,9509.07,0.001732479,0,0,0,
15/01/2007,.OMXHPI,9634.7,0.013125085,0,0,0,
16/01/2007,.OMXHPI,9659.69,0.002590392,0,0,0,
17/01/2007,.OMXHPI,9682.69,0.002378199,0,0,0,
18/01/2007,.OMXHPI,9644.72,-0.00392914,0,0,0,
19/01/2007,.OMXHPI,9742.31,0.010067641,0,0,0,
22/01/2007,.OMXHPI,9710.62,-0.003258124,0,0,0,
23/01/2007,.OMXHPI,9681.55,-0.00299812,0,0,0,
24/01/2007,.OMXHPI,9810.93,0.013275058,0,0,0,
25/01/2007,.OMXHPI,9932.27,0.012291982,0,0,0,
26/01/2007,.OMXHPI,9963.94,0.003183524,0,0,0,
29/01/2007,.OMXHPI,10019.76,0.005586568,0,0,0,
30/01/2007,.OMXHPI,10110.14,0.008979737,0,0,0,
31/01/2007,.OMXHPI,10054.05,-0.005563342,0,0,0,
1/2/2007,.OMXHPI,10108.43,0.005394191,0,0,0,
2/2/2007,.OMXHPI,10122.15,0.001356363,0,0,0,
5/2/2007,.OMXHPI,10164.31,0.004156473,0,0,0,
6/2/2007,.OMXHPI,10153.85,-0.001029621,0,0,0,
7/2/2007,.OMXHPI,10195.41,0.004084675,0,0,0,
8/2/2007,.OMXHPI,10126.99,-0.006733482,0,0,0,
9/2/2007,.OMXHPI,10190.72,0.006273365,0,0,0,
12/2/2007,.OMXHPI,10112.74,-0.007681487,0,0,0,
13/02/2007,.OMXHPI,10151.27,0.003802806,0,0,0,
14/02/2007,.OMXHPI,10326.18,0.017083597,0,0,0,
15/02/2007,.OMXHPI,10321.46,-0.000457195,0,0,0,
16/02/2007,.OMXHPI,10380.26,0.005680703,0,0,0,
19/02/2007,.OMXHPI,10451.9,0.006877854,0,0,0,
20/02/2007,.OMXHPI,10443.03,-0.00084901,0,0,0,
21/02/2007,.OMXHPI,10399.07,-0.004218391,0,0,0,
22/02/2007,.OMXHPI,10433.9,0.003343741,0,0,0,
23/02/2007,.OMXHPI,10462.07,0.002696215,0,0,0,
26/02/2007,.OMXHPI,10522.81,0.005788946,0,0,0,
27/02/2007,.OMXHPI,10162.55,-0.034835887,0,0,0,
28/02/2007,.OMXHPI,9985.26,-0.017599389,0,0,0,
1/3/2007,.OMXHPI,9879.2,-0.010678469,0,0,0,
2/3/2007,.OMXHPI,9940.02,0.006137496,0,0,0,
5/3/2007,.OMXHPI,9847.28,-0.009373758,0,0,0,
6/3/2007,.OMXHPI,9895.44,0.00487877,0,0,0,
7/3/2007,.OMXHPI,10020.22,0.012531007,0,0,0,
8/3/2007,.OMXHPI,10168.11,0.014651301,0,0,0,
9/3/2007,.OMXHPI,10149.86,-0.00179644,0,0,0,
12/3/2007,.OMXHPI,10130.4,-0.001919108,0,0,0,
13/03/2007,.OMXHPI,10026.75,-0.010284283,0,0,0,
14/03/2007,.OMXHPI,9772.25,-0.025709785,0,0,0,
15/03/2007,.OMXHPI,9972.56,0.020290585,0,0,0,
16/03/2007,.OMXHPI,10023.35,0.00508005,0,0,0,
19/03/2007,.OMXHPI,10148.32,0.012390803,0,0,0,
20/03/2007,.OMXHPI,10131.36,-0.001672611,0,0,0,
21/03/2007,.OMXHPI,10192.35,0.006001875,0,0,0,
22/03/2007,.OMXHPI,10387.88,0.019002303,0,0,0,
23/03/2007,.OMXHPI,10417.99,0.002894378,0,0,0,
26/03/2007,.OMXHPI,10339.66,-0.007547133,0,0,0,
27/03/2007,.OMXHPI,10298.72,-0.003967371,0,0,0,
28/03/2007,.OMXHPI,10207.82,-0.008865522,0,0,0,
29/03/2007,.OMXHPI,10289.64,0.007983471,0,0,0,
30/03/2007,.OMXHPI,10313,0.002267672,0,0,0,
2/4/2007,.OMXHPI,10261.36,-0.005019851,0,0,0,
3/4/2007,.OMXHPI,10393.23,0.012769248,0,0,0,
4/4/2007,.OMXHPI,10459.85,0.006389486,0,0,0,
5/4/2007,.OMXHPI,10496.39,0.00348727,0,0,0,
10/4/2007,.OMXHPI,10548.31,0.004934269,0,0,0,
11/4/2007,.OMXHPI,10539.57,-0.000828912,0,0,0,
12/4/2007,.OMXHPI,10487.63,-0.004940278,0,0,0,
13/04/2007,.OMXHPI,10521.52,0.003226216,0,0,0,
16/04/2007,.OMXHPI,10595.69,0.007024631,0,0,0,
17/04/2007,.OMXHPI,10601.7,0.000567051,0,0,0,
18/04/2007,.OMXHPI,10520.69,-0.007670571,0,0,0,
19/04/2007,.OMXHPI,10616.94,0.009107044,0,0,0,
20/04/2007,.OMXHPI,10767.34,0.01406664,0,0,0,
23/04/2007,.OMXHPI,10783.44,0.001494146,0,0,0,
24/04/2007,.OMXHPI,10684.53,-0.009214723,0,0,0,
25/04/2007,.OMXHPI,10774.14,0.008351918,0,0,0,
26/04/2007,.OMXHPI,10885.98,0.010326904,0,0,0,
27/04/2007,.OMXHPI,10836.28,-0.004575959,0,0,0,
30/04/2007,.OMXHPI,10818.23,-0.00166709,0,0,0,
2/5/2007,.OMXHPI,10940.09,0.01120135,0,0,0,
3/5/2007,.OMXHPI,10940.99,8.23E-05,0,0,0,
4/5/2007,.OMXHPI,10947.72,0.000614929,0,0,0,
7/5/2007,.OMXHPI,10959,0.001029821,0,0,0,
8/5/2007,.OMXHPI,10759.05,-0.018413776,0,0,0,
9/5/2007,.OMXHPI,10736.42,-0.002105561,0,0,0,
10/5/2007,.OMXHPI,10683.52,-0.004939333,0,0,0,
11/5/2007,.OMXHPI,10720.6,0.003464757,0,0,0,
14/05/2007,.OMXHPI,10910.73,0.017579584,0,0,0,
15/05/2007,.OMXHPI,10968.75,0.005303612,0,0,0,
16/05/2007,.OMXHPI,11026.77,0.005275632,0,0,0,
18/05/2007,.OMXHPI,11104.83,0.007054196,0,0,0,
21/05/2007,.OMXHPI,11175.77,0.006367893,0,0,0,
22/05/2007,.OMXHPI,11136.57,-0.003513754,0,0,0,
23/05/2007,.OMXHPI,11207.2,0.006322141,0,0,0,
24/05/2007,.OMXHPI,11211.87,0.00041661,0,0,0,
25/05/2007,.OMXHPI,11245.16,0.002964775,0,0,0,
28/05/2007,.OMXHPI,11311.86,0.005913919,0,0,0,
29/05/2007,.OMXHPI,11242.8,-0.006123809,0,0,0,
30/05/2007,.OMXHPI,11287.92,0.004005204,0,0,0,
31/05/2007,.OMXHPI,11443.58,0.013695747,0,0,0,
1/6/2007,.OMXHPI,11594.06,0.013064024,0,0,0,
4/6/2007,.OMXHPI,11596.88,0.000243198,0,0,0,
5/6/2007,.OMXHPI,11505.88,-0.007877887,0,0,0,
6/6/2007,.OMXHPI,11366.68,-0.01217194,0,0,0,
7/6/2007,.OMXHPI,11221.2,-0.012881422,0,0,0,
8/6/2007,.OMXHPI,11240.96,0.001759404,0,0,0,
11/6/2007,.OMXHPI,11370.7,0.011475621,0,0,0,
12/6/2007,.OMXHPI,11243.71,-0.01123101,0,0,0,
13/06/2007,.OMXHPI,11265.74,0.001957401,0,0,0,
14/06/2007,.OMXHPI,11487.82,0.019521082,0,0,0,
15/06/2007,.OMXHPI,11629.54,0.012261069,0,0,0,
18/06/2007,.OMXHPI,11573.56,-0.004825227,0,0,0,
19/06/2007,.OMXHPI,11549.7,-0.002063724,0,0,0,
20/06/2007,.OMXHPI,11610.81,0.005277098,0,0,0,
21/06/2007,.OMXHPI,11435.3,-0.015231498,0,0,0,
25/06/2007,.OMXHPI,11347.68,-0.007691745,0,0,0,
26/06/2007,.OMXHPI,11309.43,-0.003376427,0,0,0,
27/06/2007,.OMXHPI,11203.62,-0.009399951,0,0,0,
28/06/2007,.OMXHPI,11345.85,0.012615098,0,0,0,
29/06/2007,.OMXHPI,11346.87,8.99E-05,0,0,0,
2/7/2007,.OMXHPI,11445.81,0.008681789,0,0,0,
3/7/2007,.OMXHPI,11577.58,0.011446745,0,0,0,
4/7/2007,.OMXHPI,11617.8,0.003467935,0,0,0,
5/7/2007,.OMXHPI,11535.58,-0.007102233,0,0,0,
6/7/2007,.OMXHPI,11621.6,0.007429263,0,0,0,
9/7/2007,.OMXHPI,11660.99,0.003383647,0,0,0,
10/7/2007,.OMXHPI,11601.81,-0.005087963,0,0,0,
11/7/2007,.OMXHPI,11545.41,-0.004873165,0,0,0,
12/7/2007,.OMXHPI,11703.94,0.013637582,0,0,0,
13/07/2007,.OMXHPI,11807.11,0.008776355,0,0,0,
16/07/2007,.OMXHPI,11789.2,-0.001518034,0,0,0,
17/07/2007,.OMXHPI,11735.36,-0.004577352,0,0,0,
18/07/2007,.OMXHPI,11632.82,-0.008776093,0,0,0,
19/07/2007,.OMXHPI,11642.73,0.000851537,0,0,0,
20/07/2007,.OMXHPI,11551.85,-0.007836354,0,0,0,
23/07/2007,.OMXHPI,11541.01,-0.000938818,0,0,0,
24/07/2007,.OMXHPI,11395.44,-0.012693504,0,0,0,
25/07/2007,.OMXHPI,11214.19,-0.016033335,0,0,0,
26/07/2007,.OMXHPI,10969.35,-0.022074921,0,0,0,
27/07/2007,.OMXHPI,11049.08,0.007242147,0,0,0,
30/07/2007,.OMXHPI,11094.44,0.004096915,0,0,0,
31/07/2007,.OMXHPI,11280.73,0.016651878,0,0,0,
1/8/2007,.OMXHPI,11019.83,-0.023399583,0,0,0,
2/8/2007,.OMXHPI,11356.21,0.030068354,0,0,0,
3/8/2007,.OMXHPI,11136.2,-0.019563668,0,0,0,
6/8/2007,.OMXHPI,10995.34,-0.012729517,0,0,0,
7/8/2007,.OMXHPI,11067.64,0.006553989,0,0,0,
8/8/2007,.OMXHPI,11333.88,0.023770935,0,0,0,
9/8/2007,.OMXHPI,11155.97,-0.015821689,0,0,0,
10/8/2007,.OMXHPI,10821.28,-0.030460215,0,0,0,
13/08/2007,.OMXHPI,11227.83,0.036880952,0,0,0,
14/08/2007,.OMXHPI,11121.11,-0.009550414,0,0,0,
15/08/2007,.OMXHPI,10991.51,-0.011721947,0,0,0,
16/08/2007,.OMXHPI,10587.87,-0.03741415,0,0,0,
17/08/2007,.OMXHPI,10763.61,0.016461994,0,0,0,
20/08/2007,.OMXHPI,10915.13,0.0139789,0,0,0,
